cat num,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
9030,,607,11,Malacology,Mollusca,Gastropoda,-,Trochidae,Margarita,pupilla,-,Gould,Mollusca Gastropoda - Trochidae Margarita pupilla -,Puget Sound,,,Washington,United States of America,,,J.M. Wiers,J. M. Wiers,,,,,
9031,,10,2,Malacology,Mollusca,Gastropoda,-,Trochidae,Clanculus,jussieui,-,Payrandeau,Mollusca Gastropoda - Trochidae Clanculus jussieui -,Corsica,,,,France,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9032,,10,2,Malacology,Mollusca,Gastropoda,-,Trochidae,Gibbula,adansoni,-,Payrandeau,Mollusca Gastropoda - Trochidae Gibbula adansoni -,Mediterranean Sea,,,,,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9033,,35,4,Malacology,Mollusca,Gastropoda,-,Trochidae,Gibbula,richardi,-,Payrandeau,Mollusca Gastropoda - Trochidae Gibbula richardi -,Mediterranean Sea,,,,,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9034,,35,4,Malacology,Mollusca,Gastropoda,-,Trochidae,Gibbula,umbilicaris,-,Linne [Linnaeus],Mollusca Gastropoda - Trochidae Gibbula umbilicaris -,Mediterranean Sea,,,,,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9035,,35,1,Malacology,Mollusca,Gastropoda,-,Trochidae,Gibbula,ardens,-,Von Salis,Mollusca Gastropoda - Trochidae Gibbula ardens -,Mediterranean Sea,,,,,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9036,,1294,1,Malacology,Mollusca,Gastropoda,-,Trochidae,Gibbula,turdus,-,Philippi,Mollusca Gastropoda - Trochidae Gibbula turdus -,,,,,,,,H.N. Lyon,H. N. Lyon,,,,,Habitat Unknown
9037,,607,10,Malacology,Mollusca,Gastropoda,-,Trochidae,Margarita,pupilla,-,Gould,Mollusca Gastropoda - Trochidae Margarita pupilla -,Puget Sound,,,Washington,United States of America,,,J.M. Wiers,J. M. Wiers,,,,,
9038,,316,6,Malacology,Mollusca,Gastropoda,-,Trochidae,Gibbula,albidum,-,Gmelin,Mollusca Gastropoda - Trochidae Gibbula albidum -,Italy,,,,Italy,,,A. August Pahnke,A. August Pahnke,,,,,polished
9039,,10,1,Malacology,Mollusca,Gastropoda,-,Trochidae,Gibbula,obliquata,-,Gmelin,Mollusca Gastropoda - Trochidae Gibbula obliquata -,England,,,England,United Kingdom,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9040,,10,1,Malacology,Mollusca,Gastropoda,-,Trochidae,Gibbula,magnus,-,Linne [Linnaeus],Mollusca Gastropoda - Trochidae Gibbula magnus -,Great Britain,,,,United Kingdom,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9041,,10,3,Malacology,Mollusca,Gastropoda,-,Trochidae,Gibbula,ardens,-,Von Salis,Mollusca Gastropoda - Trochidae Gibbula ardens -,Mediterranean Sea,,,,,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9042,,1294,2,Malacology,Mollusca,Gastropoda,-,Trochidae,Gibbula,divaricata,-,Linne [Linnaeus],Mollusca Gastropoda - Trochidae Gibbula divaricata -,Mediterranean Sea,,,,,,,H.N. Lyon,H. N. Lyon,,,,,
9043,,607,9,Malacology,Mollusca,Gastropoda,-,Trochidae,Gibbula,albidum,-,Gmelin,Mollusca Gastropoda - Trochidae Gibbula albidum -,Italy,,,,Italy,,,J.M. Wiers,J. M. Wiers,,,,,
9044,,10,1,Malacology,Mollusca,Gastropoda,-,Trochidae,Gibbula,obliquata,-,Gmelin,Mollusca Gastropoda - Trochidae Gibbula obliquata -,England,,,England,United Kingdom,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9045,,35,1,Malacology,Mollusca,Gastropoda,-,Turbinidae,Angaria,delphinula,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Turbinidae Angaria delphinula -,Indian Ocean,,,,,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9046,,35,1,Malacology,Mollusca,Gastropoda,-,Turbinidae,Angaria,distorta,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Turbinidae Angaria distorta -,"Amboina [now Ambon City on Ambon Island, Malaku Islands, Indonesia]",Ambon City,,,Indonesia,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9047,,20,19,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,peloronta,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Neritidae Nerita peloronta -,West Florida,,,Florida,United States of America,,,Florida Expedition,Florida Expedition,,,1897,1897,
9048,,20,5,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,peloronta,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Neritidae Nerita peloronta -,Florida,,,Florida,United States of America,,,Florida Expedition,Florida Expedition,,,1897,1897,
9049,,607,3,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,peloronta,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Neritidae Nerita peloronta -,Florida,,,Florida,United States of America,,,J.M. Wiers,J. M. Wiers,,,,,
9050,,1334,4,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,peloronta,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Neritidae Nerita peloronta -,West Indies,,,,,,,R.L. Rea,R. L. Rea,,,,,
9051,,643,5,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,peloronta,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Neritidae Nerita peloronta -,Florida,,,Florida,United States of America,,,J.F. Porter,J. F. Porter,,,,,
9052,,20,47,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,reclivata,-,Say,Mollusca Gastropoda - Neritidae Neritina reclivata -,Florida,,,Florida,United States of America,,,Florida Expedition,Florida Expedition,,,1877,1877,
9053,,1294,27,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,virginea,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Neritidae Neritina virginea -,West Indies,,,,,,,H.N. Lyon,H. N. Lyon,,,,,
9054,,1294,19,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,virginea,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Neritidae Neritina virginea -,Jamaica,,,,Jamaica,,,H.N. Lyon,H. N. Lyon,,,,,
9055,,20,38,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,viridis,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Neritidae Neritina viridis -,Florida,,,Florida,United States of America,,,Florida Expedition,Florida Expedition,,,,,
9056,,10,2,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,crassiculum,-,Sowerby,Mollusca Gastropoda - Neritidae Neritina crassiculum -,Central America,,,,,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9057,,10,3,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,roissyana,-,Recluz,Mollusca Gastropoda - Neritidae Neritina roissyana -,"Upolu, Samoan Islands [Upolu Island, Independent State of Samoa]",,,,Independent State of Samoa,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9058,,10,2,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,virginea,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Neritidae Neritina virginea -,West Indies,,,,,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9059,,10,6,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,virginea,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Neritidae Neritina virginea -,Jamaica,,,,Jamaica,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9060,,10,6,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,valanensis,-,Lesson,Mollusca Gastropoda - Neritidae Neritina valanensis -,Cook's Island,,,,,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9061,,10,6,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,tristris,-,Orbigny [D'Orbigny],Mollusca Gastropoda - Neritidae Neritina tristris -,Jamaica,,,,Jamaica,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9062,,35,1,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,granosa,-,Sowerby,Mollusca Gastropoda - Neritidae Neritina granosa -,Sandwich Islands [now Hawaii],,,Hawaii,United States of America,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9063,,10,1,Malacology,Mollusca,Gastropoda,-,Nacellidae,Nacella,clypeater,-,Lesson,Mollusca Gastropoda - Nacellidae Nacella clypeater -,"Valparaiso, Chili [Chile]",Valparaiso,,Valparaiso,Chile,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9064,,1334,1,Malacology,Mollusca,Gastropoda,-,Patellidae,Patella,caerulea,lowei,Linne [D'Orbigny],Mollusca Gastropoda - Patellidae Patella caerulea lowei,Madeira,,,,Portugal,,,R.L. Rea,R. L. Rea,,,,,Var. lowei Orbigny
9065,,10,5,Malacology,Mollusca,Gastropoda,-,Lottiidae,Scurria,zebrina,-,Lesson,Mollusca Gastropoda - Lottiidae Scurria zebrina -,Chili [Chile],,,,Chile,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9066,,1334,2,Malacology,Mollusca,Gastropoda,-,Patellidae,Patella,oculus,-,(Born) Auct.,Mollusca Gastropoda - Patellidae Patella oculus -,Cape of Good Hope,,,,South Africa,,,R.L. Rea,R. L. Rea,,,,,
9067,,10,2,Malacology,Mollusca,Gastropoda,-,Acmaeidae,Acmaea,ceciliana,subpersona,Orbigny [Pilsbry],Mollusca Gastropoda - Acmaeidae Acmaea ceciliana subpersona,"Valparaiso, Chili [Chile]",Valparaiso,,Valparaiso,Chile,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,Var. subpersona Pilsbry
9068,,35,1,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,pulligera,[canalis] [unverfied],Linne [Sowerby],Mollusca Gastropoda - Neritidae Neritina pulligera [canalis] [unverfied],Tahiti [island in French overseas collectivity French Polynesia],,,French Polynesia,France,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9069,,10,2,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,brevispina,-,Lamarck,Mollusca Gastropoda - Neritidae Neritina brevispina -,Viti Islands [now Fiji],,,,Republic of Fiji,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9070,,81,4,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,vesperta [vespertina],-,Nuttall,Mollusca Gastropoda - Neritidae Neritina vesperta [vespertina] -,Sandwich Islands [now Hawaii],,,Hawaii,United States of America,,,Smithsonian Institution,Smithsonian Institution,,,,,
9071,,35,1,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,turrirta,-,Chemnitz,Mollusca Gastropoda - Neritidae Neritina turrirta -,Tahiti [island in French overseas collectivity French Polynesia],,,French Polynesia,France,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9072,,35,3,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,punctulata,-,Lamarck,Mollusca Gastropoda - Neritidae Neritina punctulata -,Cuba,,,,Cuba,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9073,,81,1,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,subgranosa,-,Sowerby,Mollusca Gastropoda - Neritidae Neritina subgranosa -,Pacific Islands,,,,,,,Smithsonian Institution,Smithsonian Institution,,,,,
9074,,35,1,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,brevispina,-,Lamarck,Mollusca Gastropoda - Neritidae Neritina brevispina -,Pacific Islands,,,,,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9075,,35,1,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,zebra,-,Bruguiere,Mollusca Gastropoda - Neritidae Neritina zebra -,Tahiti [island in French overseas collectivity French Polynesia],,,French Polynesia,France,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9076,,,1,,-,-,-,-,Chlamydephorus,gibbonsi,-,Binney,- - - - Chlamydephorus gibbonsi -,Natal,,,,,,,,,,,,,Figure
9077,,81,4,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,tahitensis,-,Lesson,Mollusca Gastropoda - Neritidae Neritina tahitensis -,Sandwich Islands [now Hawaii],,,Hawaii,United States of America,,,Smithsonian Institution,Smithsonian Institution,,,,,
9078,,10,8,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,valanensis,-,Lesson,Mollusca Gastropoda - Neritidae Neritina valanensis -,"Begpore Harbor, India [now Beypore Harbor, Beypore, India]",Beypore,,Kerala,India,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9079,,35,33,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,rubida,-,Pease,Mollusca Gastropoda - Neritidae Neritina rubida -,Marquesas [islands in French overseas collectivity French Polynesia],,,French Polynesia,France,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9080,,1,4,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,pupa,-,Linne [Linnaeus],Mollusca Gastropoda - Neritidae Neritina pupa -,"Jacksonville, Florida",Jacksonville,Duval County,Florida,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9081,,35,8,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,pupa,-,Linne [Linnaeus],Mollusca Gastropoda - Neritidae Neritina pupa -,West Indies,,,,,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9082,,1053,4,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,albicilla,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Neritidae Nerita albicilla -,Philippines,,,,Philippines,,,W.C. Egan,William C. Egan,,,,,
9083,,1294,2,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,polita,-,Linne [Linnaeus],Mollusca Gastropoda - Neritidae Nerita polita -,East Indies,,,,,,,H.N. Lyon,H. N. Lyon,,,,,
9084,,1294,5,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,polita,rumphii,Linne [Linnaeus],Mollusca Gastropoda - Neritidae Nerita polita rumphii,East Indies,,,,,,,H.N. Lyon,H. N. Lyon,,,,,Var. rumphii Recluz
9085,,1,1,Malacology,Mollusca,Gastropoda,-,Turridae,Drillia,inermis,-,Hinds,Mollusca Gastropoda - Turridae Drillia inermis -,California,,,California,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9086,,1,1,Malacology,Mollusca,Gastropoda,-,Trochidae,Trochus,niloticus,-,Linne [Linnaeus],Mollusca Gastropoda - Trochidae Trochus niloticus -,Philippines,,,,Philippines,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9087,,10,1,Malacology,Mollusca,Gastropoda,-,Vanikoridae,Navicella,freycineti,-,Recluz,Mollusca Gastropoda - Vanikoridae Navicella freycineti -,Sandwich Islands [now Hawaii],,,Hawaii,United States of America,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9088,,10,1,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,squamipicta,beckii,Recluz,Mollusca Gastropoda - Neritidae Neritina squamipicta beckii,Philippines,,,,Philippines,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,Var. beckii Recluz
9089,,10,2,Malacology,Mollusca,Gastropoda,-,Vanikoridae,Navicella,tahitensis,-,Lesson,Mollusca Gastropoda - Vanikoridae Navicella tahitensis -,Viti Islands [now Fiji],,,,Republic of Fiji,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9090,,1,1,Malacology,Mollusca,Gastropoda,-,Trochidae,Trochus,niloticus,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Trochidae Trochus niloticus -,Philippines,,,,Philippines,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
9091,,10,2,Malacology,Mollusca,Gastropoda,-,Neritidae,[Neritina] [unverified],[pulligera] [unverified],-,,Mollusca Gastropoda - Neritidae [Neritina] [unverified] [pulligera] [unverified] -,Tahiti [island in French overseas collectivity French Polynesia],,,French Polynesia,France,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9092,,10,1,Malacology,Mollusca,Gastropoda,-,Cancellariidae,Cancellaria,chrysostoma,-,Sowerby,Mollusca Gastropoda - Cancellariidae Cancellaria chrysostoma -,Panama,,,,Panama,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9093,,10,3,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,scabricosta,-,Lamarck,Mollusca Gastropoda - Neritidae Nerita scabricosta -,Panama,,,,Panama,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9094,,10,2,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,maculata,-,Pe [Pease],Mollusca Gastropoda - Neritidae Nerita maculata -,Tahiti [island in French overseas collectivity French Polynesia],,,French Polynesia,France,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9095,,81,2,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,plicata,-,Linne [Linnaeus],Mollusca Gastropoda - Neritidae Nerita plicata -,"Amboina [now Ambon City on Ambon Island, Malaku Islands, Indonesia]",Ambon City,,,Indonesia,,,Smithsonian Institution,Smithsonian Institution,,,,,
9096,,81,1,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,reticulata,-,Karsten,Mollusca Gastropoda - Neritidae Nerita reticulata -,"Amboina [now Ambon City on Ambon Island, Malaku Islands, Indonesia]",Ambon City,,,Indonesia,,,Smithsonian Institution,Smithsonian Institution,,,,,
9097,,840,7,Malacology,Mollusca,Gastropoda,-,Physidae,Physa,gyrina,-,Say,Mollusca Gastropoda - Physidae Physa gyrina -,"cor. State and 61st streets, Chicago [corner of State and 61st Streets, Chicago, Illinois]",Chicago,Cook County,Illinois,United States of America,,,Nat. History Survey [Natural History Survey],Chicago Academy of Sciences,,,1896,1896,
9098,,1053,11,Malacology,Mollusca,Gastropoda,-,Bullidae,Bulla,amygdala,-,Dillwyn,Mollusca Gastropoda - Bullidae Bulla amygdala -,Bermuda,,,Bermuda Islands,United Kingdom,,,H.N. Lyon,H. N. Lyon,,,,,
9099,,615,2,Geology,-,-,-,-,Wulfenite,-,-,,- - - - Wulfenite - -,"Mammoth Mine, Arizona",,,Arizona,United States of America,,,C.M. Higginson,C. M. Higginson,,,,,
9100,,20,64,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,tessellata,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Neritidae Nerita tessellata -,West Florida,,,Florida,United States of America,,,Florida Expedition,Florida Expedition,,,1877,1877,
9101,,10,3,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,fulgurans,praecognita,Gmelin [C.B. Adams],Mollusca Gastropoda - Neritidae Nerita fulgurans praecognita,Jamaica,,,,Jamaica,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,Var. praecognita C. & B. Adams
9102,,10,8,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,tessellata,-,,Mollusca Gastropoda - Neritidae Nerita tessellata -,West Indies,,,,,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9103,,607,5,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,tessellata,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Neritidae Nerita tessellata -,West Indies,,,,,,,J.M. Wiers,J. M. Wiers,,,,,
9104,,10,12,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,bernhardii,-,Recluz,Mollusca Gastropoda - Neritidae Nerita bernhardii -,Panama,,,,Panama,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9105,,10,3,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,tessellata,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Neritidae Nerita tessellata -,Jamaica,,,,Jamaica,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9106,,10,3,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,quadricolor,-,Gmelin,Mollusca Gastropoda - Neritidae Nerita quadricolor -,Viti Islands [now Fiji],,,,Fiji,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9107,,35,2,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,lineata,-,Chemnitz,Mollusca Gastropoda - Neritidae Nerita lineata -,East Indies,,,,,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9108,,1053,1,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,Undata,funiculata,Linne [Reeve],Mollusca Gastropoda - Neritidae Nerita Undata funiculata,Marquesas [islands in French overseas collectivity French Polynesia],,,French Polynesia,France,,,W.C. Egan,William C. Egan,,,,,Var. funiculata Reeve
9109,,10,1,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,scabricosta,-,Lamarck,Mollusca Gastropoda - Neritidae Nerita scabricosta -,"Mazatlan, Mexico",Mazatlan,,Sinaloa,Mexico,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9110,,10,1,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,exuvia,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Neritidae Nerita exuvia -,Philippines,,,,Philippines,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9111,,35,1,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,tessellata,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Neritidae Nerita tessellata -,West Indies,,,,,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
9112,,20,45,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,versicolor,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Neritidae Nerita versicolor -,West Florida,,,Florida,United States of America,,,Florida Expedition,Florida Expedition,,,1877,1877,
9113,,10,10,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,versicolor,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Neritidae Nerita versicolor -,West Indies,,,,,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9114,,10,4,Malacology,Mollusca,Gastropoda,-,Neritidae,Nerita,versicolor,-,"Gmelin [Gmelin, 1791]",Mollusca Gastropoda - Neritidae Nerita versicolor -,Jamaica,,,,Jamaica,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9115,,20,17,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,reclivata,-,Say,Mollusca Gastropoda - Neritidae Neritina reclivata -,West Florida,,,Florida,United States of America,,,Florida Expedition,Florida Expedition,,,,,
9116,,607,15,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,reclivata,-,Say,Mollusca Gastropoda - Neritidae Neritina reclivata -,Florida,,,Florida,United States of America,,,J.M. Wiers,J. M. Wiers,,,,,
9117,,10,4,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,reclivata,-,Say,Mollusca Gastropoda - Neritidae Neritina reclivata -,Florida,,,Florida,United States of America,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9118,,10,14,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina [Nerita] [unverified],picta,-,Sowerby,Mollusca Gastropoda - Neritidae Neritina [Nerita] [unverified] picta -,Gulf of California,,,,Mexico,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9119,,374,30,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,virginea,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Neritidae Neritina virginea -,East Florida,,,Florida,United States of America,,,S.C. Clark,S. C. Clark,,,,,
9120,,10,6,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,virginea,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Neritidae Neritina virginea -,Jamaica,,,,Jamaica,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9121,,,1,Malacology,-,-,-,-,Testacella,haliotoides,-,Draparmaud,- - - - Testacella haliotoides -,,,,,,,,,,,,,,"Figure, animal in locomotion"
9122,,10,2,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,roissyana,-,Recluz,Mollusca Gastropoda - Neritidae Neritina roissyana -,Viti Islands [now Fiji],,,,Republic of Fiji,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9123,,10,2,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,turrita,-,Chemnitz,Mollusca Gastropoda - Neritidae Neritina turrita -,Viti Islands [now Fiji],,,,Republic of Fiji,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
9124,,20,30,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,reclivata,-,Say,Mollusca Gastropoda - Neritidae Neritina reclivata -,West Florida,,,Florida,United States of America,,,Florida Expedition,Florida Expedition,,,1877,1877,
9125,,10,3,Malacology,Mollusca,Gastropoda,-,Neritidae,Neritina,turrita,-,Chemnitz,Mollusca Gastropoda - Neritidae Neritina turrita -,Tahiti,,,French Polynesia,France,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
