cat num,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
8087,,1123,1,Geology,Mineral,Sedimentary,-,Clay,Clay,-,-,,Mineral Sedimentary - Clay Clay - -,"Bowmanville  [neighborhood in Chicago, Illinois]",Chicago,Cook County,Illinois,United States of America,,,Carl Dilg,Carl Dilg,,,,,Containing Flint
8088,,60,14,Malacology,Mollusca,Gastropoda,-,Pleuroceridae,Angitrema [Lithasia],verrucosa,-,"Raf [Rafinesque, 1820]",Mollusca Gastropoda - Pleuroceridae Angitrema [Lithasia] verrucosa -,"Tennessee River, Tenn",,,Tennessee,United States of America,,,W.W. Calkins,William W. Calkins,,,,,
8089,,2812,5,Malacology,Mollusca,Gastropoda,-,Haplotrematidae,Selenites [Haplotrema] [unverified],vancouverensis,-,Lea,Mollusca Gastropoda - Haplotrematidae Selenites [Haplotrema] [unverified] vancouverensis -,"Devil's Pulpit, Bonneville, Oregon",Bonneville,Multnomah,Oregon,United States of America,,"adult, immature",Academy Collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,31 June 1906,1906-06-31,
8090,,783,4,Malacology,Mollusca,Bivalvia,Unionoida,Unionidae,Unio [Lampsilis]  [unverified],verrucosa [ventricosa],-,"Barnes [Barnes, 1823]",Mollusca Bivalvia Unionoida Unionidae Unio [Lampsilis]  [unverified] verrucosa [ventricosa] -,"Calumet River, near L. Calumet",,Cook County,Illinois,United States of America,,,W.K. Higley,William K. Higley,,,,,
8091,,783,4,Malacology,Mollusca,Gastropoda,-,Polygyridae,Polygyra [Neohelix],albolabris,-,"Say [Say, 1817]",Mollusca Gastropoda - Polygyridae Polygyra [Neohelix] albolabris -,near Lake Calumet,,Cook County,Illinois,United States of America,,,W.K. Higley,William K. Higley,,,1885,1885,
8092,,783,2,Malacology,Mollusca,Gastropoda,-,Polygyridae,Polygyra [Mesodon] [unverified],exoleta,-,Binney,Mollusca Gastropoda - Polygyridae Polygyra [Mesodon] [unverified] exoleta -,Desplaines River [Des Plaines River],,,,United States of America,,,W.K. Higley,William K. Higley,,,1892,1892,
8093,,,1,Entomology,Arthropoda,Insecta,-,-,Aeridium,americanum,-,Scudd,Arthropoda Insecta - - Aeridium americanum -,"Rogers Park, Ill  [neighborhood in Chicago, Illinois]",Chicago,Cook County,Illinois,United States of America,,,J.H. Sylvester,J. H. Sylvester,J.H. Sylvester,J. H. Sylvester,,,
8094,,,1,Entomology,Arthropoda,Insecta,-,-,Oedipoda,carolina,-,Serv,Arthropoda Insecta - - Oedipoda carolina -,"Rogers Park, Ill  [neighborhood in Chicago, Illinois]",Chicago,Cook County,Illinois,United States of America,,,J.H. Sylvester,J. H. Sylvester,J.H. Sylvester,J. H. Sylvester,,,
8095,,,1,Entomology,Arthropoda,Insecta,-,-,Platyphillum,concavum,-,Say,Arthropoda Insecta - - Platyphillum concavum -,"Lincoln Park  [neighborhood in Chicago, Illinois]",Chicago,Cook County,Illinois,United States of America,female,,J.H. Sylvester,J. H. Sylvester,J.H. Sylvester,J. H. Sylvester,,,[Female symbol] = Cyrtophyllus eoucavus
8096,,,5,Entomology,Arthropoda,Insecta,-,-,Lygaeus,hireicus [turcicus],-,Fab [Fabricius],Arthropoda Insecta - - Lygaeus hireicus [turcicus] -,N. Ill. - Tex [Nothern Illinois - Texas],,,,United States of America,,,Frank S. Barret,Frank S. Barrett,Frank S. Barrett,Frank S. Barrett,,,
8097,,,4,Entomology,Arthropoda,Insecta,-,-,Metopodius,fernoralio [femoralis] [unverified],-,Fabr [Fabricius],Arthropoda Insecta - - Metopodius fernoralio [femoralis] [unverified] -,Florida,,,Florida,United States of America,,,A. Bolter ?,Andrew Bolter,A. Bolter ?,Andrew Bolter,,,
8098,,,1,Entomology,Arthropoda,Insecta,-,-,Prionides,cristatus,-,Linne [Linnaeus],Arthropoda Insecta - - Prionides cristatus -,Tenn [Tennessee],,,Tennessee,United States of America,,,,,,,,,
8099,,,4,Entomology,Arthropoda,Insecta,-,-,Notonectra [Notonecta],undulata,-,Say,Arthropoda Insecta - - Notonectra [Notonecta] undulata -,,,,,,,,F. S. Barrett,Frank S. Barrett,,,,,
8100,,,5,Entomology,Arthropoda,Insecta,-,-,Notonectra [Notonecta],insulata,-,Kirby,Arthropoda Insecta - - Notonectra [Notonecta] insulata -,N. Ill Arizona [Northern Illinois - Arizona],,,,United States of America,,,A. Bolter,Andrew Bolter,A. Bolter,Andrew Bolter,,,
8101,,,5,Entomology,Arthropoda,Insecta,-,-,Aphrophora,inflata,-,Uhler,Arthropoda Insecta - - Aphrophora inflata -,Ill [Illinois],,,Illinois,United States of America,,,A. Bolter,Andrew Bolter,A. Bolter,Andrew Bolter,,,
8102,,,4,Entomology,Arthropoda,Insecta,-,-,Podisus,spinosus,-,Dallas,Arthropoda Insecta - - Podisus spinosus -,N Ill [Northern Illinois],,,Illinois,United States of America,,,A. Bolter,Andrew Bolter,A. Bolter,Andrew Bolter,,,
8103,,,5,Entomology,Arthropoda,Insecta,-,-,Euschistus,variolarius,-,P.B,Arthropoda Insecta - - Euschistus variolarius -,N Ill [Northern Illinois],,,Illinois,United States of America,,,A. Bolter,Andrew Bolter,A. Bolter,Andrew Bolter,,,
8104,,,6,Entomology,Arthropoda,Insecta,-,-,Negara [Nezara],hilaris,-,Say,Arthropoda Insecta - - Negara [Nezara] hilaris -,,,,,,,,,,,,,,
8105,,,1,Entomology,Arthropoda,Insecta,-,-,Belostorma,griseus,-,Say,Arthropoda Insecta - - Belostorma griseus -,"Lincoln Park   [neighborhood in Chicago, Illinois]",Chicago,Cook County,Illinois,United States of America,,,F.S. Barett,F. S. Barett,,,,,
8106,,,8,Entomology,Arthropoda,Insecta,-,-,Zaitha,fluminea,-,Say,Arthropoda Insecta - - Zaitha fluminea -,"N. Ill N. Y. Wis. [Northern Illinois, New York, Wisconsin]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,on specimen with eggs on back
8107,,,1,Entomology,Arthropoda,Insecta,-,-,Cicada,-,-,,Arthropoda Insecta - - Cicada - -,Sitka,Sitka,,Alaska,United States of America,,,Andrew Bolter,Andrew Bolter,,,,,
8108,,,4,Entomology,Arthropoda,Insecta,-,-,Calyria,occidentalis,-,,Arthropoda Insecta - - Calyria occidentalis -,Texas,,,Texas ,United States of America,,,Andrew Bolter,Andrew Bolter,A. Bolter,Andrew Bolter,,,
8109,,60,9,Malacology,Mollusca,Gastropoda,-,Lymnaeidae,Limnaea [Lymnaea] [unverified],reflexa,-,Say,Mollusca Gastropoda - Lymnaeidae Limnaea [Lymnaea] [unverified] reflexa -,"Calumet River, Illinois",,,Illinois,United States of America,,,W.W. Calkins,William W. Calkins,,,,,
8110,,60,12,Malacology,Mollusca,Gastropoda,-,Lymnaeidae,Limnaea [Lymnaea] [unverified],reflexa,-,Say,Mollusca Gastropoda - Lymnaeidae Limnaea [Lymnaea] [unverified] reflexa -,"Calumet River, Illinois",,,Illinois,United States of America,,,W.W. Calkins,William W. Calkins,,,,,
8111,,330,11,Malacology,Mollusca,Gastropoda,-,Lymnaeidae,Limnaea [Lymnaea] [unverified],reflexa,-,Say,Mollusca Gastropoda - Lymnaeidae Limnaea [Lymnaea] [unverified] reflexa -,Lake View,Chicago,Cook County,Illinois,United States of America,,,S.H. Peabody,S. H. Peabody,,,,,
8112,,20,5,Malacology,Mollusca,Gastropoda,-,Orthalicidae,Onystyla [Orthalicus] [unverified],undata [reses] [unverified],reses,"Say, 1830",Mollusca Gastropoda - Orthalicidae Onystyla [Orthalicus] [unverified] undata [reses] [unverified] reses,"Sandy Key, Florida [Sand Key]",,Pinellas County,Florida,United States of America,,,Florida Expedition,Florida Expedition,,,1877,1877,Var. reses Say
8113,,60,9,Malacology,Mollusca,Gastropoda,-,Lymnaeidae,Limnaea [Lymnaea] ,stagnalis,appressa,Linne [Linnaeus],Mollusca Gastropoda - Lymnaeidae Limnaea [Lymnaea]  stagnalis appressa,"Calumet River, Illinois",,,Illinois,United States of America,,,W.W. Calkins,William W. Calkins,,,,,Var. appressa Say
8114,,60,8,Malacology,Mollusca,Gastropoda,-,Lymnaeidae,Limnaea [Lymnaea] ,palustris,-,"Muller [MÃ¼ller, 1774]",Mollusca Gastropoda - Lymnaeidae Limnaea [Lymnaea]  palustris -,"Calumet River, Illinois",,,Illinois,United States of America,,,W.W. Calkins,William W. Calkins,,,,,
8115,,"615
783","2
15",Malacology,Mollusca,Gastropoda,-,Lymnaeidae,"Quartz Geode
Limnaea [Lymnaea] ","
palustris",-,"Muller [MÃ¼ller, 1774]
Muller [MÃ¼ller, 1774]","Mollusca Gastropoda - Lymnaeidae Quartz Geode
Limnaea [Lymnaea]  
palustris -","Keokuk, Iowa
Lake Co., Indiana",Keokuk,"Lee County
Lake County","Iowa
Indiana",United States of America,,,"C.M. Higginson
W.K. Higley",C. M. Higginson,,,"
1892",1892,[2 entries in same line in book]
8116,,840,2,Malacology,Mollusca,Gastropoda,-,Planorbidae,Planorbis,trivolvis,-,Say,Mollusca Gastropoda - Planorbidae Planorbis trivolvis -,"Desplaines River, Riverside, Ill [Des Plaines River, Riverside, Illinois]",Riverside,Cook County,Illinois,United States of America,,,Nat. History Survey [Natural History Survey],Chicago Academy of Sciences,,,1895,1895,
8117,,330,16,Malacology,Mollusca,Gastropoda,-,Planorbidae,Planorbis,trivolvis,-,Say,Mollusca Gastropoda - Planorbidae Planorbis trivolvis -,"Lake View [neighborhood in Chicago, Illinois]",Chicago,Cook County,Illinois,United States of America,,,S.H. Peabody,S. H. Peabody,,,,,
8118,,60,30,Malacology,Mollusca,Gastropoda,-,Planorbidae,Planorbis,trivolvis,-,Say,Mollusca Gastropoda - Planorbidae Planorbis trivolvis -,Calumet River,,,Illinois,United States of America,,,W.W. Calkins,William W. Calkins,,,,,
8119,,840,28,Malacology,Mollusca,Gastropoda,-,Planorbidae,Planorbis,trivolvis,-,Say,Mollusca Gastropoda - Planorbidae Planorbis trivolvis -,"Four miles west of Morgan Park [neighborhood in Chicago, Illinois]",Chicago,Cook County,Illinois,United States of America,,,Nat. History Survey [Natural History Survey],Chicago Academy of Sciences,,,1895,1895,
8120,,,,Entomology,Arthropoda,-,-,Belostomatidae,B [Belostorma],griseus,-,Say,Arthropoda - - Belostomatidae B [Belostorma] griseus -,,,,,,,,E. Eiffenberger,E. Eiffenberger,,,,,
8121,,1,1,Malacology,Mollusca,Bivalvia,Unionoida,Unionidae,Unio [Lampsilis],ventricosus [ovata] ,-,"Barmes [Barnes, 1823]",Mollusca Bivalvia Unionoida Unionidae Unio [Lampsilis] ventricosus [ovata]  -,"Oconomowoc Wis [Oconomowoc, Wisconsin]",Oconomowoc,Waukesha,Wisconsin,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,#NAME?
8122,,1294,10,Malacology,Mollusca,Bivalvia,Unionoida,Unionidae,Unio [Lampsilis] [unverified],luteola [siliquoidea] [unverified],-,"Lamarck  [Barnes, 1823]",Mollusca Bivalvia Unionoida Unionidae Unio [Lampsilis] [unverified] luteola [siliquoidea] [unverified] -,"Neshotah, Wis [Nashotah, Wisconsin]",Nashotah,Waukesha,Wisconsin,United States of America,,,H.N. Lyon,H. N. Lyon,,,,,
8123,,446,1,Malacology,Mollusca,Bivalvia,Unionoida,Unionidae,Alasmidonta,rugosa,-,"Barnes [Barnes, 1823]",Mollusca Bivalvia Unionoida Unionidae Alasmidonta rugosa -,Little Miami River,,,Ohio,United States of America,,,E.W. Engliholm,E. W. Engliholm,,,,,Monstrosity
8124,,563,1,Malacology,Mollusca,Bivalvia,Unionoida,Unionidae,Unio [Actinonaias] [unverified],ligamentinus [ligamentina] [unverified],-,"Lamarck [Lamarck, 1819]",Mollusca Bivalvia Unionoida Unionidae Unio [Actinonaias] [unverified] ligamentinus [ligamentina] [unverified] -,"Dundee, Kane Co, Ill [Dundee, Kane County, Illinois]",Dundee,Kane County,Illinois,United States of America,,,E.W. Engliholm,E. W. Engliholm,,,,,#NAME?
8125,,563,3,Malacology,Mollusca,Bivalvia,Unionoida,Unionidae,Unio [Actinonaias] [unverified],ligamentinus [ligamentina] [unverified],-,"Lamarck [Lamarck, 1819]",Mollusca Bivalvia Unionoida Unionidae Unio [Actinonaias] [unverified] ligamentinus [ligamentina] [unverified] -,"Dundee, Kane Co, Ill [Dundee, Kane County, Illinois]",Dundee,Kane County,Illinois,United States of America,,,E.W. Engliholm,E. W. Engliholm,,,,,#NAME?
8126,,563,5,Malacology,Mollusca,Bivalvia,Unionoida,Unionidae,Alasmidonta,rugosa,-,"Barmes [Barnes, 1823]",Mollusca Bivalvia Unionoida Unionidae Alasmidonta rugosa -,"Dundee, Kane Co, Ill [Dundee, Kane County, Illinois]",Dundee,Kane County,Illinois,United States of America,,,E.W. Engliholm,E. W. Engliholm,,,,,
8127,,35,2,Malacology,Mollusca,Gastropoda,-,Strombidae,Strombus,succinctus,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Strombidae Strombus succinctus -,Ceylon [now Sri Lanka],,,,Sri Lanka,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,[pre June 1893],pre 1893-06,[identified by P.P. Carpenter]
8128,,35,1,Malacology,Mollusca,Gastropoda,-,Strombidae,Strombus,isabella,-,Lamarck,Mollusca Gastropoda - Strombidae Strombus isabella -,East Indies,,,,,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,[pre June 1893],pre 1893-06,[identified by P.P. Carpenter]
8129,,10,3,Malacology,Mollusca,Gastropoda,-,Strombidae,Strombus,variabilis,-,Swainson,Mollusca Gastropoda - Strombidae Strombus variabilis -,Australia,,,,Australia,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
8130,,10,2,Malacology,Mollusca,Gastropoda,-,Strombidae,Strombus,maculatus,-,Nuttall,Mollusca Gastropoda - Strombidae Strombus maculatus -,Sandwich Islands [now Hawaii],,,Hawaii,United States of America,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
8131,,81,4,Malacology,Mollusca,Gastropoda,-,Strombidae,Strombus,maculatus,-,Nuttall,Mollusca Gastropoda - Strombidae Strombus maculatus -,Sandwich Islands [now Hawaii],,,Hawaii,United States of America,,,Smithsonian Institution,Smithsonian Institution,,,,,
8132,,10,1,Malacology,Mollusca,Gastropoda,-,Strombidae,Strombus,campbelli,-,Gray,Mollusca Gastropoda - Strombidae Strombus campbelli -,West Australia,,,,Australia,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
8133,,10,1,Malacology,Mollusca,Gastropoda,-,Strombidae,Strombus,urceus [succinctus] [unverified],-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Strombidae Strombus urceus [succinctus] [unverified] -,East Indies,,,,,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
8134,,35,2,Malacology,Mollusca,Gastropoda,-,Strombidae,Strombus,minimus,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Strombidae Strombus minimus -,Ceylon [now Sri Lanka],,,,Sri Lanka,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,[pre June 1893],pre 1893-06,[identified by P.P. Carpenter]
8135,,35,2,Malacology,Mollusca,Gastropoda,-,Strombidae,Strombus,dentatus,-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Strombidae Strombus dentatus -,"Amboina [now Ambon City on Ambon Island, Malaku Islands, Indonesia]",Ambon,,,Indonesia,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,[pre June 1893],pre 1893-06,[identified by P.P. Carpenter]
8136,,35,4,Malacology,Mollusca,Gastropoda,-,Strombidae,Strombus,urceus [succinctus] [unverified],-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Strombidae Strombus urceus [succinctus] [unverified] -,"Amboina [now Ambon City on Ambon Island, Malaku Islands, Indonesia]",Ambon,,,Indonesia,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,[pre June 1893],pre 1893-06,[identified by P.P. Carpenter]
8137,,1334,1,Malacology,Mollusca,Gastropoda,-,Strombidae,Strombus,deformis,-,Gray,Mollusca Gastropoda - Strombidae Strombus deformis -,Philippines,,,,Philippines,,,R.L. Rea,R. L. Rea,,,,,
8138,,716,4,Malacology,Mollusca,Gastropoda,-,Strombidae,Terebellum,subulatum,-,Lam [Lamarck],Mollusca Gastropoda - Strombidae Terebellum subulatum -,"Amboina [now Ambon City on Ambon Island, Malaku Islands, Indonesia]",Ambon,,,Indonesia,,,George H. Laflin,George H. Laflin,,,,,
8139,,35,3,Malacology,Mollusca,Gastropoda,-,Strombidae,Terebellum,subulatum,-,Lam [Lamarck],Mollusca Gastropoda - Strombidae Terebellum subulatum -,"Amboina [now Ambon City on Ambon Island, Malaku Islands, Indonesia]",Ambon,,,Indonesia,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
8140,,35,2,Malacology,Mollusca,Gastropoda,-,Aporrhaidae,Aporrhais,occidentalis,-,Mighels,Mollusca Gastropoda - Aporrhaidae Aporrhais occidentalis -,Massachusetts,,,Massachusetts,United States of America,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,[pre June 1893],pre 1893-06,[identified by P.P. Carpenter]
8141,,1,2,Malacology,Mollusca,Gastropoda,-,Aporrhaidae,Aporrhais,pespeeleani [pes-pelecani or pespelecani],-,"Linne [Linnaeus, 1758]",Mollusca Gastropoda - Aporrhaidae Aporrhais pespeeleani [pes-pelecani or pespelecani] -,Britain,,,,United Kingdom,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,
8142,,716,1,Malacology,Mollusca,Gastropoda,-,Struthiolariidae,Struthiolaria,papulosa,-,Martyn,Mollusca Gastropoda - Struthiolariidae Struthiolaria papulosa -,New Zealand,,,,New Zealand,,,George H. Laflin,George H. Laflin,,,,,
8143,,10,65,Malacology,Mollusca,Gastropoda,-,Cerithiidae,Bittium,alternatum,-,Say,Mollusca Gastropoda - Cerithiidae Bittium alternatum -,"Long Island [Long Island, New York]",,,New York,United States of America,,,Phil. Acad. Sciences [Philadelphia Academy of Sciences],Academy of Natural Sciences of Philadelphia,,,,,
8144,,35,1,Malacology,Mollusca,Gastropoda,-,Cerithiidae,Bittium,filosum,-,Gould,Mollusca Gastropoda - Cerithiidae Bittium filosum -,Alaska,,,Alaska,United States of America,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
8145,,35,7,Malacology,Mollusca,Gastropoda,-,Potamididae,Cerithidea,turrita,-,Stearns,Mollusca Gastropoda - Potamididae Cerithidea turrita -,Florida,,,Florida,United States of America,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
8146,,1088,3,Malacology,Mollusca,Gastropoda,-,Cerithiidae,Cerithium,variabile,-,C. B. Adams,Mollusca Gastropoda - Cerithiidae Cerithium variabile -,Trinidad [Trinidad & Tobago],,,,Trinidad and Tobago,,,Mrs. G.B. Reeve,Mrs. George B. Reeve,,,,,
8147,,2812,9,Malacology,Mollusca,Gastropoda,-,Haplotrematidae,Selenites [Haplotrema] [unverified],sportella,-,Gould,Mollusca Gastropoda - Haplotrematidae Selenites [Haplotrema] [unverified] sportella -,"Devil's Pulpit, Bonneville, Oreg. [Devil's Pulpit, Bonneville, Oregon]",Bonneville,Multnomah County,Oregon,United States of America,,"adult, juvenile",Academy Collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,31 June 1906,1906-06-31,
8148,,35,2,Malacology,Mollusca,Gastropoda,-,Cerithiidae,Cerithium,eburneum,-,Brug [BruguiÃ¨re],Mollusca Gastropoda - Cerithiidae Cerithium eburneum -,Bahamas [Commonwealth of the Bahamas],,,,Commonwealth of the Bahamas,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
8149,,75,2,Malacology,Mollusca,Gastropoda,-,Potamididae,Cerithidea,varicosa,-,Sowerby,Mollusca Gastropoda - Potamididae Cerithidea varicosa -,Jamaica,,,,Jamaica,,,H. Vendreyes,Henry Vendreyes,,,,,
8150,,35,1,Malacology,Mollusca,Gastropoda,-,Cerithiidae,Cerithium,rostratum,-,Sowerby,Mollusca Gastropoda - Cerithiidae Cerithium rostratum -,Tahiti [island in French overseas collectivity French Polynesia],,,French Polynesia,France,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
8151,,1088,15,Malacology,Mollusca,Gastropoda,-,Cerithiidae,Cerithium,litteratum,-,Born,Mollusca Gastropoda - Cerithiidae Cerithium litteratum -,Trinidad [Trinidad & Tobago],,,,Trinidad and Tobago,,,Mrs. G.B. Reeve,Mrs. George B. Reeve,,,,,
8152,,1294,58,Malacology,Mollusca,Gastropoda,-,Cerithiidae,Cerithium,algicola,-,C.B. Adams,Mollusca Gastropoda - Cerithiidae Cerithium algicola -,Florida,,,Florida,United States of America,,,H.N. Lyon,H. N. Lyon,,,,,
8153,,1500,4,Malacology,Mollusca,Gastropoda,-,Potamididae,Potamides,telescopium,-,Linne [Linnaeus],Mollusca Gastropoda - Potamididae Potamides telescopium -,"Philippines [Catbalogan, Samar]",,,,Philippines,,,E.L. Moseley,E. L. Moseley,,,,,
8154,,35,10,Malacology,Mollusca,Gastropoda,-,Potamididae,Cerithidea,scalariformis,-,Say,Mollusca Gastropoda - Potamididae Cerithidea scalariformis -,Florida,,,Florida,United States of America,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
8155,,1334,1,Malacology,Mollusca,Gastropoda,-,Potamididae,Cerithidea,montagnei,-,Orbigny,Mollusca Gastropoda - Potamididae Cerithidea montagnei -,"Mazatlan, Mexico",Mazatlan,,Sinaloa,Mexico,,,R.L. Rea,R. L. Rea,,,,,
