Catalog Number,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
16115,,,3,,-,-,-,-,Amphidora,littoralis,-,Esch.,- - - - Amphidora littoralis -,"Col. [Colorado -- note, original specimen labels read ""Cal"" for California; presume labels are correct. DR]",,,California,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16116,,,2,,-,-,-,-,Amphidora,nigropilosa,-,Lec.,- - - - Amphidora nigropilosa -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,,,,,
16117,,,2,,-,-,-,-,Cratidus,oscularus,-,Lec.,- - - - Cratidus oscularus -,Cal. [California],,,California,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16118,,,1,,-,-,-,-,Polypleurus,perforatus,-,Germ.,- - - - Polypleurus perforatus -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,,,,,
16119,,,4,,-,-,-,-,Nyctobates,pennsylvanica,-,De G.,- - - - Nyctobates pennsylvanica -,"Ky. [Kentucky], S. Cal. [Southern California]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16120,,,3,,-,-,-,-,Nyctobates,barbata,-,Kuoch,- - - - Nyctobates barbata -,Tex. [Texas],,,Texas,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16121,,,4,,-,-,-,-,Iptithunus,opacus,-,Lec.,- - - - Iptithunus opacus -,L. Sup. [Lake Superior],,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16122,,,2,,-,-,-,-,Iptithunus,serratus,-,Mann.,- - - - Iptithunus serratus -,Cal. [California],,,California,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16123,,,2,,-,-,-,-,Iptithunus,subtaevis,-,Blaud.,- - - - Iptithunus subtaevis -,"Van. [Vancouver], Col. [Colorado]",,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16124,,,3,,-,-,-,-,Coelocnemis,dilaticollis,-,Mann.,- - - - Coelocnemis dilaticollis -,"Col. [Colorado -- note, original specimen labels read ""Cal"" for California; presume labels are correct. DR]",,,California,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16125,,,3,,-,-,-,-,Coelocnemis,obesa,-,Lec.,- - - - Coelocnemis obesa -,"Col. [Colorado -- note, original specimen labels read ""Cal"" for California; presume labels are correct. DR]",,,California,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16126,,,3,,-,-,-,-,Coelocnemis,magna,-,Lec.,- - - - Coelocnemis magna -,"Col. [Colorado -- note, original specimen labels read ""Cal"" for California; presume labels are correct. DR]",,,California,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16127,,,3,,-,-,-,-,Coelocnemis,punctata,-,Lec.,- - - - Coelocnemis punctata -,"Col. [Colorado -- note, original specimen labels read ""Cal"" for California; presume labels are correct. DR]",,,California,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16128,,,6,,-,-,-,-,Bruchus,prosopis,-,Lec.,- - - - Bruchus prosopis -,,,,,,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16129,,,3,,-,-,-,-,Merinus,laevis,-,Oliv.,- - - - Merinus laevis -,"C. Ill. [Central Illinois], Mo. [Missouri]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16130,,,4,,-,-,-,-,Upis,ceramboides,-,Linne,- - - - Upis ceramboides -,L. Sup. [Lake Superior],,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16131,,,3,,-,-,-,-,Haplandrus,femoratus,-,Fabr.,- - - - Haplandrus femoratus -,"C. Ill. [Central Illinois], Mass. [Massachusetts], Mic. [Michigan]",,,,United States of America,,,Bolter & Sonne [Andrew Bolter or Mrs. Chas. Sonne],Andrew Bolter,(1) Bolter & (2) Sonne [it appears that specimens from two different accessions were combined into one catalog record. DR],Charles Sonne; Andrew Bolter,,,
16132,,,6,,-,-,-,-,Haplandrus,concolor,-,Lec.,- - - - Haplandrus concolor -,L. Sup. [Lake Superior],,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16133,,,5,,-,-,-,-,Cibdelis,blaschkei,-,Mann.,- - - - Cibdelis blaschkei -,"Col. [Colorado]  -- note, original specimen labels read ""Cal"" for California; presume labels are correct. DR]",,,California,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16134,,,2,,-,-,-,-,Glyptobis,eribratus,-,Lec.,- - - - Glyptobis eribratus -,Tex. [Texas],,,Texas,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16135,,,5,,-,-,-,-,Scotobates,calcaratus,-,Fab.,- - - - Scotobates calcaratus -,Ohio,,,Ohio,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16136,,,6,,-,-,-,-,Xylopinus,soperdiades,-,Oliv.,- - - - Xylopinus soperdiades -,"Ohio, N. Ill. [Northern Illinois], Wis. [Wisconsin]",,,,United States of America,,,Bolter & Sonne [Andrew Bolter or Mrs. Chas. Sonne],Andrew Bolter,(2) Bolter & (2) Sonne [it appears that specimens from two different accessions were combined into one catalog record. DR],Charles Sonne; Andrew Bolter,,,
16137,,,5,,-,-,-,-,Xylopinus,rufipes,-,Say,- - - - Xylopinus rufipes -,"N. Ill. [Northern Illinois], Pa. [Pennsylvania]",,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16138,,,3,,-,-,-,-,Tenebrio,obscurus,-,Fab.,- - - - Tenebrio obscurus -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16139,,,4,,-,-,-,-,Tenebrio,molitor,-,Linn.,- - - - Tenebrio molitor -,Iowa,,,Iowa,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16140,,,5,,-,-,-,-,Tenebrio,castaneus,-,Knoch.,- - - - Tenebrio castaneus -,"Mo. [Missouri], C. Ill. [Central Illinois]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16141,,,5,,-,-,-,-,Tenebrio,tenebrioides,-,Beauv.,- - - - Tenebrio tenebrioides -,"L. Sup. [Lake Superior], N.Y. [New York]",,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16142,,,6,,-,-,-,-,Opatrinus,notus,-,Say,- - - - Opatrinus notus -,"La. [Louisiana], Tex. [Texas], Pa. [Pennsylvania]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16143,,,3,,-,-,-,-,Blapstinus,brevicollis,-,Lec.,- - - - Blapstinus brevicollis -,Col. [Colorado],,,Colorado,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16144,,,3,,-,-,-,-,Blapstinus,lecontei,-,Muls.,- - - - Blapstinus lecontei -,"Ariz. [Arizona], Col. [Colorado]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16145,,,4,,-,-,-,-,Blapstinus,pratensis,-,Lec.,- - - - Blapstinus pratensis -,"Cal. [California], N.Y. [New York], C.T.",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16146,,,4,,-,-,-,-,Blapstinus,moestus,-,Melsh,- - - - Blapstinus moestus -,"Ariz. [Arizona], Cal. [California]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16147,,,5,,-,-,-,-,Blapstinus,pulverulentus,-,Mann.,- - - - Blapstinus pulverulentus -,"Ariz. [Arizona], Cal. [California]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16148,,,1,,-,-,-,-,Blapstinus,interruptus,-,Say,- - - - Blapstinus interruptus -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,,,,,
16149,,,5,,-,-,-,-,Blapstinus,metallicus,-,Fab.,- - - - Blapstinus metallicus -,"L. Sup. [Lake Superior], Me. [Maine], C.T.",,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16150,,,3,,-,-,-,-,Bribolium [sic],ferrugineum,-,Fab.,- - - - Bribolium [sic] ferrugineum -,"N.Y. [New York], Ill. [Illinois]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16151,,,5,,-,-,-,-,Diaedus,punctalus,-,Lec.,- - - - Diaedus punctalus -,"Ill. [Illinois], Kans. [Kansas]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16152,,,6,,-,-,-,-,Cynaeus,depressus,-,Horn,- - - - Cynaeus depressus -,S. Cal. [Southern California],,,California,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16153,,,1,,-,-,-,-,Metaclisa,marginalis,-,Horn,- - - - Metaclisa marginalis -,Mo. [Missouri],,,Missouri,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16154,,,5,,-,-,-,-,Morna [?],impressa,-,Melsh,- - - - Morna [?] impressa -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16155,,,3,,-,-,-,-,Morna [?],imberbis,-,Lec.,- - - - Morna [?] imberbis -,Ill. [Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16156,,,5,,-,-,-,-,Morna [?],longula,-,Lec.,- - - - Morna [?] longula -,"N.C. [North Carolina], Va. [Virginia]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16157,,,2,,-,-,-,-,Morna [?],punctulata,-,Lec.,- - - - Morna [?] punctulata -,Ky. [Kentucky],,,Kentucky,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16158,,,2,,-,-,-,-,Anaedus,brunneus,-,Ziegl.,- - - - Anaedus brunneus -,Ill. [Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16159,,,5,,-,-,-,-,Paratenelus,fuscus,-,Lec.,- - - - Paratenelus fuscus -,"N. Ill. [Northern Illinois], Van. [Vancouver]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16160,,,1,,-,-,-,-,Patydema,americanum,-,Lap.,- - - - Patydema americanum -,,,,,,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16161,,,1,,-,-,-,-,Phylithus,bifasciatus,-,Say,- - - - Phylithus bifasciatus -,Ill. [Illinois],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16162,,,1,,-,-,-,-,Pentaphyllus,pallidus,-,Lec.,- - - - Pentaphyllus pallidus -,C. Ill. [Central Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16163,,,5,,-,-,-,-,Boletocherus,bifurcus,-,Fab.,- - - - Boletocherus bifurcus -,"N. Ill. [Northern Illinois], Mo. [Missouri]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16164,,,7,,-,-,-,-,Boletophagus,corticola,-,Say,- - - - Boletophagus corticola -,"S. Ill. [Southern Illinois], N. Ill. [Northern Illinois]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16165,,,1,,-,-,-,-,Boletophagus,depressus,-,Rand.,- - - - Boletophagus depressus -,Col. [Colorado],,,Colorado,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16166,,,4,,-,-,-,-,Helops,micans,-,Fab.,- - - - Helops micans -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,,,,,
16167,,,1,,-,-,-,-,Helops,americanus,-,Beauv.,- - - - Helops americanus -,Ohio,,,Ohio,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16168,,,3,,-,-,-,-,Helops,venuslus,-,Say.,- - - - Helops venuslus -,C. Ill. [Central Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16169,,,1,,-,-,-,-,Helops,rugulosus,-,Lec.,- - - - Helops rugulosus -,"Col. [Colorado]-- note, original specimen label reads ""Cal"" for California; presume labels are correct. DR]",,,California,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16170,,,5,,-,-,-,-,Helops,gracilis,-,Blaud.,- - - - Helops gracilis -,N.J. [New Jersey] Pa. [Pennsylvania],,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16171,,,2,,-,-,-,-,Helops,edwardsii,-,Horn,- - - - Helops edwardsii -,Oregon,,,Oregon,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16172,,,3,,-,-,-,-,Helops,convexulus,-,Lec.,- - - - Helops convexulus -,N. Mex. [New Mexico],,,New Mexico,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16173,,,1,,-,-,-,-,Helops,aerens,-,Germ.,- - - - Helops aerens -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,,,,,
16174,,,2,,-,-,-,-,Helops,cisteloides,-,Germ.,- - - - Helops cisteloides -,"Ky. [Kentucky], Mo. [Missouri]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16175,,,4,,-,-,-,-,Helops,farctus,-,Lec.,- - - - Helops farctus -,Tex. [Texas],,,Texas,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16176,,,4,,-,-,-,-,Meracautha,contracta,-,Beauv.,- - - - Meracautha contracta -,"Pa. [Pennsylvania], Ioa. [Iowa], N. Ill. [Northern Illinois]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16177,,,3,,-,-,-,-,Strongylium,tenuicolli,-,Say,- - - - Strongylium tenuicolli -,"Tex. [Texas], N. Ill. [Northern Illinois]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16178,,,3,,-,-,-,-,Stenochides,cyanescens,-,Lec.,- - - - Stenochides cyanescens -,S. Cal. [Southern California],,,California,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16179,,,2,,-,-,-,-,Allecula,erythrocuensis,-,Germ.,- - - - Allecula erythrocuensis -,"Fla. [Florida], Mass. [Massachusetts]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16180,,,4,,-,-,-,-,Allecula,punctulata,-,Melsh,- - - - Allecula punctulata -,"C. Ill. [Central Illinois], N. Ill. [Northern Illinois]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16181,,,7,,-,-,-,-,Hymenorus,pilosus,-,Melsh,- - - - Hymenorus pilosus -,"S. Ill. [Southern Illinois], Ky. [Kentucky], Mic. [Michigan], N. Ill [Northern Illinois]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16182,,,1,,-,-,-,-,Hymenorus,obscurus,-,Say,- - - - Hymenorus obscurus -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,,,,,
16183,,,2,,-,-,-,-,Hymenorus,punctulatus,-,Lec.,- - - - Hymenorus punctulatus -,"Kans. [Kansas], Ill. [Illinois]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16184,,,1,,-,-,-,-,Hymenorus,niger,-,Melsh,- - - - Hymenorus niger -,L. Sup. [Lake Superior],,,,,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16185,,,5,,-,-,-,-,Hymenorus,communis,-,Lec.,- - - - Hymenorus communis -,"N. Ill. [Northern Illinois], Fla. [Florida], L. Sup. [Lake Superior]",,,,,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16186,,,1,,-,-,-,-,Hymenorus,confertus,-,Lec.,- - - - Hymenorus confertus -,Ariz. [Arizona],,,Arizona,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16187,,,4,,-,-,-,-,Cistela,brevis,-,Say,- - - - Cistela brevis -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16188,,,6,,-,-,-,-,Cistela,opaca,-,Lec.,- - - - Cistela opaca -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16189,,,7,,-,-,-,-,Cistela,variabilis,-,Horn,- - - - Cistela variabilis -,"N. Ill. [Northern Illinois], Tex. [Texas], Ky. [Kentucky]",,,,United States of America,,,Bolter & Sonne,MULTIPLE AGENTS - 2,(4) Bolter & (3) Sonne,Charles Sonne; Andrew Bolter,,,
16190,,,5,,-,-,-,-,Isomira,quadristriata,-,Coup.,- - - - Isomira quadristriata -,"N. Ill. [Northern Illinois], N.Y. [New York]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16191,,,2,,-,-,-,-,Isomira,velutina,-,Lec.,- - - - Isomira velutina -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,,,,,
16192,,,4,,-,-,-,-,Mycetochaves,tenuis,-,Lec.,- - - - Mycetochaves tenuis -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16193,,,3,,-,-,-,-,Chromatia,amoena,-,Say,- - - - Chromatia amoena -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16194,,,4,,-,-,-,-,Capnochroa,fuliginosa,-,Melsh,- - - - Capnochroa fuliginosa -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16195,,,5,,-,-,-,-,Androchirus,fuscipes,-,Melsh,- - - - Androchirus fuscipes -,N. Ill. [Northern Illinios],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16196,,,6,,-,-,-,-,Arthromaera,aenea,-,Say,- - - - Arthromaera aenea -,"Ky. [Kentucky], Col. [Colorado], Utah",,,,United States of America,,,Sonne & Bolter,Charles Sonne,(4) Sonne & (2) Bolter,Charles Sonne; Andrew Bolter,,,
16197,,,1,,-,-,-,-,Statira,gagatina,-,Melsh,- - - - Statira gagatina -,N.Y. [New York],,,New York,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16198,,,2,,-,-,-,-,Statira,subintida,-,Lec.,- - - - Statira subintida -,"Ky. [Kentucky], Pa. [Pennsylvania]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16199,,1278,1,Geology,Mineral,Sulphides,-,Zinc,Crushed Sulphide of Zinc Ore,-,-,,Mineral Sulphides - Zinc Crushed Sulphide of Zinc Ore - -,"Galena, Kansas",,,Kansas,United States of America,,,Mr. Luck,unknown,,,,,[red M by catalogue number]
16200,,1109,1,,-,-,-,-,Coturniculus,savannarum,australis,Maynard,#NAME?,Lincoln Park,,,Illinois,United States of America,female,adult,George H. Laflin,George H. Laflin,J. M. Woodruff,J. M. Woodruff,5-13-1895,1895-05-13,
16201,,1109,1,,-,-,-,-,Astragalinus,tristis,-,Linn,- - - - Astragalinus tristis -,"Lake Forest, Ills. [Illinois]",,,Illinois,United States of America,male,adult,George H. Laflin,George H. Laflin,J. M. Woodruff,J. M. Woodruff,7/12/1982,1882-07-12,
16202,,1227,1,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,Colorado,,,Colorado,United States of America,,,Mrs. Nicholas Senn,Mrs. Nicholas Senn,,,,,Agate [red M by catalogue number]
16203,,1227,1,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,Brazil,,,,Brazil,,,Mrs. Nicholas Senn,Mrs. Nicholas Senn,,,,,Banded Agate [red M by catalogue number]
16204,,1227,1,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,"Middle Park, Colorado",,,Colorado,United States of America,,,Mrs. Nicholas Senn,Mrs. Nicholas Senn,,,,,Clouded Agate [red M by catalogue number]
16205,,1227,1,,-,-,-,-,Galenite,-,-,,- - - - Galenite - -,"Tunnel, Colorado",,,Colorado,United States of America,,,Mrs. Nicholas Senn,Mrs. Nicholas Senn,,,,,[red M by catalogue number]
16206,,965,1,Geology,Mineral,Element,-,Gold,Gold ore,-,-,,Mineral Element - Gold Gold ore - -,"Little Animas Lode, Summit Dist. [District], Col. [Colorado]",,,Colorado,United States of America,,,John Wilkinson,John Wilkinson,,,,,[red M by catalogue number]
16207,,1928,1,,-,-,-,-,Bromyrite,-,-,,- - - - Bromyrite - -,Chili [Chile],,,,Chile,,,Mrs. Grace S. Bartlett,Grace S. Bartlett,,,,,For Berthierite sec 19857 [red M by catalogue number]
16208,,1227,2,,-,-,-,-,Proustite,-,-,,- - - - Proustite - -,Colorado,,,Colorado,United States of America,,,Mrs. Nicholas Senn,Mrs. Nicholas Senn,,,,,Ruby Silver vein in quartz [red M by catalogue number]
16209,,1928,1,,-,-,-,-,Chalcopyrite,-,-,,- - - - Chalcopyrite - -,"Dillenburg, Germany",,,Dillenburg,Germany,,,Mrs. Grace S. Bartlett,Grace S. Bartlett,,,,,Copper Pyrite crystals [red M by catalogue number]
16210,,1227,1,,-,-,-,-,Marcasite,-,-,,- - - - Marcasite - -,Arizona,,,Arizona,United States of America,,,Mrs. Nicholas Senn,Mrs. Nicholas Senn,,,,,[red M by catalogue number]
16211,,1227,1,,-,-,-,-,Copper,-,-,,- - - - Copper - -,Lake Superior,,,,,,,Mrs. Nicholas Senn,Mrs. Nicholas Senn,,,,,[red M by catalogue number]
16212,,1227,2,,-,-,-,-,Pyrite,-,-,,- - - - Pyrite - -,Colorado,,,Colorado,United States of America,,,Mrs. Nicholas Senn,Mrs. Nicholas Senn,,,,,
16213,,1227,1,,-,-,-,-,Dolomite,-,-,,- - - - Dolomite - -,"Middle Park, Colorado",,,Colorado,United States of America,,,Mrs. Nicholas Senn,Mrs. Nicholas Senn,,,,,[red M by catalogue number]
16214,,,1,,-,-,-,-,Orthis,missouriensis,-,Shumard,- - - - Orthis missouriensis -,"Channahon, Ill. [Illinois]",,,Illinois,United States of America,,,W.C. Egan,William C. Egan,,,,,
16215,,,1,,-,-,-,-,D.,pleuroplyx,-,Green,- - - - D. pleuroplyx -,"Schoharie, N.Y. [New York]",,,New York,United States of America,,,F.T. Cockerton,F. T. Cockerton,,,,,
16216,,,1,,-,-,-,-,E.,remipes,-,De Kay,- - - - E. remipes -,"Litchfield, N.Y. [New York]",,,New York,United States of America,,,F.T. Cockerton,F. T. Cockerton,,,,,"Exchange, Cephalon"
16217,,,1,,-,-,-,-,Euphonia,elegantissima,-,Bonap.,- - - - Euphonia elegantissima -,"San Jose, Cal. [California]",,,California,United States of America,male,,George H. Laflin,George H. Laflin,,,6-1892,1892-06,
16218,,,1,,-,-,-,-,Comirus,carolinensis,-,Linn.,- - - - Comirus carolinensis -,"Lake Marion, Fla. [Florida]",,,Florida,United States of America,male,,George H. Laflin,George H. Laflin,,,10/17/1992,1892-10-17,
16219,,1160,1,Entomology,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Chlorippe,celtis,-,Boisduval & LeConte,Arthropoda Insecta Lepidoptera Nymphalidae Chlorippe celtis -,Northern Illinois,,,Illinois,United States of America,female,adult,Andrew Bolter,Andrew Bolter,,,,,
16220,,,1,,-,-,-,-,S.,morthenanus,-,Schuchert,- - - - S. morthenanus -,"Jonesboro, Ill. [Illinois]",,,Illinois,United States of America,,,W.C. Egan,William C. Egan,,,,,
16221,,,7,,-,-,-,-,Bilobites,bilobus,-,Linn,- - - - Bilobites bilobus -,Albany N.Y. [New York],,,New York,United States of America,,,F.T. Cockerton,F. T. Cockerton,,,,,Exchange
16222,,,1,,-,-,-,-,P.,problematicum,-,Goldfuss,- - - - P. problematicum -,"Jonesboro, Ill. [Illinois]",,,Illinois,United States of America,,,W.C. Egan,William C. Egan,,,,,
16223,,1227,1,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,Arizona,,,Arizona,United States of America,,,Mrs. Nicholas Senn,Mrs. Nicholas Senn,,,,,Agate from petrified tree [red M by catalogue number]
