Catalog Number,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
16909,,,4,,-,-,-,-,Harpalus,laticeps,-,Lec.,- - - - Harpalus laticeps -,L. Sup. [Lake Superior],,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16910,,,5,,-,-,-,-,Harpalus,fraternus,-,Lec.,- - - - Harpalus fraternus -,"N. Ill. [Northern Illinois], L. Sup. [Lake Superior], Col. [Colorado], Ykn. [Yukon]",,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16911,,,2,,-,-,-,-,Harpalus,gravis,-,Lec.,- - - - Harpalus gravis -,Texas,,,Texas,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16912,,,1,,-,-,-,-,Selenophorus,fatuus,-,Lec.,- - - - Selenophorus fatuus -,La. [Louisiana],,,Louisiana,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16913,,,1,,-,-,-,-,Selenophorus,iripennis,-,Say,- - - - Selenophorus iripennis -,Mass. [Massachusetts],,,Massachusetts,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16914,,,1,,-,-,-,-,Selenophorus,gagatinus,-,Dej.,- - - - Selenophorus gagatinus -,Ill. [Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16915,,,3,,-,-,-,-,Selenophorus,pedicularius,-,Dej.,- - - - Selenophorus pedicularius -,Ill. [Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
16916,,,3,,-,-,-,-,Eristalis,aenus,-,Scop.,- - - - Eristalis aenus -,"N. Ill. [Northern Illinois], Chicago",,,Illinois,United States of America,,,Bolter & Exchange,Andrew Bolter,Bolter & Exchange,Andrew Bolter,,,
16917,,,2,,-,-,-,-,Helophilus,similis,-,Marq.,- - - - Helophilus similis -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16918,,,1,,-,-,-,-,Trophidia,quadrata,-,Say,- - - - Trophidia quadrata -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Exchange,,,,,,
16919,,,1,,-,-,-,-,Spilomyia,fusca,-,Leon.,- - - - Spilomyia fusca -,Wis. [Wisconsin],,,Wisconsin,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16920,,,1,,-,-,-,-,Physocephola,sagittarius,-,Say,- - - - Physocephola sagittarius -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Exchange,,,,,,
16921,,,5,,-,-,-,-,Tolmerus,notatus,-,Wied.,- - - - Tolmerus notatus -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16922,,,2,,-,-,-,-,Asilus,sericeus,-,Say,- - - - Asilus sericeus -,"N. Ill. [Northern Illinois], Chicago",,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16923,,,3,,-,-,-,-,Mydas,clavatus,-,Drury,- - - - Mydas clavatus -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16924,,,2,,-,-,-,-,Chrysophila,quadrata,-,Say,- - - - Chrysophila quadrata -,"N. Ill. [Northern Illinois], Ky. [Kentucky]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16925,,,4,,-,-,-,-,Chrysophila,ornata,-,Say,- - - - Chrysophila ornata -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16926,,,2,,-,-,-,-,[???],alternaus,-,Loew.,- - - - [???] alternaus -,"L. Sup. [Lake Superior], Minn. [Minnessota]",,,,,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16927,,,1,,-,-,-,-,Chlorops,sulphurea,-,Loew.,- - - - Chlorops sulphurea -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Exchange,,,,,,
16928,,,2,,-,-,-,-,Pyrgota,undata,-,Wied.,- - - - Pyrgota undata -,Texas,,,Texas,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16929,,,5,,-,-,-,-,Tritoxa,flexa,-,Wied.,- - - - Tritoxa flexa -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16930,,,4,,-,-,-,-,Straussia,longipennis,-,Wied.,- - - - Straussia longipennis -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16931,,,1,,-,-,-,-,Enaresta,festiva,-,Loew.,- - - - Enaresta festiva -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16932,,,1,,-,-,-,-,Lonchaea,rufitarsus,-,Macq.,- - - - Lonchaea rufitarsus -,,,,,,,,Exchange,,,,,,
16933,,,5,,-,-,-,-,Tetranocera,pictipes,-,Loew.,- - - - Tetranocera pictipes -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16934,,,2,,-,-,-,-,Tetranocera,pallida,-,Loew.,- - - - Tetranocera pallida -,"N. Ill. [Northern Illinois], Wis. [Wisconsin]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16935,,,2,,-,-,-,-,Tetranocera,plebeja,-,Loew.,- - - - Tetranocera plebeja -,"N. Ill. [Northern Illinois], Wis. [Wisconsin]",,,,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16936,,,2,,-,-,-,-,Tetranocera,plumosa,-,Loew.,- - - - Tetranocera plumosa -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Exchange,,,,,,
16937,,,1,,-,-,-,-,Sepedon,fuscipennis,-,Loew.,- - - - Sepedon fuscipennis -,,,,,,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16938,,,1,,-,-,-,-,Cynomyia [Cynoma],cadaverina,-,Desv.,- - - - Cynomyia [Cynoma] cadaverina -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16939,,,1,,-,-,-,-,Sarcophoga,-,-,,- - - - Sarcophoga - -,La. [Louisiana],,,Louisiana,United States of America,,,Exchange,,,,,,
16940,,,1,,-,-,-,-,Sarcophoga,-,-,,- - - - Sarcophoga - -,,,,,,,,Exchange,,,,,,
16941,,2693,1,,-,-,-,-,Enspongia,equina,cerebriformis,D. &. M.,#NAME?,"Between Tampa and Key West, Fla. [Florida]",,,Florida,United States of America,,,Edwin A. Woley,Edwin A. Woley,Edwin A. Woley,Edwin A. Woley,,,
16942,,,2,,-,-,-,-,Lucilia,regnia,-,Meig,- - - - Lucilia regnia -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Exchange,,,,,,
16943,,,1,,-,-,-,-,Acemyia,dentata,-,Coq.,- - - - Acemyia dentata -,La. [Louisiana],,,Louisana,United States of America,,,Exchange,,,,,,
16944,,,4,,-,-,-,-,Archytas,analis,-,Fab.,- - - - Archytas analis -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,A. Bolter & Exchange,Andrew Bolter,A. Bolter & Exchange,Andrew Bolter,,,
16945,,,1,,-,-,-,-,Gonia,capitata,-,De G.,- - - - Gonia capitata -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Exchange,,,,,,
16946,,,1,,-,-,-,-,Tachina,mella,-,Walk.,- - - - Tachina mella -,Chicago,Chicago,Cook,Illinois,United States of America,,,Exchange,,,,,,
16947,,,2,,-,-,-,-,Trichopoda,pennipes,-,Fab.,- - - - Trichopoda pennipes -,Texas,,,Texas,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16948,,,1,,-,-,-,-,Offersia,americana,-,Leach.,- - - - Offersia americana -,Chicago,Chicago,Cook,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
16949,,,2,,-,-,-,-,Offersia,pilimana,-,Loew.,- - - - Offersia pilimana -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Exchange,,,,,,
16950,,,2,,-,-,-,-,Coenomyia,pallida,-,Say,- - - - Coenomyia pallida -,N. Ill. [Northern Illinois],,,Illinois,United States of America,,,Exchange,,,,,,
16951,,355,6,Geology,Mineral,Igneous,-,Lava,Liparite,-,-,,Mineral Igneous - Lava Liparite - -,"Kilauea, Sandwich Is. [Islands]",,,Hawaii,United States of America,,,Gen. S.A. Holabird,S. A. Holabird,,,,,Pumiceous form [red M by catalogue number]
16952,,355,4,Geology,Mineral,Igneous,-,Lava,Liparite,-,-,,Mineral Igneous - Lava Liparite - -,"Kilauea, Sandwich Is. [Islands]",,,Hawaii,United States of America,,,Gen. S.A. Holabird,S. A. Holabird,,,,,Pumiceous form [red M by catalogue number]
16953,,355,4,Geology,Mineral,Igneous,-,Lava,Liparite,-,-,,Mineral Igneous - Lava Liparite - -,"Kilauea, Sandwich Is. [Islands]",,,Hawaii,United States of America,,,Gen. S.A. Holabird,S. A. Holabird,,,,,Pumiceous form [red M by catalogue number]
16954,,1297,2,Geology,Mineral,Igneous,-,Lava,Liparite,-,-,,Mineral Igneous - Lava Liparite - -,"Mauna Loa, Sandwich Is. [Islands]",,,Hawaii,United States of America,,,Dr. Howard N. Lyon,Howard N. Lyon,,,,,Pumiceous form [red M by catalogue number]
16955,,1334,1,Malacology,Mollusca,Gastropoda,-,Trochidae,Monodonta,articulata,-,Lamarck,Mollusca Gastropoda - Trochidae Monodonta articulata -,Trieste,Trieste,,,Italy,,,Dr. R.L. Rea,R. L. Rea,,,,,
16956,,1227,1,Geology,Mineral,Igneous,-,Lava,Liparite,-,-,,Mineral Igneous - Lava Liparite - -,"Mt. Shasta, California",,Siskiyou,California,United States of America,,,Mrs. Nichlas Senn.,Mrs. Nicholas Senn,,,,,Lava [red M by catalogue number]
16957,,291,1,Geology,Mineral,Rocks,-,Rocks,Tufa,-,-,,Mineral Rocks - Rocks Tufa - -,"Elgin, Illinois",Elgin,Kane,Illinois,United States of America,,,T. Jensen,T. Jensen,,,,,[red M by catalogue number]
16958,,1293,2,Geology,Mineral,Sedimentary,-,Conglomerate,Conglomerate,-,-,,Mineral Sedimentary - Conglomerate Conglomerate - -,"Jubilee, Peoria Co. [County], Ills. [Illinois]",Jubilee,Peoria,Illinois,United States of America,,,Virginius H. Chase,Virginius H. Chase,,,,,"From ledge on ""Lover's Leap"" [red M by catalogue number]"
16959,,1390,1,,-,-,-,-,Copper,-,-,,- - - - Copper - -,Lake Superior,,,,,,,Miss Deda Versema,Deda Versema,,,,,"With Calcite, Malachite and Eridote [red M by catalogue number]"
16960,,1390,1,,-,-,-,-,Sphalerite,-,-,,- - - - Sphalerite - -,Lake Superior,,,,,,,Miss Deda Versema,Deda Versema,,,,,Zinc Blende [red M by catalogue number]
16961,,1334,1,Malacology,Mollusca,Gastropoda,-,Annulariidae,Choanopoma,lincinum,-,Linne.,Mollusca Gastropoda - Annulariidae Choanopoma lincinum -,Jamaica,,,,Jamaica,,,Dr. R.L. Rea.,R. L. Rea,,,,,
16962,,298,1,,-,-,-,-,Quartz,-,-,,- - - - Quartz - -,"Kettle Point, Narr. Bay. [Narragansett Bay], R.I. [Rhode Island]",,,,United States of America,,,Frank. C. Baker,Frank Collins Baker,,,,,[red M by catalogue number]
16963,,3,1,,-,-,-,-,Barite,-,-,,- - - - Barite - -,Colorado,,,Colorado,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,[red M by catalogue number]
16964,,3,1,,-,-,-,-,Salt,-,-,,- - - - Salt - -,"Salt Lake, Utah",,,Utah,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,[red M by catalogue number]
16965,,3,1,,-,-,-,-,Gypsum,-,-,,- - - - Gypsum - -,Michigan,,,Michigan,United States of America,,,Mrs. E.E. Atwater,Elizabeth Emerson Atwater,,,,,Satin Spar [red M by catalogue number]
16966,,200,1,,-,-,-,-,Dendroica,coronata,-,Linn.,- - - - Dendroica coronata -,Illinois,,,Illinois,United States of America,female,adult,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,
16967,,422,1,,-,-,-,-,Asphaltum,-,-,,- - - - Asphaltum - -,Nova Scotia,,,Nova Scotia,Canada,,,"H. Haupt, Jr.",Herman Haupt,,,,,Albertite [red M by catalogue number]
16968,,1297,1,Geology,Mineral,Sedimentary,-,Limestone,Shell Limestone,-,-,,Mineral Sedimentary - Limestone Shell Limestone - -,"Anastasia Is. [Island], Florida",,,Florida,United States of America,,,Dr. Howard W. Lyon,Howard W. Lyon,,,,,Coquina
16969,,1297,1,Geology,Mineral,Sedimentary,-,Limestone,Shell Limestone,-,-,,Mineral Sedimentary - Limestone Shell Limestone - -,"Anastasia Is. [Island], Florida",,,Florida,United States of America,,,Dr. Howard W. Lyon,Howard W. Lyon,,,,,Coquina [red M by catalogue number]
16970,,355,1,Geology,Mineral,Igneous,-,Lava,Liparite,-,-,,Mineral Igneous - Lava Liparite - -,"Kilauea, Sandwich Is. [Islands]",,,Hawaii,United States of America,,,Gen. S.A. Holabird,S. A. Holabird,,,,,[red M by catalogue number]
16971,,1323,1,Geology,Mineral,Rock,-,Rocks,Breccia,-,-,,Mineral Rock - Rocks Breccia - -,"N. [Northern] Maryland, near Potomac R. [River]",,,Maryland,United States of America,,,Frank M. Woodruff,Frank M. Woodruff,,,,,[red M by catalogue number]
16972,,35,2,Malacology,Mollusca,Gastropoda,-,Buccinidae,Pisania,pusio,-,Linne.,Mollusca Gastropoda - Buccinidae Pisania pusio -,"Florida Keys, Florida",,,Florida,United States of America,,,Bost. Soc. Nat. History [Boston Society of Natural History],Boston Society of Natural History,,,,,
16973,,1318,4,Geology,Mineral,Element,-,Gold,Free Gold,-,-,,Mineral Element - Gold Free Gold - -,"Flint Creek, Montana",,Granite,Montana,United States of America,,,Capt. Otto Brolund,Otto Brolund,,,,,In Quartz [red M by catalogue number]
16974,,1318,3,Geology,Mineral,Element,-,Gold,Free Gold,-,-,,Mineral Element - Gold Free Gold - -,"Flint Creek, Montana",,Granite,Montana,United States of America,,,Capt. Otto Brolund,Otto Brolund,,,,,In Quartz [red M by catalogue number]
16975,,,1,,-,-,-,-,Asbestos,-,-,,- - - - Asbestos - -,,,,,,,,H.F. Watson Company,H. F. Watson Company,,,,,Moulded block covering
16976,,679,2,,-,-,-,-,Flourite,-,-,,- - - - Flourite - -,,,,,,,,Charles M. Higginson,Charles M. Higginson,,,,,Fluor Spar. [red M by catalogue number]
16977,,1510,2,Geology,Mineral,Sulphides,-,Pyrite,Iron Pyrites,-,-,,Mineral Sulphides - Pyrite Iron Pyrites - -,Colorado,,,Colorado,United States of America,,,Mrs. Nicholas Senn,Mrs. Nicholas Senn,,,,,Used in manufacture of sulphuric acid [red M by catalogue number]
16978,,1281,2,Geology,Mineral,Element,-,Sulphur,Native Sulphur,-,-,,Mineral Element - Sulphur Native Sulphur - -,Nevada,,,Nevada,United States of America,,,John H. Long,John H. Long,,,,,[red M by catalogue number]
16979,,,1,Geology,Mineral,Halides,-,Salt,Common Salt,-,-,,Mineral Halides - Salt Common Salt - -,,,,,,,,Purchased,,,,,,Prepared for economic use
16980,,,1,,-,-,-,-,Asbestos Fibre,-,-,,- - - - Asbestos Fibre - -,,,,,,,,H.F. Watson Company,H. F. Watson Company,,,,,
16981,,,1,,-,-,-,-,Asbestos Cement,-,-,,- - - - Asbestos Cement - -,,,,,,,,H.F. Watson Company,H. F. Watson Company,,,,,
16982,,693,1,,-,-,-,-,Muscovite,-,-,,- - - - Muscovite - -,"Chester Co. [County], Pennsylvania",,Chester,Pennsylvania,United States of America,,,Charles M. Higginson,Charles M. Higginson,,,,,[red M by catalogue number]
16983,,1318,1,Geology,Mineral,Element,-,Gold,Gold Ore,-,-,,Mineral Element - Gold Gold Ore - -,"Falger mines, near Deadwood, S.D. [South Dakota]",,,South Dakota,United States of America,,,Capt. Otto Brolund,Otto Brolund,,,,,No Free Gold in sight [red M by catalogue number]
16984,,1521,1,Geology,Mineral,Halides,-,Salt,Spizella,pusilla,-,Wilson,Mineral Halides - Salt Spizella pusilla -,"North Evanston, Ills.",Evanston,Cook,Illinois,United States of America,male,adult,F.S. Dayton,Francis S. Dayton,F.S. Dayton,Francis S. Dayton,10-4-19-898,1898-10,
16985,,206,1,,-,-,-,-,Junco,hyemalis,montanus,Ridg.,#NAME?,Wyoming,,,Wyoming,United States of America,male,adult,C.N. Holden,C. N. Holden,C.N. Holden,C. N. Holden,,,discarded
16986,,927,1,,-,-,-,-,Junco,hyemalis,-,Linn.,- - - - Junco hyemalis -,"Worth, Ills. [Illinois]",Worth,Cook,Illinois,United States of America,male,adult,F.M. Woodruff,Frank M. Woodruff,F.M. Woodruff,Frank M. Woodruff,9-18-1890,1890-09-18,
16987,,1109,1,,-,-,-,-,Spizella,pallida,-,Swanison,- - - - Spizella pallida -,"Steven's Point, Wis. [Wisconsin]",Steven's Point,Port,Wisconsin,United States of America,male,adult,George H. Haflin,George H. Haflin,,,11-27-1897,1897-11-27,
16988,,,1,Paleontology,Arthropoda,Trilobita,-,Olenidae,Neolenus,serratus,-,Romer,Arthropoda Trilobita - Olenidae Neolenus serratus -,"Field, Br. Columbia [British Columbia]",,,British Columbia,Canada,,,J.F. Porter,J. F. Porter,,,,,
16989,,,1,Paleontology,Arthropoda,Trilobita,-,Olenidae,Neolenus,serratus,-,Romer,Arthropoda Trilobita - Olenidae Neolenus serratus -,"Field, Br. Columbia [British Columbia]",,,British Columbia,Canada,,,J.F. Porter,J. F. Porter,,,,,Pygidium
16990,,,1,Paleontology,Arthropoda,Trilobita,-,Olenidae,Neolenus,serratus,-,Romer,Arthropoda Trilobita - Olenidae Neolenus serratus -,"Field, Br. Columbia [British Columbia]",,,British Columbia,Canada,,,J.F. Porter,J. F. Porter,,,,,Pygidium and thorax
16991,,,1,Paleontology,Arthropoda,Trilobita,-,Olenidae,Neolenus,serratus,-,Romer,Arthropoda Trilobita - Olenidae Neolenus serratus -,"Field, Br. Columbia [British Columbia]",,,British Columbia,Canada,,,J.F. Porter,J. F. Porter,,,,,Pygidium and thorax
16992,,,1,Paleontology,Problematica,Dinocardia,-,Anomalocaridae,Anomalocaris,canadensis,-,Whiteaves,Problematica Dinocardia - Anomalocaridae Anomalocaris canadensis -,"Field, Br. Columbia [British Columbia]",,,British Columbia,Canada,,,J.F. Porter,J. F. Porter,,,,,
16993,,,1,Paleontology,Problematica,Dinocardia,-,Anomalocaridae,Anomalocaris,canadensis,-,Whiteaves,Problematica Dinocardia - Anomalocaridae Anomalocaris canadensis -,"Field, Br. Columbia [British Columbia]",,,British Columbia,Canada,,,J.F. Porter,J. F. Porter,,,,,
16994,,,1,Paleontology,Arthropoda,Trilobita,-,Ogygopsidae,Ogygia,klotzi,-,Rominger,Arthropoda Trilobita - Ogygopsidae Ogygia klotzi -,"Field, Br. Columbia [British Columbia]",,,British Columbia,Canada,,,J.F. Porter,J. F. Porter,,,,,Pygidium
16995,,,1,Paleontology,Arthropoda,Trilobita,-,Ogygopsidae,Ogygia,klotzi,-,Rominger,Arthropoda Trilobita - Ogygopsidae Ogygia klotzi -,"Field, Br. Columbia [British Columbia]",,,British Columbia,Canada,,,J.F. Porter,J. F. Porter,,,,,
16996,,,1,Paleontology,Arthropoda,Trilobita,-,Ogygopsidae,Ogygia,klotzi,-,Rominger,Arthropoda Trilobita - Ogygopsidae Ogygia klotzi -,"Field, Br. Columbia [British Columbia]",,,British Columbia,Canada,,,J.F. Porter,J. F. Porter,,,,,
16997,,,1,Paleontology,Annelida,Polychaeta,-,Trace fossil,Arenicolites,woodi,-,Whitfield,Annelida Polychaeta - Trace fossil Arenicolites woodi -,"Devil's Lake, Wis. [Wisconsin]",,Sauk,Wisconsin,United States of America,,,W.C. Egan,William C. Egan,,,,,"with Pygium of D. minnesotensis, Owen [""minnesotensis, Owen"" written on line below in ledger book]"
16998,,,1,Paleontology,Arthropoda,Trilobita,Asaphida,-,Ptychoparia,miniscamsis,-,Owen,Arthropoda Trilobita Asaphida - Ptychoparia miniscamsis -,"Hokah, Minn. [Minnesota]",Hokah,Houston,Minnesota,United States of America,,,Frank C. Baker,Frank Collins Baker,,,,,
16999,,1474,1,Malacology,Mollusca,Gastropoda,-,Valloniidae,Vallonia,costata,-,MÃ¼ller,Mollusca Gastropoda - Valloniidae Vallonia costata -,"Old quarry, Gen. Riv. [Genesee River], Rochester, N.Y. [New York]",,Monroe,New York,United States of America,,,O. Everett,O. Everett,F.C. Baker,Frank Collins Baker,8/12/1999,1899-08-12,
17000,,,2,Paleontology,-,-,-,-,C.,halli,-,Nicholson,- - - - C. halli -,"Dixon, Ill. [Illinois]",Dixon,Lee,Illinois,United States of America,,,O. Everett,O. Everett,O. Everett,O. Everett,,,Galena Limestone
17001,,,,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
17002,,,,Paleontology,Brachiopoda,Articulata,Strophomenida,Strophomenidae,-,-,-,,Brachiopoda Articulata Strophomenida Strophomenidae - - -,,,,,,,,,,,,,,
17003,,,,Paleontology,Brachiopoda,Articulata,Strophomenida,Strophomenidae,-,-,-,,Brachiopoda Articulata Strophomenida Strophomenidae - - -,,,,,,,,,,,,,,
17004,,,,Paleontology,Arthropoda,Trilobita,Trace fossil,Trace fossil,-,-,-,,Arthropoda Trilobita Trace fossil Trace fossil - - -,,,,,,,,,,,,,,
17005,,1388,1,,-,-,-,-,Crystals of Quartz,-,-,,- - - - Crystals of Quartz - -,Lake Superior,,,,,,,Deda Noelle,Deda Noelle,,,,,[red M by catalogue number]
17006,,,,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
17007,,,,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
17008,,,,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
17009,,,,Paleontology,Arthropoda,Ostracoda,Leperditicopida,Leperditiidae,-,-,-,,Arthropoda Ostracoda Leperditicopida Leperditiidae - - -,,,,,,,,,,,,,,
17010,,,,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
17011,,,1,,-,-,-,-,Nerita,peloronta,-,,- - - - Nerita peloronta -,Cuba,,,,Cuba,,,Mrs. Buford Kennedy,Mrs. Buford Kennedy,,,,,
17012,,,1,,-,-,-,-,I.,americanus,-,Billings,- - - - I. americanus -,"Plano, Ill. [Illinois]",Plano,Kendall,Illinois,United States of America,,,W.C. Egan,William C. Egan,W.C. Egan,William C. Egan,,,Glabella
17013,,,5,,-,-,-,-,D.,testerdinaria,[emacerta],Dalman,- - - - D. testerdinaria [emacerta],"Bristol, Ill. [Illinois]",Bristol,Kendall,Illinois,United States of America,,,W.C. Egan,William C. Egan,W.C. Egan,William C. Egan,,,"var. emacerata, Hall"
17014,,,1,Paleontology,Mollusca,Cephalopoda,-,Oncoceratidae,Onoceras,-,-,,Mollusca Cephalopoda - Oncoceratidae Onoceras - -,"Dixon, Ill. [Illinois]",Dixon,Lee,Illinois,United States of America,,,W.C. Egan,William C. Egan,W.C. Egan,William C. Egan,,,
17015,,1400,3,Geology,Mineral,Element,-,Gold,Gold Ore,-,-,,Mineral Element - Gold Gold Ore - -,"Poney [sic] [Pony], Montana",Pony,Madison,Montana,United States of America,,,Mrs. Buford Kennedy,Mrs. Buford Kennedy,,,,,[red M by catalogue number]
17016,,1370,1,,-,-,-,-,Celestite,-,-,,- - - - Celestite - -,"Galena, Kansas",Galena,Cherokee,Kansas,United States of America,,,George S. Scott,George S. Scott,,,,,Exchange [red M by catalogue number]
17017,,,2,,-,-,-,-,T.,sulcatum,-,M. & D.,- - - - T. sulcatum -,"Cincinnati, Ohio",Cincinnati,Hamilton,Ohio,United States of America,,,W.C. Egan,William C. Egan,W.C. Egan,William C. Egan,,,
17018,,,1,,-,-,-,-,H.,gracilis,-,Nich.,- - - - H. gracilis -,Michigan,,,Michigan,United States of America,,,W.C. Egan,William C. Egan,W.C. Egan,William C. Egan,,,
17019,,,3,Paleontology,Brachiopoda,Articulata,-,Rhynchotrematidae,Rhynchotrema,inaequivalve,-,Cast.,Brachiopoda Articulata - Rhynchotrematidae Rhynchotrema inaequivalve -,"Paris, Ky. [Kentucky]",Paris,Bourbon,Kentucky,United States of America,,,W.C. Egan,William C. Egan,W.C. Egan,William C. Egan,,,
17020,,,4,,-,-,-,-,C.,alternata,-,James,- - - - C. alternata -,"Cincinnati, O. [Ohio]",Cincinnati,Hamilton,Ohio,United States of America,,,W.C. Egan,William C. Egan,W.C. Egan,William C. Egan,,,
17021,,,1,,-,-,-,-,C.,ohivensis,-,Nich.,- - - - C. ohivensis -,"Cincinnati, O. [Ohio]",Cincinnati,Hamilton,Ohio,United States of America,,,W.C. Egan,William C. Egan,W.C. Egan,William C. Egan,,,on Rafinesquina
17022,,,1,,-,-,-,-,A.,schafferi,-,Meek,- - - - A. schafferi -,"Cincinnati, O. [Ohio]",Cincinnati,Hamilton,Ohio,United States of America,,,W.C. Egan,William C. Egan,W.C. Egan,William C. Egan,,,
17023,,,1,,-,-,-,-,H.,gracilis,-,Nich.,- - - - H. gracilis -,"Cincinnati, O. [Ohio]",Cincinnati,Hamilton,Ohio,United States of America,,,W.C. Egan,William C. Egan,,,,,
17024,,1370,7,,-,-,-,-,Cassiterite,-,-,,- - - - Cassiterite - -,"Elk City, Colorado",,,,United States of America,,,George S. Scott,George S. Scott,,,,,"Exchange, specimen missing [noted in columns for Exchange Number and Collection Number]"
17025,,1370,1,,-,-,-,-,Stibnite,-,-,,- - - - Stibnite - -,"Mojave, California",Mojave,Kern,California,United States of America,,,George S. Scott,George S. Scott,,,,,Exchange
17026,,,1,,-,-,-,-,H.,scovillei,-,S.A. Miller,- - - - H. scovillei -,"Cincinnati, O. [Ohio]",Cincinnati,Hamilton,Ohio,United States of America,,,W.C. Egan,William C. Egan,W.C. Egan,William C. Egan,,,
17027,,,2,,-,-,-,-,Rafinesquina,alternata,[nasuta],Emmous,- - - - Rafinesquina alternata [nasuta],"Cin. [Cincinnati], Ohio",Cincinnati,Hamilton,Ohio,United States of America,,,W.C. Egan,William C. Egan,W.C. Egan,William C. Egan,,,var. nasuta Conrad
17028,,,3,,-,-,-,-,Rafinesquina,kingi,-,Whitfield,- - - - Rafinesquina kingi -,"Cin. [Cincinnati], Ohio",Cincinnati,Hamilton,Ohio,United States of America,,,W.S. Christopher,W. S. Christopher,W.S. Christopher,W. S. Christopher,,,
17029,,,1,,-,-,-,-,Hebertella,occidentalis,-,Hall,- - - - Hebertella occidentalis -,"Cin. [Cincinnati], Ohio",Cincinnati,Hamilton,Ohio,United States of America,,,W.C. Egan,William C. Egan,W.C. Egan,William C. Egan,,,
