Catalog Number,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
25132,428-438,2921,24,Malacology,-,-,-,-,Pachycheilus,atratus,-,P and H,- - - - Pachycheilus atratus -,"Tamosopo River, near Verastagu, at Natural Bridge, Mexico",,,,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,,,Topotypes
25133,426437,2921,29,Malacology,-,-,-,-,Pachycheilus,atratus,-,P and H,- - - - Pachycheilus atratus -,"Rill above Los Cainoas, Mexico",,,,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25134,433,2921,6,Malacology,-,-,-,-,Pachycheilus,atratus,-,P and H,- - - - Pachycheilus atratus -,"Below Natural Bridge, Tamposopo River, Mex.  [Mexico]",,,,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25135,423,2921,12,Malacology,-,-,-,-,Pachycheilus,atratus,suprastriatus,P. & H.,- - - - Pachycheilus atratus suprastriatus,"Rapids two miles west of Mexico, Mex.  [Mexico]",,,San Luis Potosi,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,,,Topotypes
25136,421,2921,47,Malacology,-,-,-,-,Pachycheilus,atratus,ganinus,P. & H.,- - - - Pachycheilus atratus ganinus,"Ganina 3 mil. S.W. of San Dieguito, Mex.  [Mexico]",,,San Luis Potosi,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,Topotypes
25137,430,2921,9,Malacology,-,-,-,-,Pachycheilus,humerosus,-,P. & H.,- - - - Pachycheilus humerosus -,"Tamosopo River, near Verastagu, above Natural Bridge, Mexico",,,San Luis Potosi,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,Topotypes
25138,434,2921,4,Malacology,-,-,-,-,Pachycheilus,humerosus,-,P. & H.,- - - - Pachycheilus humerosus -,"Tamosopo River, near Verastagu, below Natural Bridge, Mexico",,,San Luis Potosi,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25139,418,2921,13,Malacology,-,-,-,-,Pachycheilus,monachus,-,P. & H.,- - - - Pachycheilus monachus -,"Coy River, 3 mi. south of Los Palmas, Mex.  [Mexico]",,,San Luis Potosi,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25140,419,2921,43,Malacology,-,-,-,-,Pachycheilus,monachus,-,P. & H.,- - - - Pachycheilus monachus -,"Coy River, at mouth of cave, 3 mi. south of of Los Palmas, Mex.  [Mexico]",,,,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25141,406,2921,27,Malacology,-,-,-,-,Pachycheilus,vallesensis,-,Hinkley,- - - - Pachycheilus vallesensis -,"Moctezuma River, at the ford, San Luis, Potosi Co., Mexico",,Potosi County,,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25142,415,2921,46,Malacology,-,-,-,-,Pachycheilus,vallesensis,-,Hinkley,- - - - Pachycheilus vallesensis -,"Ranch of G.P. Willis, Valles River, Mex.  [Mexico]",,,,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25143,416,2921,37,Malacology,-,-,-,-,Pachycheilus,vallesensis,-,Hinkley,- - - - Pachycheilus vallesensis -,"Valles, Valles River, Mexico",,,,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25144,417,2921,21,Malacology,-,-,-,-,Pachycheilus,vallesensis,-,Hinkley,- - - - Pachycheilus vallesensis -,"Pujal, Pamico River, Mexico",,,San Luis Potosi,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25145,414,2921,28,Malacology,-,-,-,-,Pachycheilus,vallesensis,attenuatus,P. & H.,- - - - Pachycheilus vallesensis attenuatus,"Chaimai Creek, between Valles and Pujal, Mexico",,,,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,Topotypes
25146,405,2921,42,Malacology,-,-,-,-,Pachycheilus,suturalis,-,P. & H.,- - - - Pachycheilus suturalis -,Second rill on road through mountains to Moctezuma River  [Mexico],,,,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25147,413,2921,7,Malacology,-,-,-,-,Pachycheilus,suturalis,-,P. & H.,- - - - Pachycheilus suturalis -,"Creek near Tampamolon, Mexico",,,,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,Topotypes
25148,424,2921,16,Malacology,-,-,-,-,Pachycheilus,suturalis,-,P. & H.,- - - - Pachycheilus suturalis -,"Creek at Coxcantlan, Mexico",,,,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25149,403,2921,27,Malacology,-,-,-,-,Pachycheilus,pleurotoma,-,P. & H.,- - - - Pachycheilus pleurotoma -,"First rill on road to Moctezuma River, Mexico",,,,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,Topotypes
25150,410,2921,27,Malacology,-,-,-,-,Pachycheilus,pleurotoma,-,P. & H.,- - - - Pachycheilus pleurotoma -,"Creek near Tampamolon, Mexico",,,,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25151,411,2921,14,Malacology,-,-,-,-,Pachycheilus,pleurotoma,-,P. & H.,- - - - Pachycheilus pleurotoma -,"Rill on road to Coxcantlan, Mexico",,,,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25152,425,2921,18,Malacology,-,-,-,-,Pachycheilus,pleurotoma,-,P. & H.,- - - - Pachycheilus pleurotoma -,"Rill 5 or 6 mi. So. of Coxcantlan, Mexico",,,,Mexico,,"adult, juvenile",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25153,412,2921,3,Malacology,-,-,-,-,Pachycheilus,suturalis,-,P. & H.,- - - - Pachycheilus suturalis -,"Creek at Tampamolon, Mexico",,,,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25154,404,2921,20,Malacology,-,-,-,-,Pachycheilus,suturalis,-,P. & H.,- - - - Pachycheilus suturalis -,"First rill on road to Moctezuma River, Mex.  [Mexico]",,,,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25155,420,2921,34,Malacology,-,-,-,-,Pachycheilus,vallsensis,-,Hinkley,- - - - Pachycheilus vallsensis -,"Casas Viejas River, Mexico",,,San Luis Potosi,Mexico,,,Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25156,527,2921,12,Malacology,-,-,-,-,Lampsilis,strebeli,-,Lea,- - - - Lampsilis strebeli -,"Valles River, 2 mi above Mecos, at the head of the rapids  [Mexico]",,,,Mexico,"female, male","adult, young",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25157,505,2921,3,Malacology,-,-,-,-,Lampsilis,fimbricata [fimbriata],-,Frierson,- - - - Lampsilis fimbricata [fimbriata] -,"Valles River, at the ranch of Mr. Willis, between Valles & Pujal  [Mexico]",,,,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25158,513,2921,1,Malacology,-,-,-,-,Lampsilis,fimbricata [fimbriata],-,Frierson,- - - - Lampsilis fimbricata [fimbriata] -,"Casas Viejas River, San Luis Potosi Co., Mexico",,,San Luis Potosi,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25159,515,2921,5,Malacology,-,-,-,-,Lampsilis,fimbricata [fimbriata],-,Frierson,- - - - Lampsilis fimbricata [fimbriata] -,"Valles, Valles River, Mexico",,,,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25160,504,2921,5,Malacology,-,-,-,-,Lampsilis,discus,-,Lea,- - - - Lampsilis discus -,"Moctezuma River, just below the ford  [Mexico]",,,,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25161,512,2921,4,Malacology,-,-,-,-,Lampsilis [Cyrtonaias],tampicoensis,-,Lea,- - - - Lampsilis [Cyrtonaias] tampicoensis -,"Willis Ranch, between Valles and Pujal, Mex.  [Mexico]",,,,Mexico,"female, male","adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25162,507-511,2921,25,Malacology,-,-,-,-,Lampsilis,iridella,-,Pils. & Frierson,- - - - Lampsilis iridella -,"Willis Ranch, between Valles and Pujal, Mex.  [Mexico]",,,,Mexico,"female, male","adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25163,517-520,2921,20,Malacology,-,-,-,-,Lampsilis,iridella,-,Pils. & Frierson,- - - - Lampsilis iridella -,"Valles, Valles River  [Mexico]",,,,Mexico,"female, male","adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25164,514,2921,3,Malacology,-,-,-,-,Lampsilis,iridella,-,Pils. & Frierson,- - - - Lampsilis iridella -,Casas Viejas River  [Mexico],,,San Luis Potosi,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25165,531-533,2921,9,Malacology,-,-,-,-,Lampsilis,semirasa,-,P. & H.,- - - - Lampsilis semirasa -,"Ganina River, 3 mi. So. W. of San Dieguito  [Mexico]",,,,Mexico,"female, male","adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25166,535,2921,9,Malacology,-,-,-,-,Lampsilis,semirasa,-,P. & H.,- - - - Lampsilis semirasa -,"Ganina River, above mouth of the tributary.  [Mexico]",,,,Mexico,"female, male","adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25167,"528, 525",2921,10,Malacology,-,-,-,-,Lampsilis,semirasa,-,P. & H.,- - - - Lampsilis semirasa -,"2 mi. above Mecos in Valles, River.  [Mexico]",,,,Mexico,"female, male","adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25168,526,2921,7,Malacology,-,-,-,-,Lampsilis,popei,-,Lea,- - - - Lampsilis popei -,"2 mi. above Mecos in Valles, River.  [Mexico]",,,,Mexico,"female, male","adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25169,506,2921,7,Malacology,-,-,-,-,Lampsilis,popei,-,Lea,- - - - Lampsilis popei -,Willis Ranch between Valles and Pujal.  [Mexico],,,,Mexico,"female, male","adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25170,516,2921,20,Malacology,-,-,-,-,Lampsilis,popei,-,Lea,- - - - Lampsilis popei -,"Valles River, Valles  [Mexico]",,,,Mexico,"female, male","adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25171,"522, 529",2921,22,Malacology,-,-,-,-,Lampsilis,signata,-,P. & H.,- - - - Lampsilis signata -,"Valles River, near a small falls 3 mi below Valles.  [Mexico]",,,,Mexico,"female, male","adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25172,,null,null,,-,-,-,-,[Record blank in book],-,-,,- - - - [Record blank in book] - -,,,,,,,,,,,,,,
25173,524,2921,18,Malacology,-,-,-,-,Lampsilis,undivaga,-,P. & H.,- - - - Lampsilis undivaga -,"Valles River, 2 mi. above Mecos [Mexico]",,,,Mexico,"female, male","adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25174,523-521,2921,6,Malacology,-,-,-,-,Lampsilis,undivaga,-,P. & H.,- - - - Lampsilis undivaga -,"Valles River, Valles  [Mexico]",,,,Mexico,,juvenile,Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25175,502503,2921,4,Malacology,-,-,-,-,Lampsilis,coyensis,-,P. & H.,- - - - Lampsilis coyensis -,"Coy River, San Luis Potosi, Mexico",,,San Luis Potosi,Mexico,"female, male","adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25176,5.31E8,2921,22,Malacology,-,-,-,-,Lampsilis,metallica,ganina,P. & H.,- - - - Lampsilis metallica ganina,"Ganina River, 3 mi. S.W. of San Dieguito  [Mexico]",,,,Mexico,"female, male","adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25177,,3117,2,Malacology,-,-,-,-,Anodontoides,ferussacianus,-,Lea.,- - - - Anodontoides ferussacianus -,"Salt Fork and Spoon Rivers, St. Joe  [Illinois]",St. Joseph,Champaign,Illinois,United States of America,,"adult, immature",James Zetek,James Zetek,James Zetek,James Zetek,,,
25178,,3117,2,Malacology,-,-,-,-,Anodontoides,ferussacianus,-,Lea,- - - - Anodontoides ferussacianus -,"Urbana, Ills.  [Illinois]",Urbana,Champaign,Illinois,United States of America,,,James Zetek,James Zetek,James Zetek,James Zetek,,,
25179,,3024,1,Malacology,-,-,-,-,Alasmidonta,marginata,-,Say,- - - - Alasmidonta marginata -,"Kankakee River, Kouts, Ind.  [Indiana]",Kouts,Porter,Indiana,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,,,
25180,,3024,10,Malacology,-,-,-,-,Pleurocera,elevatum,-,Say,- - - - Pleurocera elevatum -,"Kankakee River, Kouts, Ind.  [Indiana]",Kouts,Porter,Indiana,United States of America,,"adult, young",Academy collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,,,
25181,,3029,7,Malacology,-,-,-,-,Goniobasis [Elimia],livescens,-,Menke,- - - - Goniobasis [Elimia] livescens -,"Onekama, Mich.  [Michigian]",Onekama,Manistee,Michigan,United States of America,,adult,E.E. Hand,E. E. Hand,E.E. Hand,E. E. Hand,,,
25182,,3029,6,Malacology,-,-,-,-,Campeloma,rufa,-,Hald.,- - - - Campeloma rufa -,"Onekama, Mich.  [Michigian]",Onekama,Manistee,Michigan,United States of America,,"adult, young",E.E. Hand,E. E. Hand,E.E. Hand,E. E. Hand,,,
25183,,3029,3,Malacology,-,-,-,-,Campeloma,milesi [decisum],-,Lea.,- - - - Campeloma milesi [decisum] -,"Onekama, Mich.  [Michigian]",Onekama,Manistee,Michigan,United States of America,,adult,E.E. Hand,E. E. Hand,E.E. Hand,E. E. Hand,,,
25184,,3056,5,Malacology,-,-,-,-,Siliqua,patula,-,Dixon,- - - - Siliqua patula -,"Gray's Harbor, Montesano, Wash.  [Washington]",Montesano,Grays Harbor,Washington,United States of America,,adult,S.W. Haptonstall,S. W. Haptonstall,S.W. Haptonstall,S. W. Haptonstall,,,
25185,,3056,4,Malacology,-,-,-,-,Cardium,corbis,-,Mort.,- - - - Cardium corbis -,"Gray's Harbor, Montesano, Wash.  [Washington]",Montesano,Grays Harbor,Washington,United States of America,,adult,S.W. Haptonstall,S. W. Haptonstall,S.W. Haptonstall,S. W. Haptonstall,,,
25186,,3056,4,Malacology,-,-,-,-,Mytilus,californianus,-,Conrad,- - - - Mytilus californianus -,"Gray's Harbor, Montesano, Wash.  [Washington]",Montesano,Grays Harbor,Washington,United States of America,,adult,S.W. Haptonstall,S. W. Haptonstall,S.W. Haptonstall,S. W. Haptonstall,,,
25187,,3056,4,Malacology,-,-,-,-,Mactra,catilliformis,-,Conrad,- - - - Mactra catilliformis -,"Gray's Harbor, Montesano, Wash.  [Washington]",Montesano,Grays Harbor,Washington,United States of America,,adult,S.W. Haptonstall,S. W. Haptonstall,S.W. Haptonstall,S. W. Haptonstall,,,
25188,,3056,5,Malacology,-,-,-,-,Echinarachnius,excentricus,-,Esch.,- - - - Echinarachnius excentricus -,"Gray's Harbor, Montesano, Wash.  [Washington]",Montesano,Grays Harbor,Washington,United States of America,,"adult, young",S.W. Haptonstall,S. W. Haptonstall,S.W. Haptonstall,S. W. Haptonstall,,,
25189,,3056,2,Malacology,-,-,-,-,Asterias,ochracea,-,Brandt,- - - - Asterias ochracea -,"Gray's Harbor, Montesano, Wash.  [Washington]",Montesano,Grays Harbor,Washington,United States of America,,adult,S.W. Haptonstall,S. W. Haptonstall,S.W. Haptonstall,S. W. Haptonstall,,,
25190,,3053,1,Malacology,-,-,-,-,Paphia,staminea,-,Conrad,- - - - Paphia staminea -,"Newport, near Yaquima Bay, Oreg.  [Oregon]",Newport,Lincoln,Oregon,United States of America,,adult,D.N. Bayerlee,D. N. Bayerlee,Collected by son of D.N. Bayerlee,son of D.N. Bayerlee,,,
25191,,3053,3,Malacology,-,-,-,-,Penitella,penita,-,Conrad,- - - - Penitella penita -,"Newport, near Yaquima Bay, Oreg.  [Oregon]",Newport,Lincoln,Oregon,United States of America,,adult,D.N. Bayerlee,D. N. Bayerlee,Collected by son of D.N. Bayerlee,son of D.N. Bayerlee,,,
25192,,3053,1,Malacology,-,-,-,-,Fissuridea,aspera,-,Esch.,- - - - Fissuridea aspera -,"Newport, near Yaquima Bay, Oreg.  [Oregon]",Newport,Lincoln,Oregon,United States of America,,adult,D.N. Bayerlee,D. N. Bayerlee,Collected by son of D.N. Bayerlee,son of D.N. Bayerlee,,,
25193,,3049,8,Malacology,-,-,-,-,Echinarachnius,excentricus,-,Esch.,- - - - Echinarachnius excentricus -,"Between San Diego and Los Angeles, Cal.  [California]",,,California,United States of America,,"adult, young",Mrs. Iner W. Johnson,Mrs. Iner W. Johnson,Mrs. Iner W. Johnson,Mrs. Iner W. Johnson,,,
25194,,3049,1,Malacology,-,-,-,-,Asterias,ochracea,-,Brandt,- - - - Asterias ochracea -,"Between San Diego and Los Angeles, Cal.  [California]",,,California,United States of America,,immature,Mrs. Iner W. Johnson,Mrs. Iner W. Johnson,Mrs. Iner W. Johnson,Mrs. Iner W. Johnson,,,
25195,,3049,2,Malacology,-,-,-,-,-,-,-,,- - - - - - -,"Between San Diego and Los Angeles, Cal.  [California]",,,California,United States of America,,young,Mrs. Iner W. Johnson,Mrs. Iner W. Johnson,Mrs. Iner W. Johnson,Mrs. Iner W. Johnson,,,
25196,,2333,2,Malacology,-,-,-,-,Musculium,-,-,,- - - - Musculium - -,"Irondequoit Bay, south of Glen Haven, N.Y.  [New York]",,Monroe,New York,United States of America,,,Academy collecting,Chicago Academy of Sciences,Frank C. Baker,Frank Collins Baker,1906-06-21T00:00:00Z,1906-06-21,
25197,,2333,18,Malacology,-,-,-,-,Musculium,-,-,,- - - - Musculium - -,"Irondequoit Bay, south of Glen Haven, N.Y.  [New York]",,Monroe,New York,United States of America,,,Academy collecting,Chicago Academy of Sciences,Frank C. Baker,Frank Collins Baker,1906-06-21T00:00:00Z,1906-06-21,
25198,,2333,1,Malacology,-,-,-,-,Musculium,-,-,,- - - - Musculium - -,"Irondequoit Bay, south of Glen Haven, N.Y.  [New York]",,Monroe,New York,United States of America,,,Academy collecting,Chicago Academy of Sciences,Frank C. Baker,Frank Collins Baker,1906-06-21T00:00:00Z,1906-06-21,
25199,,2333,7,Malacology,-,-,-,-,Valvata,tricarinata,-,Say,- - - - Valvata tricarinata -,"Irondequoit Bay, south of Glen Haven, N.Y.  [New York]",,Monroe,New York,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,Frank C. Baker,Frank Collins Baker,1906-06-21T00:00:00Z,1906-06-21,
25200,,2333,3,Malacology,-,-,-,-,Amnicola,-,-,,- - - - Amnicola - -,"Irondequoit Bay, south of Glen Haven, N.Y.  [New York]",,Monroe,New York,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,Frank C. Baker,Frank Collins Baker,1906-06-21T00:00:00Z,1906-06-21,
25201,,2333,2,Malacology,-,-,-,-,Amnicola,-,-,,- - - - Amnicola - -,"Irondequoit Bay, south of Glen Haven, N.Y.  [New York]",,Monroe,New York,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,1906-06-21T00:00:00Z,1906-06-21,
25202,,2333,13,Malacology,-,-,-,-,Amnicola [Probythinella],emarginata,-,KÃ¼ster,- - - - Amnicola [Probythinella] emarginata -,"Irondequoit Bay, south of Glen Haven, N.Y.  [New York]",,Monroe,New York,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,1906-06-21T00:00:00Z,1906-06-21,
25203,,2333,4,Malacology,-,-,-,-,Amnicola [Marstonia],lustrica,-,Pilsbry,- - - - Amnicola [Marstonia] lustrica -,"Irondequoit Bay, south of Glen Haven, N.Y.  [New York]",,Monroe,New York,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,1906-06-21T00:00:00Z,1906-06-21,
25204,,2333,430,Malacology,-,-,-,-,Amnicola,-,-,,- - - - Amnicola - -,"Irondequoit Bay, south of Glen Haven, N.Y.  [New York]",,Monroe,New York,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,1906-06-21T00:00:00Z,1906-06-21,
25205,,2333,15,Malacology,-,-,-,-,Amnicola,-,-,,- - - - Amnicola - -,"Irondequoit Bay, south of Glen Haven, N.Y.  [New York]",,Monroe,New York,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,1906-06-21T00:00:00Z,1906-06-21,
25206,,2954,10,Malacology,-,-,-,-,Cochlicopa,lubrica,-,Muller,- - - - Cochlicopa lubrica -,"swampy portion of brook in Cobat Park, Newton, Mass.  [Massachusetts]",Newton,Middlesex,Massachusetts,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,2017-05-09T00:00:00Z,1917-05-09,
25207,,2955,1,Malacology,-,-,-,-,Musculium,-,-,,- - - - Musculium - -,"Dedham Road near Neponset, Mass. In ditch beside R.R.  [Massachusetts]",,,Massachusetts,United States of America,,"adult, young",Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,2017-05-09T00:00:00Z,1917-05-09,
25208,,3042,20,Malacology,-,-,-,-,Quadrula,pustulosa,-,Lea.,- - - - Quadrula pustulosa -,"1402 ft. N. Foster Ave.  [Chicago, Illinois]",Chicago,Cook,Illinois,United States of America,,"adult, juvenile",Natural History Survey,Natural History Survey,F.C. Baker,Frank Collins Baker,,,"Stratum VIII; Station IX; Post-glacial fossils. North Shore Channel, from Bowmanville (Foster Ave.) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911."
25209,,3042,7,Malacology,-,-,-,-,Quadrula [Amblema],plicata,-,Say,- - - - Quadrula [Amblema] plicata -,"1402 ft. N. Foster Ave.  [Chicago, Illinois]",Chicago,Cook,Illinois,United States of America,,adult,Natural History Survey,Natural History Survey,F.C. Baker,Frank Collins Baker,,,"Stratum VIII; Station IX; Post-glacial fossils. North Shore Channel, from Bowmanville (Foster Ave.) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911."
25210,,3042,4,Malacology,-,-,-,-,Rotundaria [Quadrula],tuberculata [verrucosa],-,Raf.,- - - - Rotundaria [Quadrula] tuberculata [verrucosa] -,"1402 ft. N. Foster Ave.  [Chicago, Illinois]",Chicago,Cook,Illinois,United States of America,,adult,Natural History Survey,Natural History Survey,F.C. Baker,Frank Collins Baker,,,"Stratum VIII; Station IX; Post-glacial fossils. North Shore Channel, from Bowmanville (Foster Ave.) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911."
25211,,3042,1,Malacology,-,-,-,-,Pleurobema,coccinea,chicagoensis,Baker,- - - - Pleurobema coccinea chicagoensis,"1402 ft. N. Foster Ave.  [Chicago, Illinois]",Chicago,Cook,Illinois,United States of America,,adult,Natural History Survey,Natural History Survey,F.C. Baker,Frank Collins Baker,,,"Stratum VIII; Station IX; Post-glacial fossils. North Shore Channel, from Bowmanville (Foster Ave.) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911."
25212,,3042,1,Malacology,-,-,-,-,Quadrula [Amblema],undulata [undata],-,Barnes,- - - - Quadrula [Amblema] undulata [undata] -,"1402 ft. N. Foster Ave.  [Chicago, Illinois]",Chicago,Cook,Illinois,United States of America,,adult,Natural History Survey,Natural History Survey,F.C. Baker,Frank Collins Baker,,,"Stratum VIII; Station IX; Post-glacial fossils. North Shore Channel, from Bowmanville (Foster Ave.) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911."
