COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
273,ekrimmel,2017.10.12004,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,IV.9.05,1905-04-09,1905-04-09,"North America, United States, Illinois, Cook County","Chicago, Glendon Park",Glendon Park,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
274,ekrimmel,2017.10.12005,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,IV.9.05,1905-04-09,1905-04-09,"North America, United States, Illinois, Cook County","Chicago, Glendon Park",Glendon Park,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
275,ekrimmel,2017.10.12006,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,IV.9.05,1905-04-09,1905-04-09,"North America, United States, Illinois, Cook County","Chicago, Glendon Park",Glendon Park,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
276,ekrimmel,2017.14.2353,163,original identifier,self,[CHAS:Mamm]2017.14,Camponotus herculeanus,legacy,unknown,,Ant.,"Sept. 15, 26",1926-09-15,1926-09-15,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Poor. Missing abdomen.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
277,ekrimmel,2017.14.2354,164,original identifier,self,[CHAS:Mamm]2017.14,Camponotus herculeanus,legacy,unknown,,Ant.,July 1 27,1927-07-01,1927-07-01,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Poor. Missing abdomen.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
278,ekrimmel,2017.10.12007,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,VI-12-04,1904-06-12,1904-06-12,"North America, United States, Indiana, Lake County",Clarke Junction,Clarke,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
279,ekrimmel,2017.10.12008,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,VI-4-05,1905-06-04,1905-06-04,"North America, United States, Indiana, Porter County",Pine,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Poor. Only thorax and wings remain.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
280,ekrimmel,2017.10.12009,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,III.26.05,1905-03-26,1905-03-26,"North America, United States, Indiana, Lake County","Hammond, Hessville, Wolf Lake",Wolf Lake,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
281,ekrimmel,2017.10.12010,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,III.26.05,1905-03-26,1905-03-26,"North America, United States, Indiana, Lake County","Hammond, Hessville, Wolf Lake",Wolf Lake,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
282,ekrimmel,2017.10.12011,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,III.26.05,1905-03-26,1905-03-26,"North America, United States, Indiana, Lake County","Hammond, Hessville, Wolf Lake",Wolf Lake,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
283,ekrimmel,2017.10.12012,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,III.26.05,1905-03-26,1905-03-26,"North America, United States, Indiana, Lake County","Hammond, Hessville, Wolf Lake",Wolf Lake,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
284,ekrimmel,2017.10.12013,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,III.26.05,1905-03-26,1905-03-26,"North America, United States, Indiana, Lake County","Hammond, Hessville, Wolf Lake",Wolf Lake,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
285,ekrimmel,2017.10.12014,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,III.26.05,1905-03-26,1905-03-26,"North America, United States, Indiana, Lake County","Hammond, Hessville, Wolf Lake",Wolf Lake,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
286,ekrimmel,2017.10.12015,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,22.IX.1936,1936-09-22,1936-09-22,"North America, United States, Wisconsin, Rock County","Edgerton, Lake Koshkonong",Lake Koshkonong,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
287,ekrimmel,2017.10.12016,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,7/8/1897,1897-07-08,1897-07-08,no higher geography recorded,no specific locality recorded,[no locality recorded],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. EXHIBIT AND LOAN HISTORY: L2012.15, Insects an Enormous Diversity exhibit.  DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-28). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
288,ekrimmel,2017.10.12017,4,original identifier,self,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,[no date recorded],1800,2018-01-22,no higher geography recorded,no specific locality recorded,[no locality recorded],Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. EXHIBIT AND LOAN HISTORY: L2012.15, Insects an Enormous Diversity exhibit.  DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-28). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
289,ekrimmel,2017.10.12018,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,[no date recorded],1800,2018-01-22,no higher geography recorded,no specific locality recorded,[no locality recorded],Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-28). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Poor.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
290,ekrimmel,2017.10.12019,,,,[CHAS:Mamm]2017.10,Camponotus herculeanus,legacy,unknown,,Ant.,[no date recorded],1800,2018-01-22,no higher geography recorded,no specific locality recorded,[no locality recorded],Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Poor. Missing left middle leg and both rear legs.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
291,ekrimmel,1998.2.19,,,,[CHAS:Mamm]1998.2,Camponotus pennsylvanicus,legacy,Paul Francuch,2017,Black Carpenter Ant.,"""19 April 1998""`",1998-04-19,1998-04-19,"North America, United States, Wisconsin, Richland County","Lower WI River PHG, 2 mi W of Lone Rock","Wisconsin: Richland Co., Lower WI Riv PHG 2 mi West Lone Rock",Michael Portala,2017-02-25,unverified,,,,Scott J. Wenthe,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Paul Francuch (2016-04-12). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair. Legs drawn inward.,1,in collection,,verbatim collector,Scott J. Wenthe,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,Off bark of mountain ash.,accepted place of collection
292,ekrimmel,2017.10.12020,,,,[CHAS:Mamm]2017.10,Camponotus herculaneus {Camponotus herculaneus pennsylvanicus},legacy,unknown,,Ant.,Thu May 19 00:00:00 CDT 1932,1932-05-19,1932-05-19,no higher geography recorded,no specific locality recorded,[no locality recorded],Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-27). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
293,ekrimmel,2017.10.12021,,,,[CHAS:Mamm]2017.10,Formica sp.,legacy,unknown,,Ant.,Sun Apr 09 00:00:00 CST 1905,1905-04-09,1905-04-09,"North America, United States, Illinois, Cook County","Chicago, Glendon Park",Glendon Park,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-28). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
294,ekrimmel,2017.10.12022,,,,[CHAS:Mamm]2017.10,Formica sp.,legacy,unknown,,Ant.,Sun Apr 09 00:00:00 CST 1905,1905-04-09,1905-04-09,"North America, United States, Illinois, Cook County","Chicago, Glendon Park",Glendon Park,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-28). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
295,ekrimmel,2017.14.2355,200,original identifier,self,[CHAS:Mamm]2017.14,Formica sp.,legacy,unknown,,Ant.,June 19 30,1930-06-19,1930-06-19,"North America, United States, Illinois, Cook County","Chicago, Caldwell Woods Forest Preserve",Caldwell Reserve,Michael Portala,2017-02-25,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
296,ekrimmel,2017.14.2356,201,original identifier,self,[CHAS:Mamm]2017.14,Formica sp.,legacy,unknown,,Ant.,June 19 30,1930-06-19,1930-06-19,"North America, United States, Illinois, Cook County","Chicago, Caldwell Woods Forest Preserve",Caldwell Reserve,Michael Portala,2017-02-25,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-02-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
297,ekrimmel,2017.10.12023,,,,[CHAS:Mamm]2017.10,Formica sp.,legacy,unknown,,Ant.,Sun Sep 25 00:00:00 CST 1904,1904-09-25,1904-09-25,"North America, United States, Indiana, Lake County","Hammond, Hessville",Hessville,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-18). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
298,ekrimmel,2017.10.12024,,,,[CHAS:Mamm]2017.10,Formica sp.,legacy,unknown,,Ant.,Sun Apr 16 00:00:00 CST 1905,1905-04-16,1905-04-16,"North America, United States, Indiana",Osborne,Osborne,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-28). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
299,ekrimmel,2017.10.12025,,,,[CHAS:Mamm]2017.10,Formica sp.,legacy,unknown,,Ant.,Sun Aug 06 00:00:00 CST 1905,1905-08-06,1905-08-06,"North America, United States, Indiana, Porter County",Pine,Pine,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-28). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair. Some legs missing.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
300,ekrimmel,1945.4976.666,,,,[CHAS:Mamm]4976,Formica sp.,legacy,unknown,,Ant.,11/16/1894,1894-11-16,1894-11-16,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,F. M. Needham,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,F.M. Needham,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
301,ekrimmel,1945.4976.667,,,,[CHAS:Mamm]4976,Formica sp.,legacy,unknown,,Ant.,[no date recorded],1800,2018-01-22,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
302,ekrimmel,2017.10.12026,151,original identifier,self,[CHAS:Mamm]2017.10,Lasius niger,legacy,W. N. Mann,,Ant.,[no date recorded],1800,2018-01-22,no higher geography recorded,no specific locality recorded,[no locality recorded],Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-28). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Poor. Specimen barely present.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
303,ekrimmel,2017.10.12027,151,original identifier,self,[CHAS:Mamm]2017.10,Myrmica scabrinodis,legacy,W. N. Mann,,Ant.,1926,1926-01-01,1926-12-31,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-27). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
304,ekrimmel,1998.2.23,,,,[CHAS:Mamm]1998.2,Formicidae,legacy,unknown,,Ant.,"""27 April 1998""",1998-04-27,1998-04-27,"North America, United States, Wisconsin, Dane County","Madison, University of Wisconsin campus","Wisconsin: Dane Co., Madison, UW Campus",Michael Portala,2017-02-25,unverified,,,,Scott J. Wenthe,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Paul Francuch (2016-04-12). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Poor. Specimen appears to have mold growing on head.,1,in collection,,verbatim collector,Scott J. Wenthe,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,Climbing on maple tree.,accepted place of collection
305,ekrimmel,2017.10.12028,,,,[CHAS:Mamm]2017.10,Formicinae,legacy,unknown,,Ant.,Sun May 08 00:00:00 CST 1904,1904-05-08,1904-05-08,"North America, United States, Illinois, Cook County",Palos Park,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-28). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
306,ekrimmel,2017.10.12029,,,,[CHAS:Mamm]2017.10,Formicinae,legacy,unknown,,Ant.,Sun May 08 00:00:00 CST 1904,1904-05-08,1904-05-08,"North America, United States, Illinois, Cook County",Palos Park,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-28). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
307,ekrimmel,2017.10.12030,,,,[CHAS:Mamm]2017.10,Formicinae,legacy,unknown,,Ant.,Sun May 15 00:00:00 CST 1904,1904-05-15,1904-05-15,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-28). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Poor.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
308,ekrimmel,2017.10.12031,,,,[CHAS:Mamm]2017.10,Formicinae,legacy,unknown,,Ant.,Sun Sep 25 00:00:00 CST 1904,1904-09-25,1904-09-25,"North America, United States, Indiana, Lake County","Hammond, Hessville",Hessville,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-28). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
