COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
1089,ekrimmel,2017.14.2472,52,original identifier,self,[CHAS:Mamm]2017.14,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,Oct 7 28,1928-10-07,1928-10-07,"North America, United States, Pennsylvania, Butler County",Slippery Rock,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-05-20). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1090,ekrimmel,2017.10.12404,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-18). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1091,ekrimmel,2017.10.12405,,,,[CHAS:Mamm]2017.10,Polistes metricus,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, Illinois",northern Illinois,Northern Illinois,Michael Portala,2017-05-20,unverified,,,,W. E. Longley,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. EXHIBIT AND LOAN HISTORY: L2012.15, Insects an Enormous Diversity exhibit.  DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,W.E. Longley,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1092,ekrimmel,2017.14.2473,49,original identifier,self,[CHAS:Mamm]2017.14,Polistes metricus,legacy,unknown,,Yellowjacket Wasp.,Oct 7 28,1928-10-07,1928-10-07,"North America, United States, Pennsylvania, Butler County",Slippery Rock,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-05-20). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1093,ekrimmel,2017.10.12406,,,,[CHAS:Mamm]2017.10,Polistes metricus,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,no higher geography recorded,no specific locality recorded,[no locality recorded],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-18). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Poor. Missing head.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1094,ekrimmel,1945.4976.874,,,,[CHAS:Mamm]4976,Polistes sp.,legacy,unknown,,Yellowjacket Wasp.,7/14/1895,1895-07-14,1895-07-14,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,F. M. Needham,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Poor. Missing head.,1,in collection,,verbatim collector,F.M. Needham,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1095,ekrimmel,1904.2030.594,,,,[CHAS:Mamm]2030,Polistes sp.,legacy,unknown,,Yellowjacket Wasp.,7:13-1904,1904-07-13,1904-07-13,"North America, United States, Iowa, Clayton County",McGregor,"McGregor, Iowa",Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Not entirely certain these specimens all belong to ACCN 2030. EXHIBIT AND LOAN HISTORY: L2012.15, Insects an Enormous Diversity exhibit.  DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-24). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Poor. Missing head and both front legs.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1096,ekrimmel,1904.2030.595,,,,[CHAS:Mamm]2030,Polistes sp.,legacy,unknown,,Yellowjacket Wasp.,7:13-1904,1904-07-13,1904-07-13,"North America, United States, Iowa, Clayton County",McGregor,"McGregor, Iowa",Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Not entirely certain these specimens all belong to ACCN 2030. EXHIBIT AND LOAN HISTORY: L2012.15, Insects an Enormous Diversity exhibit.  DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-24). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Poor. Missing head and all or parts of all but 2 rearmost right legs.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1097,ekrimmel,1904.2030.596,,,,[CHAS:Mamm]2030,Polistes sp.,legacy,unknown,,Yellowjacket Wasp.,7:13-1904,1904-07-13,1904-07-13,"North America, United States, Iowa, Clayton County",McGregor,"McGregor, Iowa",Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Not entirely certain these specimens all belong to ACCN 2030. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-18). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1098,ekrimmel,1904.2030.597,,,,[CHAS:Mamm]2030,Polistes sp.,legacy,unknown,,Yellowjacket Wasp.,7:13-1904,1904-07-13,1904-07-13,"North America, United States, Iowa, Clayton County",McGregor,"McGregor, Iowa",Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Not entirely certain these specimens all belong to ACCN 2030. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1099,ekrimmel,1904.2030.598,,,,[CHAS:Mamm]2030,Polistes sp.,legacy,unknown,,Yellowjacket Wasp.,7:13-1904,1904-07-13,1904-07-13,"North America, United States, Iowa, Clayton County",McGregor,"McGregor, Iowa",Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Not entirely certain these specimens all belong to ACCN 2030. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1100,ekrimmel,1904.2030.599,,,,[CHAS:Mamm]2030,Polistes sp.,legacy,unknown,,Yellowjacket Wasp.,7:13-1904,1904-07-13,1904-07-13,"North America, United States, Iowa, Clayton County",McGregor,"McGregor, Iowa",Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Not entirely certain these specimens all belong to ACCN 2030. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1101,ekrimmel,1998.2.18,,,,[CHAS:Mamm]1998.2,Polistes sp.,legacy,unknown,,Yellowjacket Wasp.,"""04 April 1998""",1998-04-04,1998-04-04,"North America, United States, Wisconsin, Dane County","Madison, University of Wisconsin Arboretum","WISCONSIN: Dane Co., Madison: UW Arboretum",Michael Portala,2017-02-25,unverified,,,,Scott J. Wenthe,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Paul Francuch (2016-04-05). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Good. Legs drawn inward.,1,in collection,,verbatim collector,Scott J. Wenthe,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,On windowsill.,accepted place of collection
1102,ekrimmel,1990.1.105,,,,[CHAS:Mamm]1990.1,Pseudodynerus quadrisectus,legacy,unknown,,Yellowjacket Wasp.,Sun Sep 03 00:00:00 CDT 1989,1989-09-03,1989-09-03,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",Jackson Park,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-24). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1103,ekrimmel,2017.10.12407,,,,[CHAS:Mamm]2017.10,Pseudodynerus quadrisectus,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. EXHIBIT AND LOAN HISTORY: L2012.15, Insects an Enormous Diversity exhibit.  DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-24). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1104,ekrimmel,1945.4976.875,,,,[CHAS:Mamm]4976,Stenodynerus fundatiformis,legacy,unknown,,Yellowjacket Wasp.,7/8/1894,1894-07-08,1894-07-08,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,F. M. Needham,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,F.M. Needham,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1105,ekrimmel,2017.10.12408,,,,[CHAS:Mamm]2017.10,Stenodynerus sp.,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, New Mexico, San Miguel County",Las Vegas,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-24). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1106,ekrimmel,2017.10.12409,,,,[CHAS:Mamm]2017.10,Vespula {Vespula arenaria},legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, Illinois",northern Illinois,Northern Illinois,Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-18). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,female,unknown,2018-01-22,,,,,,accepted place of collection
1107,ekrimmel,2017.10.12410,,,,[CHAS:Mamm]2017.10,Vespula {Vespula arenaria},legacy,unknown,,Yellowjacket Wasp.,Sun Sep 25 00:00:00 CST 1904,1904-09-25,1904-09-25,"North America, United States, Indiana, Lake County","Hammond, Hessville",Hessville,Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1108,ekrimmel,2017.10.12411,,,,[CHAS:Mamm]2017.10,Vespula {Vespula arenaria},legacy,unknown,,Yellowjacket Wasp.,Sun May 28 00:00:00 CST 1905,1905-05-28,1905-05-28,"North America, United States, Indiana, Porter County",Pine,Pine,Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1109,ekrimmel,2017.10.12412,,,,[CHAS:Mamm]2017.10,Vespula {Vespula arenaria},legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, Minnesota, Saint Louis County",Duluth,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1110,ekrimmel,2017.10.12413,,,,[CHAS:Mamm]2017.10,Vespula {Vespula arenaria},legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, New York, Erie County",Buffalo,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
