COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
910,ekrimmel,2017.15.287,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-12-10). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Light dusting of mold on head.,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,age class,adult,unknown,2018-01-25,,accepted place of collection
912,ekrimmel,2017.15.288,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Antennae loss.,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,age class,adult,unknown,2018-01-25,,accepted place of collection
914,ekrimmel,2017.15.289,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance on body of specimen.,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,age class,adult,unknown,2018-01-25,,accepted place of collection
915,ekrimmel,2017.15.290,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,age class,adult,unknown,2018-01-25,,accepted place of collection
455,ekrimmel,2017.15.291,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,6/30,1800-06-30,2017-06-30,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
124,ekrimmel,2017.15.292,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,9/27,1800-09-27,2017-09-27,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
841,ekrimmel,2017.15.293,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,24-VI-1959,1959-06-24,1959-06-24,"North America, United States, New York, Nassau County",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2015-08-19,unverified,J. Marshall,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-29). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Light cover of moldy substance on exoskeleton.,1,in collection,verbatim collector,J. Marshall,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,J. Marshall,1959-06-24,,accepted place of collection
861,ekrimmel,2017.15.294,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,24-VI-1959,1959-06-24,1959-06-24,"North America, United States, New York, Nassau County",no specific locality recorded,Nassau Co. NY,Dawn R. Roberts,2015-08-19,unverified,J. Marshall,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-12-10). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Forewing loss.,1,in collection,verbatim collector,J. Marshall,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,J. Marshall,1959-06-24,,accepted place of collection
747,ekrimmel,2017.15.295,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,[illegible],1800,2018-01-25,"North America, United States, New York, Nassau County, Long Island, Long Island",Old Brookville,"Old Brookville, L.I.",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-29). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Thick moldy substance covers entire specimen.,1,in collection,verbatim collector,Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,2018-01-25,,accepted place of collection
996,ekrimmel,2017.15.296,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Wireworm.,22103,1800,2018-01-25,"North America, United States, New York, Nassau County, Long Island, Long Island",Glen Head,"Glen Head, N.Y.",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),Fair. Moldy specimen.,1,in collection,verbatim collector,Sutherland,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,Black light.,accepted place of collection
748,ekrimmel,2017.15.297,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,8-VI-1952,1952-06-08,1952-06-08,"North America, United States, New York, Nassau County, Long Island, Long Island",Old Brookville,"Old Brookville, L.I.",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1952-06-08,,accepted place of collection
749,ekrimmel,2017.15.298,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,8-VI-1956,1956-06-08,1956-06-08,"North America, United States, New York, Nassau County, Long Island, Long Island",Old Brookville,"Old Brookville, L.I.",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1956-06-08,,accepted place of collection
862,ekrimmel,2017.15.299,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,2-VI-1960,1960-06-02,1960-06-02,"North America, United States, New York, Nassau County, Long Island, Long Island",Old Brookville,"Old Brookville, L.I.",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Some mold on legs.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1960-06-02,,accepted place of collection
743,ekrimmel,2017.15.300,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,6/30/60,1960-06-30,1960-06-30,"North America, United States, New York, Nassau County, Long Island, Long Island",Glen Head,"Glen Head, N.Y.",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-29). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor.,1,in collection,verbatim collector,Sutherland,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,unknown,2018-01-25,Black light.,accepted place of collection
744,ekrimmel,2017.15.301,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,6/30/60,1960-06-30,1960-06-30,"North America, United States, New York, Nassau County, Long Island, Long Island",Glen Head,"Glen Head, N.Y.",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-29). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor.,1,in collection,verbatim collector,Sutherland,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,unknown,2018-01-25,Black light.,accepted place of collection
207,ekrimmel,2017.15.302,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,28750,1800,2018-01-25,"North America, United States, New York, Schuyler County",Hector Land Use Area,"N.Y. Schuyler Co., Hector Land Use Area",Dawn R. Roberts,2015-08-19,unverified,B. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),Fair. Missing legs.,1,in collection,verbatim collector,B. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
821,ekrimmel,2017.15.303,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,3-VII-19--,1900-07-03,1999-07-03,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-08). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,2018-01-25,,accepted place of collection
828,ekrimmel,2017.15.304,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,6-VII-56,1956-07-06,1956-07-06,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-08). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Wings degraded.,1,in collection,verbatim collector,Semel-Potata,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1956-07-06,,accepted place of collection
938,ekrimmel,2017.15.305,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,13-VI-1957,1957-06-13,1957-06-13,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers underside.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1957-06-13,,accepted place of collection
796,ekrimmel,2017.15.306,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,25-VII-1957,1957-07-25,1957-07-25,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-29). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1957-07-25,,accepted place of collection
945,ekrimmel,2017.15.307,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,1-VII-1958,1958-07-01,1958-07-01,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-07-01,,accepted place of collection
957,ekrimmel,2017.15.308,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,7-VII-1958,1958-07-07,1958-07-07,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers body of specimen.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-07-07,,accepted place of collection
864,ekrimmel,2017.15.309,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,10-VII-1958,1958-07-10,1958-07-10,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-12-03). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Mold draping from body.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-07-10,,accepted place of collection
763,ekrimmel,2017.15.310,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,15-VII-1958,1958-07-15,1958-07-15,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-11-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Light dusting of mold on exoskeleton.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-07-15,,accepted place of collection
764,ekrimmel,2017.15.311,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,15-VII-1958,1958-07-15,1958-07-15,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-11-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Light dusting of mold on exoskeleton.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-07-15,,accepted place of collection
795,ekrimmel,2017.15.312,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,24-VII-1958,1958-07-24,1958-07-24,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-11-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good. Light dusting of moldy substance on pronotum and head.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-07-24,,accepted place of collection
797,ekrimmel,2017.15.313,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,25-VII-1958,1958-07-25,1958-07-25,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-29). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Light moldy substance covers underside of exoskeleton and legs.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-07-25,,accepted place of collection
814,ekrimmel,2017.15.314,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,30-VII-1958,1958-07-30,1958-07-30,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-24). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers head and thorax.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-07-30,,accepted place of collection
780,ekrimmel,2017.15.315,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,1-VIII-1958,1958-08-01,1958-08-01,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-10-29). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Light cover of moldy substance on dorsal side exoskeleton.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-08-01,,accepted place of collection
781,ekrimmel,2017.15.316,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,1-VIII-1958,1958-08-01,1958-08-01,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-11-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Thick moldy substance covers head and pronotum.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-08-01,,accepted place of collection
782,ekrimmel,2017.15.317,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,1-VIII-1958,1958-08-01,1958-08-01,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-11-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Light dusting of mold on exoskeleton.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-08-01,,accepted place of collection
955,ekrimmel,2017.15.318,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,3-VII-59,1959-07-03,1959-07-03,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL),Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1959-07-03,,accepted place of collection
956,ekrimmel,2017.15.319,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,5-VII-1959,1959-07-05,1959-07-05,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers specimen.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1959-07-05,,accepted place of collection
954,ekrimmel,2017.15.320,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,3-VII-1959,1959-07-07,1959-07-07,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers underside of specimen.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1959-07-07,,accepted place of collection
958,ekrimmel,2017.15.321,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,9-VII-1959,1959-07-09,1959-07-09,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers specimen.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1959-07-09,,accepted place of collection
787,ekrimmel,2017.15.322,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,20-VII-1959,1959-07-20,1959-07-20,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-11-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good. Light dusting of moldy substance on entire exoskeleton.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1959-07-20,,accepted place of collection
941,ekrimmel,2017.15.323,,,,[CHAS:Mamm]2017.15,Insecta,legacy,unknown,,Insect.,17-IX-1959,1959-08-17,1959-08-17,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1959-08-17,,accepted place of collection
