COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
223,ekrimmel,2017.15.70,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
226,ekrimmel,2017.15.71,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
227,ekrimmel,2017.15.72,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
241,ekrimmel,2017.15.73,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,31569,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
242,ekrimmel,2017.15.74,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,31600,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
243,ekrimmel,2017.15.75,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,31600,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
264,ekrimmel,2017.15.76,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
265,ekrimmel,2017.15.77,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
266,ekrimmel,2017.15.78,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
267,ekrimmel,2017.15.79,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
268,ekrimmel,2017.15.80,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
269,ekrimmel,2017.15.81,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
290,ekrimmel,2017.15.82,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
291,ekrimmel,2017.15.83,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
292,ekrimmel,2017.15.84,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
293,ekrimmel,2017.15.85,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
294,ekrimmel,2017.15.86,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
295,ekrimmel,2017.15.87,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
296,ekrimmel,2017.15.88,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
297,ekrimmel,2017.15.89,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
305,ekrimmel,2017.15.90,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
306,ekrimmel,2017.15.91,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
307,ekrimmel,2017.15.92,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
308,ekrimmel,2017.15.93,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
309,ekrimmel,2017.15.94,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
436,ekrimmel,2017.15.95,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
471,ekrimmel,2017.15.96,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Ladybug.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
472,ekrimmel,2017.15.97,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Ladybug.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
693,ekrimmel,2017.15.98,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),Poor. Heavy damage.,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
701,ekrimmel,2017.15.99,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
1002,ekrimmel,2017.15.100,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Japanese Beetle.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
250,ekrimmel,2017.15.101,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Beetle.,7/16,1800-07-16,2017-07-16,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,On rose.,accepted place of collection
467,ekrimmel,2017.15.102,RIV B2,original identifier,self,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Weevil.,9/6,1800-09-06,2017-09-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
328,ekrimmel,2017.15.103,,,,[CHAS:Mamm]2017.15,Coleoptera,legacy,unknown,,Locust.,1982,1982-01-01,1982-12-31,"North America, United States, New York, Delaware County",Hancock,"Hancock, N.Y.",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
