AGENT_TYPE,PREFERRED NAME,MERGE_FORMAT,ORIGINAL_SPLIT,UNSPLIT
person,A. E. Emerson,Dr. A. E. Emerson,Dr. A.E. Emerson,Dr. A.E. Emerson
person,A. Fenyes,Dr. A. Fenyes,Dr. A. Fenyes,Dr. A. Fenyes
person,Albert G. Prill,Dr. A. G. Prill,Dr. A.G. Prill,Dr. A.G. Prill
person,A. G. Schroeder,Dr. A. G. Schroeder,Dr. A.G. Schroeder,Dr. A.G. Schroeder
person,Anton H. Berkman,Dr. A. H. Berkman,Dr. A.H. Berkman,Dr. A.H. Berkman
person,A. H. Foster,Dr. A. H. Foster,Dr. A.H. Foster,Dr. A.H. Foster
person,A. Laurent Christensen,Dr. A. Laurent Christensen,Dr. A. Laurent Christensen,Dr. A. Laurent Christensen
person,Alfred Lewy,Dr. A. Lewy,Dr. A. Lewy,Dr. A. Lewy
person,A. S. Packard,Dr. A. S. Packard,Dr. A. S. Packard,Dr. A. S. Packard
person,A. W. Hitt,Dr. A. W. Hitt,Dr. A.W. Hitt,Dr. A.W. Hitt
person,A. W. Hitt,Dr. A. W. Hitt,Dr. A. W. Hitt,Dr. A. W. Hitt
person,Albert G. Prill,Dr. Albert G. Prill,Dr. Albert G. Prill,Dr. Albert G. Prill
person,Albert G. Seeglitz,Dr. Albert G. Seeglitz,Dr. Albert G. Seeglitz,Dr. Albert G. Seeglitz
person,Albert G. Seeglitz,Dr. Albert G. Seiglitz,Dr. Albert G. Seiglitz,Dr. Albert G. Seiglitz
person,Albert G. Smith,Dr. Albert G. Smith,Dr. Albert G. Smith,Dr. Albert G. Smith
person,Albert G. Seeglitz,Dr. Albert Seiglitz,Dr. Albert Seiglitz,Dr. Albert Seiglitz
person,Alfred Lewy,Dr. Alfred Lewy,Dr. Alfred Lewy,Dr Alfred Lewy via Thurston I Wright
person,Alfred Lewy,Dr. Alfred Lewy,Dr. Alfred Lewy,Dr. Alfred Lewy
person,unknown,Dr. Andrews,Dr. Andrews,Dr. Andrews
person,Anton H. Berkman,Dr. Anton H. Berkman,Dr. Anton H. Berkman,Dr. Anton H. Berkman
person,Arnold B. Grobman,Dr. Arnold B. Grobman,Dr. Arnold B. Grobman,Dr. Arnold B. Grobman
person,Arthur G. Schroeder,Dr. Arthur G. Schroeder,Dr. Arthur G. Schroeder,Dr. Arthur G. Schroeder
person,Asher E. Treat,Dr. Asher E. Treat,Dr. Asher E. Treat,Dr. Asher E. Treat
person,unknown,Dr. Beecher,Dr. Beecher,Dr. Beecher
person,unknown,Dr. Bell,Dr. Bell,Dr. Bell
person,William Robertson,Dr. Bill Robertson,Dr. Bill Robertson,"Dr. Bill Robertson, Park Biologist"
person,unknown,Dr. Bramer,Dr. Bramer,Dr. Bramer
person,unknown,Dr. Brun,Dr. Brun,Dr. Brun
person,unknown,Dr. Brunner,Dr. Brunner,Dr. Brunner
person,C. A. Earle,Dr. C. A. Earle,Dr. C.A. Earle,Dr. C.A. Earle
person,C. A. Trueholtz,Dr. C. A. Trueholtz,Dr. C.A. Trueholtz,Dr. C.A. Trueholtz
person,C. B. Kennerly,Dr. C. B. Kennerly,Dr. C.B. Kennerly,Dr. C.B. Kennerly
person,C. B. Kennerly,Dr. C. B. Kennerly,Dr. C.B. Kennerly,G.L. Lansing & Dr. C.B. Kennerly
person,C. B. Kennerly,Dr. C. B. Kennerly,Dr. C.B. Kennerly,AMBIGUOUS
person,C. Cleckley,Dr. C. Cleckley,Dr. C. Cleckley,E.R. Ford for Dr. C. Cleckley
person,C. E. Burt,Dr. C. E. Burt,Dr. C.E. Burt,Dr. C.E. Burt
person,C. L. Birch,Dr. C. L. Birch,Dr. C.L. Birch,Dr. C.L. Birch
person,C. M. Clark,Dr. C. M. Clark,Dr. C.M. Clark,Dr. C.M. Clark
person,Charles McCoy,Dr. C. McCoy,Dr. C. McCoy,Dr. C. McCoy
person,C. Trueholtz,Dr. C. Trueholtz,Dr. C. Trueholtz,Dr. C. Trueholtz
person,C. Tuttle,Dr. C. Tuttle,Dr. C. Tuttle,Dr. C. Tuttle
person,Charles Adams,Dr. Charles Adams,Dr. Charles Adams,Dr. Charles Adams
person,Charles McCoy,Dr. Charles McCoy,Dr. Charles McCoy,Dr. Charles McCoy
person,Charles R. Belinky,Dr. Charles R. Belinky,Dr. Charles R. Belinky,Dr. Charles R. Belinky
person,Charles McCoy,Dr. Charles McCoy,Dr. Chas. McCoy,Dr. Chas. McCoy
person,Charles McCoy,Dr. Charles McCoy,Dr. Chas McCoy,Dr. Chas McCoy
person,Chester Hard,Dr. Chester Hard,Dr. Chester Hard,Dr. Chester Hard
person,Coleman J. Goin,Dr. Coleman J. Goin,Dr. Coleman J. Goin,Dr. Coleman J. Goin
person,unknown,Dr. Cooper,Dr. Cooper,Dr. Cooper
person,unknown,Dr. Craig,Dr. Craig,"C.B. Kennerly, Dr. Craig"
person,D. Bridge,Dr. D. Bridge,Dr. D. Bridge,Dr. D. Bridge
person,D. Jackson,Dr. D. Jackson,Dr. D. Jackson,Dr. D. Jackson
person,D. Moore Lindsay,Dr. D. Moore Lindsay,Dr. D. Moore Lindsay,Dr. D. Moore Lindsay
person,David E. Sanquist,Dr. David E. Sanquist,Dr. David E. Sanquist,Dr. David E. Sanquist
person,unknown,Dr. Dickey,Dr. Dickey,"S.S. Gregory, Jr. or Dr. Dickey"
person,unknown,Dr. Dietz,Dr. Dietz,Dr. Dietz
person,E. A. Mearns,Dr. E. A. Mearns,Dr. E.A. Mearns,Dr. E.A. Mearns
person,E. Andrews,Dr. E. Andrews,Dr. E. Andrews,"P.D. Armour, John Crerar, H.B. Bogue?, Wirt? Dexter, Joseph Frank, Norman Williams, Hon. Wm. Brop, Dr. E. Andrews"
person,E. Andrews,Dr. E. Andrews,Dr. E. Andrews,Dr. E. Andrews
person,E. Andrews,Dr. E. Andrews,Dr. E. Andrews,Hon. Wm. Bross & Dr. E. Andrews
person,E. Andrews,Dr. E. Andrews,Dr. E. Andrews,AMBIGUOUS
person,E. C. Williams,Dr. E.C. Williams Jr,Dr. E.C. Williams Jr,"Dr. E.C. Williams, Jr."
person,Elliot Coues,Dr. E. Coues,Dr. E. Coues,Dr. E. Coues
person,E. G. Tribbey,Dr. E. G. Tribbey,Dr. E.G.Tribbey,Dr. E.G.Tribbey
person,E. G. Tribbey,Dr. E. G. Tribbey,Dr. E.G. Tribbey,Dr. E.G. Tribbey
person,E. H. King,Dr. E.H. King,Dr.E.H. King,Dr.E.H. King
person,E. H. King,Dr. E. H. King,Dr. E.H. King,Dr. E.H. King
person,E. H. King,Dr. E.H. King,Dr. E.H. King exchange,Dr. E.H. King exchange
person,E. J. Senn,Dr. E. J. Senn,Dr. E.J. Senn,Dr. E.J. Senn
person,E. Lindmeier,Dr. E. Lindmeier,Dr. E. Lindmeier,Dr. E. Lindmeier
person,E. M. Hale,Dr. E. M. Hale,Dr. E.M. Hale,Dr. E.M. Hale
person,unknown,Dr. E. P. ,Dr. E.P.,Dr. E.P.
person,E. Palmer,Dr. E. Palmer,Dr. E. Palmer,Dr. E. Palmer
person,E. R. Boardman,Dr. E. R. Boardman,Dr. E.R. Boardman,Dr. E.R. Boardman
person,Ezra Read Larned,Dr. E. R. Larned,Dr. E.R. Larned,Dr. E.R. Larned
person,Ezra Read Larned,Dr. E. R. Larned,Dr. E. R. Larned,Dr. E. R. Larned
person,Ezra Read Larned,Dr. E. R. Larned,Dr. E.R Larned,Dr. E.R Larned
person,E. W. Andrews,Dr. E. W. Andrews,Dr. E.W. Andrews,Dr. E.W. Andrews
person,E. W. Andrews,Dr. E. W. Andrews,Dr. E. W. Andrews,Dr. E. W. Andrews
person,E. W. McArdle,Dr. E. W. McArdle,Dr. E.W. McArdle,Dr. E.W. McArdle
person,Edmond Andrews,Dr. Ed. Andrews,Dr. Ed. Andrews,Dr. Ed. Andrews
person,Edmond Andrews,Dr. Edmond Andrews,Dr. Edmond Andrews,Dr. Edmond Andrews
person,Edmond Andrews,Dr. Edmund Andrews,Dr. Edmund Andrews,Dr. Edmund Andrews
person,Elliot Coues,Dr. Elliot Coues,Dr. Elliot Coues,Dr. Elliot Coues
person,Elzada U. Clover,Dr. Elzada U. Clover,Dr. Elzada U. Clover,Dr. Elzada U. Clover
person,unknown,Dr. Ewell,Dr. Ewell,Dr. Ewell
person,Ezra Read Larned,Dr. Ezra Read Larned,Dr. Ezra Read Larned,Dr. Ezra Read Larned
person,Frieda C. Blanchard,Dr. F. C. Blanchard,Dr. F.C. Blanchard,Dr. F.C. Blanchard
person,F. O. C. Richardson,Dr. F.O.C. Richardson,Dr. F.O.C. Richardson,Dr. F.O.C. Richardson
person,F. V. Hayden,Dr. F. V. Hayden,Dr. F.V. Hayden,Dr. F.V. Hayden
person,F. W. Mercer,Dr. F. W. Mercer,Dr. F.W. Mercer,Dr. F.W. Mercer
person,unknown,Dr. Faulkner,Dr. Faulkner,Dr. Faulkner
person,unknown,Dr. Faulkner L.A.,Dr. Faulkner L.A.,Dr. Faulkner L.A.
person,unknown,Dr. Fischer,Dr. Fischer,Dr. Fischer
person,Flugel Leipsic,Dr. Flugel Leipsic,Dr. Flugel Leipsic,Foreign Scientific Societies through Dr. Flugel Leipsic
person,Frank J. Psota,Dr. Frank J. Psota,Dr. Frank J. Psota,Dr. Frank J. Psota
person,Frank N. Blanchard,Dr. Frank N. Blanchard,Dr. Frank N. Blanchard,Dr. Frank N. Blanchard
person,Frank J. Psota,Dr. Frank Psota,Dr. Frank Psota,Dr. Frank Psota
person,Fred W. Hall,Dr. Fred W. Hall,Dr. Fred W. Hall,Dr. Fred W. Hall
person,Frieda C. Blanchard,Dr. Frieda C. Blanchard,Dr. Frieda C. Blanchard,Dr. Frieda C. Blanchard
person,G. C. Rinker,Dr. G. C. Rinker,Dr. G.C. Rinker,Dr. G.C. Rinker
person,G. Edward Roehrig,Dr. G. Edw. Roehrig,Dr. G. Edw. Roehrig,Dr. G. Edw. Roehrig
person,G. Edward Roehrig,Dr. G. Edward Roehrig,Dr. G.Edward Roehrig,Dr. G.Edward Roehrig
person,G. F. Gaumer,Dr. G. F. Gaumer,Dr. G.F. Gaumer,Dr. G.F. Gaumer
person,G. L. Walls,Dr. G. L. Walls,Dr. G.L. Walls,Dr. G.L. Walls
person,G. Luckley,Dr. G. Luckley,Dr. G. Luckley,Dr. G. Luckley - Smithsonian Institution
person,G. Luckley,Dr. G. Luckley,Dr. G. Luckley,Dr. G. Luckley
person,G. W. Higgins,Dr. G. W. Higgins,Dr. G.W. Higgins,Dr. G.W. Higgins
person,G. W. Lawrence,Dr. G. W. Lawrence,Dr. G.W. Lawrence,Dr. G.W. Lawrence
person,George E. Fell,Dr. George E. Fell,Dr. Geo. E. Fell,Dr. Geo. E. Fell
person,George Eisenbrand,Dr. George Eisenbrand,Dr. Geo. Eisenbrand,Dr. Geo. Eisenbrand
person,George F. Cushing,Dr. George F. Cushing,Dr. Geo. F. Cushing,Dr. Geo. F. Cushing
person,Howard K. Gloyd,Dr. Gloyd,Dr. Gloyd,Dr. Gloyd
person,Howard K. Gloyd,Dr. Gloyd,Dr. Gloyd,"Dr. Gloyd, JBL"
person,Howard K. Gloyd,Dr. Gloyd,Dr. Gloyd,AMBIGUOUS
person,Goethe Link,Dr. Goethe Link,Dr. Goethe Link,Dr. Goethe Link
person,Gordon M. Clark,Dr. Gordon M. Clark,Dr. Gordon M. Clark,Dr. Gordon M. Clark
person,unknown,Dr. Graenicher,Dr. Graenicher,Dr. Graenicher
person,unknown,Dr. Greist,Dr. Greist,Dr. Greist
person,H. A. Johnson,Dr. H. A. Johnson,Dr. H.A. Johnson,Dr. H.A. Johnson
person,Henry A. Pilsbry,Dr. H.A. Pilsbry,Dr. H.A. Pilsbry Exchange,Dr. H.A. Pilsbry Exchange
person,H. B. Butcher,Dr. H. B. Butcher,Dr. H.B. Butcher,Dr. H.B. Butcher
person,H. C. Worthington,Dr. H. C. Worthington,Dr. H.C. Worthington,Dr. H.C. Worthington
person,H. E. Godfry,Dr. H. E. Godfry,Dr. H.E. Godfry,Dr. H.E. Godfry
person,H. J. Woehlck,Dr. H. J. Woehlck,Dr. H.J. Woehlck,Dr. H.J. Woehlck
person,Howard K. Gloyd,Dr. H. K. Gloyd,Dr. H.K. Gloyd,Dr. H.K. Gloyd
person,H. M. Kuhm,Dr. H. M. Kuhm,Dr. H. M. Kuhm,Dr. H. M. Kuhm
person,H. M. Lyman,Dr. H. M. Lyman,Dr. H.M. Lyman,Dr. H.M. Lyman
person,Howard N. Lyon,Dr. H. N. Lyon,Dr. H.N. Lyon,Dr. H.N. Lyon
person,Herman Silas Pepoon,Dr. H. S. Pepoon,Dr. H.S. Pepoon,Dr. H.S. Pepoon
person,H. T. Godfrey,Dr. H. T. Godfrey,Dr. H.T. Godfrey,Dr. H.T. Godfrey
person,H. W. Boyd,Dr. H. W. Boyd,Dr. H.W. Boyd,Dr. H.W. Boyd
person,H. W. Kuhm,Dr. H. W. Kuhm,Dr. H. W. Kuhm,Dr. H. W. Kuhm
person,H. W. T. Harris,Dr. H.W.T. Harris,Dr. H.W.T. Harris,Dr. H.W.T. Harris
person,unknown,Dr. Haasenplug,Dr. Haasenplug,Dr. Haasenplug
person,Harrison Lewis,Dr. Harrison Lewis,Dr. Harrison Lewis,Dr. Harrison Lewis
person,Harry Sicher,Dr. Harry Sicher,Dr. Harry Sicher,Dr. Harry Sicher
person,unknown,Dr. Hayden,Dr. Hayden,"Dr. Hayden & Lt. G.K. Warren, USA"
person,unknown,Dr. Heerrman,Dr. Heerrman,Dr. Heerrman
person,unknown,Dr. Heerrman,Dr. Heerrman,"Dr. Heerrman, US National Museum"
person,unknown,Dr. Heerrman,Dr. Heerrman,AMBIGUOUS
person,Henry A. Pilsbry,Dr. Henry A. Pilsbry,Dr. Henry A. Pilsbry,Dr. Henry A. Pilsbry
person,Henry T. Godfrey,Dr. Henry T. Godfrey,Dr. Henry T. Godfrey,Dr. Henry T. Godfrey
person,Herman Haupt,Dr. Herman Haupt Jr.,Dr. Herman Haupt Jr,"Dr. Herman Haupt, Jr."
person,Herman Silas Pepoon,Dr. Herman S. Pepoon,Dr. Herman S. Pepoon,Dr. Herman S. Pepoon
person,unknown,Dr. Hooper,Dr. Hooper,Dr. Hooper
person,Howard N. Lyon,Dr. Howard N. Lyon,Dr. Howard N. Lyon,Dr. Howard N. Lyon
person,Howard W. Lyon,Dr. Howard W. Lyon,Dr. Howard W. Lyon,Dr. Howard W. Lyon
person,unknown,Dr. Hoyt,Dr. Hoyt,Dr. Hoyt
person,I. S. Trostler,Dr. I. S. Trostler,Dr. I.S. Trostler,Dr. I.S. Trostler
person,John Adams Comstock,Dr. J. A. Comstock,Dr. J.A. Comstock,Dr. J.A. Comstock
person,John Adams Comstock,Dr. J. A. Comstock,Dr. J. A. Comstock,Dr. J. A. Comstock
person,John Adams Comstock,Dr. J. A. Comstock,Dr. J.A Comstock,Dr. J.A Comstock
person,J. Becker,Dr. J. Becker,Dr. J. Becker,Dr. J. Becker
person,J. F. Fargo,Dr. J. F. Fargo,Dr. J.F. Fargo,Dr. J.F. Fargo
person,J. F. Hammond,Dr. J. F. Hammond,Dr. J.F. Hammond,Dr. J.F. Hammond
person,J. G. Cooper,Dr. J. G. Cooper,Dr. J.G. Cooper,Dr. J.G. Cooper
person,J. H. Lichtenbelt,Dr. J. H. Lichtenbelt,Dr. J.H. Lichtenbelt,Dr. J.H. Lichtenbelt
person,J. H. Long,Dr. J. H. Long,Dr. J.H. Long,Dr. J.H. Long
person,J. Hancock,Dr. J. Hancock,Dr. J. Hancock,Dr. J. Hancock
person,J. Hornung,Dr. J. Hornung,Dr. J. Hornung,Dr. J. Hornung
person,J. L. Hancock,Dr. J. L. Hancock,Dr. J.L. Hancock,Dr. J.L. Hancock
person,J. L. Hanevik,Dr. J. L. Hanevik,Dr. J.L. Hanevik,Dr. J.L. Hanevik
person,J. L. Hooper,Dr. J. L. Hooper,Dr. J.L. Hooper,Dr. J.L. Hooper
person,J. M. Fleming,Dr. J. M. Fleming,Dr. J.M. Fleming,Dr. J.M. Fleming
person,J. M. Norman,Dr. J. M. Norman,Dr. J.M. Norman,Dr. J.M. Norman
person,J. M. Williams,Dr. J. M. Williams,Dr. J.M. Williams,Dr. J.M. Williams
person,John M. Woodworth,Dr. J. M. Woodworth,Dr. J.M. Woodworth,Dr. J.M. Woodworth&#39;s Daughter
person,J. M. Weirs,Dr. J.M Weirs,Dr. J.M Weirs.,Dr. J.M Weirs.
person,Joseph P. Otto,Dr. J. P. Otto,Dr. J.P. Otto,Dr. J.P. Otto
person,John R. Ball,Dr. J. R. Ball,Dr. J.R. Ball,Dr. J.R. Ball
person,J. R. Selover,Dr. J. R. Selover,Dr. J.R. Selover,Dr. J.R. Selover
person,J. S. Newberry,Dr. J. S. Newberry,Dr. J.S. Newberry,Dr. J.S. Newberry
person,J. W. Laurence,Dr. J. W. Laurence,Dr. J.W. Laurence,Dr. J.W. Laurence
person,J. W. Velie,Dr. J. W. Velie,Dr. J.W. Velie,Dr. J.W. Velie
person,J. W. Velie,Dr. J. W. Velie,Dr. J. W. Velie,Dr. J. W. Velie
person,J. W. Verlie,Dr. J. W. Verlie,Dr. J.W. Verlie,Dr. J.W. Verlie
person,J. W. Veilie,Dr. J. W. Verlie,Dr. J. W. Verlie,Dr. J. W. Verlie
person,James Knapp,Dr. James Knopp,Dr. James Knopp,Dr. James Knopp
person,James Stubbs,Dr. James Stubbs,Dr. James Stubbs,Dr. James Stubbs
person,Jan Van Wagtendonk,Dr. Jan Van Wagtendonk,Dr. Jan Van Wagtendonk,Dr. Jan Van Wagtendonk
person,John Adams Comstock,Dr. John Adams Comstock,Dr. John Adams Comstock,Dr. John Adams Comstock
person,Jonathan H. Britts,Dr. John H. Britts,Dr. John H. Britts,Dr. John H. Britts
person,John M. Woodworth,Dr. John M. Woodworth,Dr. John M. Woodworth,Dr. John M. Woodworth
person,John R. Ball,Dr. John R. Ball,Dr. John R. Ball,Dr. John R. Ball
person,John S. Nollen,Dr. John S. Nollen,Dr. John S. Nollen,Dr. John S. Nollen
person,unknown,Dr. Johnson,Dr. Johnson,Dr. Johnson
person,Joseph P. Otto,Dr. Joseph P. Otto,Dr. Joseph P. Otto,Dr. Joseph P. Otto
person,Joshua Lindhall,Dr. Joshua Lindhall,Dr. Joshua Lindhall,Dr. Joshua Lindhall
person,Josua Lindani,Dr. Josua Lindani,Dr. Josua Lindani,Dr. Josua Lindani
person,Julian Steyermark,Dr. Julian Steyermark,Dr. Julian Steyermark,Dr. Julian Steyermark
person,unknown,Dr. Jurica,Dr. Jurica,Dr. Jurica
person,unknown,Dr. Juvecki,Dr. Juvecki,Dr. Juvecki
person,unknown,Dr. Kennerly,Dr. Kennerly,Dr. Kennerly/Pacific R.R. Survey
person,L. A. Faulkner,Dr. L. A. Faulkner,Dr. L.A. Faulkner,Dr. L.A. Faulkner
person,L. J. Hooper,Dr. L. J. Hooper,Dr. L.J. Hooper,Dr. L.J. Hooper
person,L. M. Eastman,Dr. L. M. Eastman,Dr. L.M. Eastman,Dr. L.M. Eastman
person,unknown,Dr. Laggo,Dr. Laggo,Dr. Laggo
person,unknown,Dr. Laurence,Dr. Laurence,Dr. Laurence
person,unknown,Dr. Lewy,Dr. Lewy,Dr. Lewy
person,unknown,Dr. Lichtenberg,Dr. Lichtenberg,Dr. Lichtenberg
person,Louis Ellsworth Laflin,Dr. Louis Ellsworth Laflin,Dr. Louis Ellsworth Laflin,Dr. Louis Ellsworth Laflin
person,M. Greist,Dr. M. Greist,Dr. M. Greist,Dr. M. Greist
person,M. T. Cleckley,Dr. M. T. Cleckley,Dr. M.T. Cleckley,Dr. M.T. Cleckley
person,M. T. Cleckley,Dr. M. T. Cleckley,Dr. M. T. Cleckley,E.A.R. for Dr. M.T. Cleckley
person,M. W. Greist,Dr. M. W. Greist,Dr. M.W. Greist,Dr. M.W. Greist
person,Marie W. Hawley,Dr. Marie W. Hawley,Dr. Marie W. Hawley,Dr. Marie W. Hawley
person,unknown,Dr. Marsh,Dr. Marsh,Dr. Marsh
person,unknown,Dr. Mason,Dr. Mason,Dr. Mason
person,unknown,Dr. McCoy,Dr. McCoy,Dr. McCoy
person,unknown,Dr. McCoy,Dr. Mc Coy,Dr. Mc Coy
person,unknown,Dr. McCoy,Dr. McCoy. Exchange,Dr. McCoy. Exchange
person,unknown,Dr. McCoy,Dr. McCoy Exchange,Dr. McCoy Exchange
person,unknown,Dr. Merrill,Dr. Merrill,Dr. Merrill
person,M. Kopenhaver,Dr. M. Kopenhaver,Dr. M Kopenhaver,Dr. M Kopenhaver
person,N. S. Davis,Dr. N. S. Davis,Dr. N. S. Davis,Mrs. John Davis Kales thru Dr. N.S. Davis
person,Nathan S. Davis,Dr. Nathan S. Davis Jr,Dr. Nathan S. Davis Jr,"Dr. Nathan S. Davis, Jr."
person,Nicholas Senn,Dr. Nicholas Senn,Dr. Nicholas Senn,Dr. Nicholas Senn
person,Nicholas Senn,Dr. Nicolas Senn,Dr. Nicolas Senn,Dr. Nicolas Senn
person,O. Everett,Dr. O. Everet,Dr. O. Everet,Dr. O. Everet
person,Oliver Marcy,Dr. O. Marcy,Dr. O. Marcy,Dr. O. Marcy
person,O. W. Newell,Dr. O. W. Newell,Dr. O.W. Newell,Dr. O.W. Newell
person,Oliver Marcy,Dr. Oliver Marcy,Dr. Oliver Marcy,Dr. Oliver Marcy
person,Orlando Park,Dr. Orlando Park,Dr. Orlando Park,"Dr. Orlando Park, Northwestern University"
person,Orlando Park,Dr. Orlando Park,Dr. Orlando Park,Dr. Orlando Park
person,Orlando Park,Dr. Orlando Park,Dr. Orlando Park,AMBIGUOUS
person,Oskar Brun,Dr. Oskar Brun,Dr. Oskar Brun,Dr. Oskar Brun
person,P. R. Hoy,Dr. P. R. Hoy,Dr. P.R. Hoy,Dr. P.R. Hoy
person,unknown,Dr. Palmer,Dr. Palmer,Dr. Palmer
person,Paul Bartsch,Dr. Paul Bartsch,Dr. Paul Bartsch,Dr. Paul Bartsch
person,Paul G. Heltne,Dr. Paul G. Heltne,Dr. Paul G. Heltne,Dr. Paul G. Heltne
person,Paul G. Heltne,Dr. Paul Heltne,Dr. Paul Heltne,Dr. Paul Heltne
person,Pauline Cooke,Dr. Pauline Cooke,Dr. Pauline Cooke,Dr. Pauline Cooke
person,unknown,Dr. Pratt,Dr. Pratt,Dr. Pratt
person,unknown,Dr. Prentise,Dr. Prentise,Dr. Prentise
person,R. A. Norris,Dr. R. A. Norris,Dr. R.A. Norris,Dr. R.A. Norris
person,R. Dexter,Dr. R. Dexter,Dr. R. Dexter,Dr. R. Dexter
person,R. L. Rea,Dr. R. L. Rea,Dr. R.L.Rea,Dr. R.L.Rea
person,R. L. Rea,Dr. R. L. Rea,Dr. R.L. Rea,Dr. R.L. Rea
person,R. L. Rea,Dr. R. L. Rea,Dr. R. L. Rea,Dr. R. L. Rea
person,R. L. Rea,Dr. R.L. Rea,Dr. R.L. Rea.,Dr. R.L. Rea.
person,R. M. Bailey,Dr. R. M. Bailey,Dr. R.M. Bailey,Dr. R.M. Bailey
person,R. M. Strong,Dr. R. M. Strong,Dr. R.M. Strong,Dr. R.M. Strong
person,R. R. Hoy,Dr. R. R. Hoy,Dr. R.R. Hoy,Dr. R.R. Hoy
person,R. S. Zahn,Dr. R. S. Zahn,Dr. R.S. Zahn,Dr. R.S. Zahn
person,Robert S. Ziehn,Dr. R. S. Ziehn,Dr. R.S. Ziehn,Dr. R.S. Ziehn
person,R. S. Zilehn,Dr. R. S. Zilehn,Dr. R.S. Zilehn,Dr. R.S. Zilehn
person,R. Smith,Dr. R. Smith,Dr. R. Smith,Dr. R. Smith
person,R. W. McIlvaine,Dr. R. W. McIlvaine,Dr. R. W. McIlvaine,Dr. R.W. McIlvaine through W.W.C.Calkins
person,Ransom Dexter,Dr. Ransom Dexter,Dr. Ransom Dexter,Dr. Ransom Dexter
person,unknown,Dr. Riser,Dr. Riser,Dr. Riser
person,Robert S. Ziehn,Dr. Robert S. Ziehn,Dr. Robert S. Ziehn,Dr. Robert S. Ziehn
person,Robert Kennicott,Dr. Robt. Kennicot,Dr. Robt. Kennicot,Dr. Robt. Kennicot
person,S. Graemicher,Dr. S. Grammicher,Dr. S. Grammicher,Dr. S. Grammicher
person,S. J. Call,Dr. S. J. Call,Dr. S.J. Call,Dr. S.J. Call
person,unknown,Dr. Sanquist,Dr. Sanquist,Dr. Sanquist
