AGENT_TYPE,PREFERRED NAME,MERGE_FORMAT,ORIGINAL_SPLIT,UNSPLIT
organization,Loyola University,Loyola University,Loyola University,AMBIGUOUS
person,Loy Tressler,Loy Tressler,Loy Tressler,Loy Tressler
person,Leslie P. Arnberger,L. P. Arnberger,L P Arnberger,L P Arnberger
person,L. P. Crater,L. P. Crater,L P Crater,L P Crater
person,L. P. Woods,L. P. Woods,L P Woods,L P Woods
person,L. Riggs,L. Riggs,L Riggs,L Riggs
person,L. R. Wolfe,L. R. Wolfe,L R Wolfe,L R Wolfe & R.V. Komarek
person,Lillian Schlesinger,L. Schlesinger,L Schlesinger,I Stanek & L Schlesinger
person,L. S. Frierson,L. S. Frierson,L S Frierson,L S Frierson
person,L. S. Haskins,L. S. Haskins,L S Haskins,L S Haskins
person,PLACEHOLDER,L. Sickenberger,L Sickenberger,"C Higginbotham, L Sickenberger, E Williams"
person,PLACEHOLDER,L. Sickenberger,L Sickenberger,L Sickenberger
person,PLACEHOLDER,L. Sickenberger,L Sickenberger,AMBIGUOUS
person,A. W. Vogdes,Lieutenant A.W. Vogdes,Lt. A.W. Vogdes,Lt. A.W. Vogdes
person,Donald C. Lowrie,Lieutenant D.C. Lowrie,Lt. D.C. Lowrie,Lt. D.C. Lowrie
person,Donald C. Lowrie,Lieutenant Donald C. Lowrie,Lt. Donald C. Lowrie,Lt. Donald C. Lowrie
person,F. J. Bryan,Lieutenant F.J. Bryan,Lt. F.J. Bryan,W.S. Wood & Lt. F.J. Bryan
person,F. L. Bryon,Lieutenant F.L. Bryon,Lt. F.L. Bryon,Lt. F.L. Bryon
person,G. K. Warren,Lieutenant G.K. Warren,Lt. G.K. Warren,"Dr. Hayden & Lt. G.K. Warren, USA"
person,G. K. Warren,Lieutenant G.K. Warren,Lt. G.K. Warren,Lt. G.K. Warren
person,G. K. Warren,Lieutenant G.K. Warren,Lt. G.K. Warren,"Lt. G.K. Warren, Exploration of Upper Missouri and Yellowston, Northwestern University collection"
person,L. R. Wolfe,Lieutenant L.R. Wolfe,Lt. L.R. Wolfe,Lt. L.R. Wolfe
person,L. R. Wolfe,Lieutenant L.R. Wolfe,Lt. L.R. Wolfe,Lt. L.R. Wolfe & Bernard Bailey
person,L. R. Wolfe,Lieutenant L.R. Wolfe,Lt. L.R. Wolfe,Lt. L.R. Wolfe & R.V. Komarek
person,L. Talbert,L. Talbert,L Talbert,L Talbert
person,L. R. Wolfe,Lieutenant L R Wolfe,Lt L R Wolfe,Lt L R Wolfe
person,PLACEHOLDER,Lieutenant W H Wilhelm,Lt W H Wilhelm,Lt W H Wilhelm
person,PLACEHOLDER,Lieutenant W H Wilhelm,Lt W H Wilhelm,"Lt W H Wilhelm, USA"
person,Lucy Talbot,Lucy Talbot,Lucy Talbot,Lucy Talbot
person,Ludmilla Boreisha,Ludmilla Boreisha,Ludmilla Boreisha,Ludmilla Boreisha
organization,Ludowici Roofing Tile Company,Ludowici Roofing Tile Company,Ludowici Roofing Tile Co.,Ludowici Roofing Tile Co.
person,Ludwig Kummer,Ludvig Kummer,Ludvig Kummer,Ludvig Kummer
person,Ludwig Kummer,Ludwig Kummer,Ludwig Kummer,Ludwig Kummer
person,Luella Kantz,Luella Kantz,Luella Kantz,Luella Kantz & Ila Orton
person,unknown,Lueth,Lueth,"Lueth, Hansen & Lemm"
person,unknown,Lueth,Lueth,"Lueth, Hansen, Lemm"
person,unknown,Lueth,Lueth,AMBIGUOUS
person,Luke Sahunna,Luke Sahunna,Luke Sahunna,Luke Sahunna for Chas. D. Brower
organization,Luray Caverns Corporation,Luray Caverns Corporation,Luray Caverns Corporation,Kermit B. Cavedo - Luray Caverns Corporation
organization,Luray Caverns Corporation,Luray Caverns Corporation,Luray Caverns Corporation,Luray Caverns Corporation
person,Lutcher Stark,Lutcher Stark,Lutcher Stark,Lutcher Stark
person,Luther Borland,Luther Borland,Luther Borland,Luther Borland
person,Luther Borland,Luther Bourland,Luther Bourland,Luther Bourland
person,Luther Little,Luther Little,Luther Little,Luther Little
person,L. Woodruff,L. Woodruff,L Woodruff,L Woodruff
person,L. Woods,L. Woods,L Woods,"C Higginbotham, T Roberts, L Woods"
person,L. W. Ramsey,L. W. Ramsey,L W Ramsey,L W Ramsey
person,L. W. Ramsey,L. W. Ramsey,L W Ramsey,L W Ramsey & Donlon
person,L. W. Ramsey,L. W. Ramsey,L W Ramsey,L W Ramsey & Kelley
person,L. W. Ramsey,L. W. Ramsey,L W Ramsey,L W Ramsey & Smith
person,L. W. Ramsey,L. W. Ramsey,L W Ramsey,L W Ramsey & Villiard
person,L. W. Ramsey,L. W. Ramsey,L W Ramsey,"L W Ramsey, Donlon & Kelley"
person,L. W. Ramsey,L. W. Ramsey,L W Ramsey,AMBIGUOUS
person,L. W. Ramsey,L W Ramsey,L W Ramsey et al,L W Ramsey et al
organization,Lyceum of Natural History,Lyceum of Natural History,Lyceum of Natural History,Lyceum of Natural History
organization,Lyceum of Natural History,Lyceum of Natural History,Lyceum of Natural History of New York City,Lyceum of Natural History of New York City
person,Lyman O. Tomlinson,Lyman O. Tomlinson,Lyman O. Tomlinson,Lyman O. Tomlinson
person,Lynds Jorus,Lynds Jorus,Lynds Jorus,Lynds Jorus
person,Lynn M. Stone,Lynn M. Stone,Lynn M. Stone,Lynn M. Stone
person,Lynn R. Kaatz,Lynn R. Kaatz,Lynn R. Kaatz,Lynn R. Kaatz
person,unknown,Lyon,Lyon,Lyon
person,H. N. Lyon,H.N. Lyon,Lyon presumably H.N. Lyon,Lyon presumably H.N. Lyon
,unknown,M.,M,AMBIGUOUS
,unknown,M. ,M.,AMBIGUOUS
organization,Museum of Vertebrate Zoology,M. V. Z. ,M.V.Z.,AMBIGUOUS
person,M. A. Baldwin,M. A. Baldwin,M.A. Baldwin,"M.A. Baldwin, M.E."
person,M. A. Booth,M. A. Booth,M.A. Booth,M.A. Booth
person,M. A. Curtis,M. A. Curtis,M.A. Curtis,M.A. Curtis
person,M. Abbott Frazar,M. A. Frazar,M.A. Frazar,M.A. Frazar
person,M. Abbott Frazar,M. A. Frazar,M. A. Frazar,J.S.K. Jr. for M.A. Frazar
person,M. Abbott Frazar,M. A. Frazer,M.A. Frazer,M.A. Frazer
person,M. A. Hall,M. A. Hall,M.A. Hall,M.A. Hall
person,M. A. Hardman,M. A. Hardman,M.A. Hardman,M.A. Hardman
person,Mary A. Hennen,M. A. Hennen,M.A. Hennen,M.A. Hennen
person,unknown,M. A. N.,M.A.N,M.A.N
person,unknown,M. A. N. ,M.A.N.,M.A.N.
person,unknown,M. A. W. ,M.A.W.,M.A.W.
person,unknown,M. A. W. ,M. A. W.,M. A. W.
person,M. Abbott Frazar,M. Abbot Frazar,M. Abbot Frazar,M. Abbot Frazar
person,M. Abbott Frazar,M. Abbott Frazer,M. Abbott Frazer,M. Abbott Frazer
person,M. Adamus,M. Adamus,M. Adamus,M. Adamus
person,Rietje Marie Angkuw,M. Angkuw,M. Angkuw,"J. Bledig/A Young/M. Angkuw, 2010"
person,Rietje Marie Angkuw,M. Angkuw,M. Angkuw,"J. Bledig/A. Young/M. Angkuw, 2010"
person,Rietje Marie Angkuw,M. Angkuw,M. Angkuw,M. Angkuw
person,Rietje Marie Angkuw,M. Angkuw,M. Angkuw,AMBIGUOUS
person,M. Baumgartner,M. Baumgartner,M. Baumgartner,M. Baumgartner
person,M. Bollino,M. Bollino,M. Bollino,M. Bollino
person,Maurice E. Bristol,M. Bristol,M. Bristol,M. Bristol
person,M. Bucknell,M. Bucknell,M. Bucknell,M. Bucknell
person,M. Burkhard,M. Burkhard,M. Burkhard,M. Burkhard
person,Melvin Burmeister,M. Burmeister,M. Burmeister,M. Burmeister
person,Mary Cooper Back,M. C. Back,M.C. Back,M.C. Back
person,M. C. Duzee,M. C. Duzee,M.C. Duzee,Det. 1930/31 by M. C. Duzee. Label says Psilopus caudatus Wied.
person,unknown,M. C. F. ,M.C.F.,M.C.F.
person,M. C. Van Duzee,M. C. Van Duzee,M.C. Van Duzee,Det 1930/31 by M.C. Van Duzee Label says Psilopus caudatus Wied.
person,M. C. Van Duzee,M. C. Van Duzee,M.C. Van Duzee,Det 1930/31 by M.C. Van Duzee Label says Psilopus scintillans Loew
person,M. C. Van Duzee,M. C. Van Duzee,M.C. Van Duzee,Det 1930/31 by M.C. Van Duzee Label says Psilopus scintillans Loew.
person,M. C. Van Duzee,M. C. Van Duzee,M.C. Van Duzee,Det 1930/31 by M.C. VanDuzee
person,M. C. Van Duzee,M. C. Van Duzee,M.C. Van Duzee,Det. 1930/31 by M. C. Van Duzee
person,M. C. Van Duzee,M. C. Van Duzee,M.C. Van Duzee,Det. 1930/31 by M.C Van Duzee
person,M. C. Van Duzee,M. C. Van Duzee,M.C. Van Duzee,Det 1930/31 by M.C. Van Duzee
person,M. C. Van Duzee,M. C. Van Duzee,M.C. Van Duzee,Det. 1930/31 by M.C. Van Duzee
person,M. C. Van Duzee,M. C. Van Duzee,M.C. Van Duzee,AMBIGUOUS
person,M. Cooper,M. Cooper,M.Cooper,M.Cooper
person,M. Cooper,M. Cooper,M. Cooper,M. Cooper
person,Manly D. Barber,M. D. Barber,M.D.Barber,M.D.Barber
person,Manly D. Barber,M. D. Barber,M.D. Barber,M.D. Barber
person,Manly D. Barber,M. D. Barber,M.D. Barber,"M.D. Barber, Exc."
person,Manly D. Barber,M. D. Barber,M.D. Barber,AMBIGUOUS
person,Manly D. Barber,M. D. Barber,M. D. Barber,M. D. Barber
person,Manly D. Barber,M.D. Barber,M.D. Barber. Exchange,M.D. Barber. Exchange
person,Manly D. Barber,M.D. Barber,M.D. Barber exchange,M.D. Barber exchange
person,M. D. Barker,M. D. Barker,M. D. Barker. Exchange,M. D. Barker. Exchange
person,unknown,"M. D. Ewell, M. D. ","M.D. Ewell, M.D.","M.D. Ewell, M.D."
person,M. D. Sticher,M. D. Sticher,M.D. Sticher,M.D. Sticher
person,M. Daughtrey,M. Daughtrey,M. Daughtrey,M. Daughtrey
person,M. Davis,M. Davis,M. Davis,M. Davis
person,Manly D. Barber,M. D. Barber,M.D Barber,M.D Barber
person,M. E. Bishop,M. E. Bishop,M.E. Bishop,M.E. Bishop
person,Martha E. Buhre,M. E. Buhre,M.E. Buhre,M.E. Buhre
person,M. E. Emrick,M. E. Emrick,M.E. Emrick,M.E. Emrick
person,M. E. Kern,M. E. Kern,M.E. Kern,M.E. Kern
person,M. E. Ruhre,M. E. Ruhre,M.E. Ruhre,M.E. Ruhre
person,M. E. Taylor,M. E. Taylor,M.E. Taylor,M.E. Taylor
person,M. E. Taylor,M. E. Taylor,M.E. Taylor,"Prof C B Atwell, M.E. Taylor"
person,M. E. Taylor,M. E. Taylor,M.E. Taylor,Prof C.B. Atwell & M.E. Taylor
person,M. E. Taylor,M. E. Taylor,M.E. Taylor,AMBIGUOUS
person,unknown,M. F. C. ,M.F.C.,M.F.C.
person,M. F. Miller,M. F. Miller,M.F. Miller,M.F. Miller
person,M. F. Miller,M. F. Miller,M.F. Miller,M.F. Miller & B. Fink
person,M. F. Miller,M. F. Miller,M.F. Miller,AMBIGUOUS
person,M. F. Sullivan,M. F. Sullivan,M.F. Sullivan,M.F. Sullivan
person,M. Fischer,M. Fischer,M.Fischer,M.Fischer
person,M. Fischer,M. Fischer,M. Fischer,M. Fischer
person,M. Fisher,M. Fisher,M. Fisher,M. Fisher
person,M. Furr,M. Furr,M.Furr,M.Furr
person,M. Furr,M. Furr,M. Furr,M. Furr
person,M. G. Bunnell,M. G. Bunnell,M.G. Bunnell,M.G. Bunnell
person,M. G. Palmer,M. G. Palmer,M.G. Palmer,M.G. Palmer
person,M. G. Vaiden,M. G. Vaiden,M.G. Vaiden,M.G. Vaiden
person,M. Gordon Vaiden,M. Gordon Vaiden,M.Gordon Vaiden,M.Gordon Vaiden
person,M. Gordon Vaiden,M. Gordon Vaiden,M. Gordon Vaiden,M. Gordon Vaiden
person,M. Graham Netting,M. Graham Netting,M. Graham Netting,M. Graham Netting
person,M. Greist,M. Greist,M. Greist,M. Greist
person,unknown,M.H.M.,M.H.M. 1942,M.H.M. 1942
person,unknown,M.H.M.,M.H.M. 1946,M.H.M. 1946
person,M. Harris,M. Harris,M. Harris,"F.B. Webster Co., M. Harris, W.D. Hinds"
person,M. Helmkamp,M. Helmkamp,M. Helmkamp,M. Helmkamp
person,M. Higginson,M. Higginson,M. Higginson,M. Higginson
person,M. Hourton,M. Hourton Jr.,M. Hourton Jr,"S.S. Gregory, Jr. or M. Hourton, Jr."
person,M. J. Elrod,M. J. Elrod,M.J. Elrod,M.J. Elrod
person,M. J. Harbough,M. J. Harbough,M.J. Harbough,M.J. Harbough
person,M. Jordenssen,M. Jordenssen,M. Jordenssen,M. Jordenssen
person,M. Krol,M. Krol,M.Krol,M.Krol
person,M. Krol,M. Krol,M. Krol,M. Krol
person,M. Krumbein,M. Krumbein,M. Krumbein,M. Krumbein
person,M. . Kwapis,M. . Kwapis,M . Kwapis,M . Kwapis
person,M. L. Bristol,M. L. Bristol,M.L. Bristol,M.L. Bristol
person,M. L. Bristol,M. L. Bristol,M. L. Bristol,M. L. Bristol
person,M. L. Hossack,M. L. Hossack,M.L. Hossack,M.L. Hossack
person,M. L. Wicks,M.L. Wicks,M.L. Wicks Jr. by King,M.L. Wicks Jr. by King
person,M. M. Colwell,M. M. Colwell,M.M. Colwell,M.M. Colwell
person,M. M. Doyle,M. M. Doyle,M.M. Doyle,M.M. Doyle
person,M. P. Anderson,M. P. Anderson,M.P. Anderson,M.P. Anderson
person,M. P. Anderson,M. P. Anderson,M.P. Anderson,M.P. Anderson/A J Stone/H.K. Coale/AMNH
person,M. P. Anderson,M. P. Anderson,M.P. Anderson,AMBIGUOUS
person,M. P. Bailey,M. P. Bailey,M.P. Bailey,H.H. & M.P. Bailey
person,M. P. Bailey,M. P. Bailey,M.P. Bailey,M.P. Bailey
person,M. P. Bailey,M. P. Bailey,M.P. Bailey,AMBIGUOUS
person,M. P. Scroggin,M. P. Scroggin,M.P. Scroggin,M.P. Scroggin
person,M. P. Scroggin,M. P. Scroggin,M. P. Scroggin,M.P. Scroggin - Duval Corporation
person,M. Paulssen,M. Paulssen,M. Paulssen,M. Paulssen
person,M. Posner,M. Posner,M. Posner,M. Posner
person,M. R. Cheeseman,M. R. Cheeseman,M.R. Cheeseman,M.R. Cheeseman
person,M. R. Cheesman,M. R. Cheesman,M.R. Cheesman,M.R. Cheesman
person,M. R. Gaines,M. R. Gaines,M.R. Gaines,M.R. Gaines
person,M. R. Gaines,M. R. Gaines,M. R. Gaines,M. R. Gaines
person,M. Rice,M. Rice,M. Rice,M. Rice
person,M. S. Bebb,M. S. Bebb,M.S. Bebb,M.S. Bebb
person,unknown,M. S. Bebb. ,M.S. Bebb.,M.S. Bebb.
person,M. S. Perry,M. S. Perry,M.S. Perry,M.S. Perry
person,M. S. Pratt,M. S. Pratt,M.S. Pratt,M.S. Pratt
person,M. Schmitz,M. Schmitz,M. Schmitz,M. Schmitz
person,M. Semel,M. Semel,M. Semel,M. Semel
person,unknown,M. Semel B. L. ,M. Semel B.L.,M. Semel B.L.
person,M. Semel,M. SemelB. L.,M. SemelBL,M. SemelBL
person,M. Semel,M. Semel B. L.,M. Semel BL,M. Semel BL
person,M. Szakadowski,M. Szakadowski,M. Szakadowski,M. Szakadowski
person,Michael Tanimura,M. Tanimura,M. Tanimura,M. Tanimura
person,M. Trujillo,M. Trujillo,M. Trujillo,M. Trujillo
person,Malcolm V. Parker,M. V. Parker,M.V. Parker,M.V. Parker
organization,M. P. Bailey,Museum of Vertebrate Zoology,M.V.Z.,"S.S. Gregory, Jr.; from collection of M.V.Z."
organization,M. P. Bailey,Museum of Vertebrate Zoology,M.V.Z.,M.V.Z.
person,M. W. Clark,M. W. Clark,M.W. Clark,M.W. Clark
person,M. W. Cooper,M. W. Cooper,M.W. Cooper,M.W. Cooper
person,M. W. Cooper,M. W. Cooper,M. W. Cooper,Eugene R. Pike and? M.W. Cooper
person,M. W. Cooper,M. W. Cooper,M. W. Cooper,M. W. Cooper
person,M. W. Greist,M. W. Greist,M.W. Greist,M.W. Greist
person,Marie W. Hawley,M. W. Hawley,M.W. Hawley,M.W. Hawley
person,M. W. W. Calkins,M. W. W. Calkins,M.W.W. Calkins,M.W.W. Calkins
person,M. W. W. Calkins,M. W. W. Calkins,M. W.W. Calkins,M. W.W. Calkins
person,PLACEHOLDER,M. Abbot Frazer,M Abbot Frazer,M Abbot Frazer
person,PLACEHOLDER,M. Abbot Frazer,M Abbot Frazer,M Abbot Frazer/H.K. Coale/W. Brewster
person,PLACEHOLDER,M. Abbot Frazer,M Abbot Frazer,AMBIGUOUS
person,PLACEHOLDER,M. Abbott Frazar,M Abbott Frazar,M Abbott Frazar
person,PLACEHOLDER,M. Abbott Frazar,M Abbott Frazar,M Abbott Frazar/William Brewster
person,PLACEHOLDER,M. Abbott Frazar,M Abbott Frazar,AMBIGUOUS
person,Mabel Ward,Mabel Ward,Mabel Ward,Mabel Ward
person,Machein Schmidtz,Machein Schmidtz,Machein Schmidtz,Machein Schmidtz
person,unknown,Machlore,Machlore,Machlore
person,Mack H. Shumate,Mack H. Shumate,Mack H. Shumate,Mack H. Shumate - Zeigler Coal Company
person,Mack H. Shumate,Mack H. Shumate,Mack H. Shumate,Mack H. Shumate
person,unknown,Macom,Macom,Macom
person,Frank Collins Baker,Frank C. Baker,Made by Frank C. Baker,Made by Frank C. Baker
organization,Ward's Natural Science Establishment Incorporated ,Ward's Natural Science Establishment,Made by Ward Nat. Sci. Estab.,Made by Ward Nat. Sci. Estab.
person,Maggie Hossack,Maggie Hossack,Maggie Hossack,Maggie Hossack
organization,Maine State College of Agriculture and Mechanic Arts,Maine State College of Agriculture and Mechanic Arts,Maine State College of Agriculture and Mechanic Arts,Maine State College of Agriculture and Mechanic Arts
person,J. H. McArthur,Major J.H. McArthur,Maj. J.H. McArthur,Maj. J.H. McArthur
person,unknown,Major Kennicott,Maj. Kennicott,"from private collection of Maj. Kennicott, late Director of the Academy"
person,A. O. Meyer,Major A. O. Meyer,Major A.O. Meyer,Major A.O. Meyer
person,H. L. Keegan,Major H. L. Keegan,Major H L Keegan,Major H L Keegan
person,unknown,Major Hoge,Major Hoge,Major Hoge
person,Hugh L. Keegan,Major Hugh L. Keegan,Major Hugh L. Keegan,Major Hugh L. Keegan
person,Jared P. Smith,Major Jared P. Smith,Major Jared P. Smith,Major Jared P. Smith
person,unknown,Major Keegan,Major Keegan,Major Keegan & Mr Toshioka
person,unknown,Makinon,Makinon,Makinon
person,Malcolm A. Cameron,Malcolm A. Cameron,Malcolm A. Cameron,Malcolm A. Cameron
person,Malcolm Mecartney,Malcolm Mecartney,Malcolm Mecartney,Malcolm Mecartney
person,Malcolm V. Parker,Malcolm V. Parker,Malcolm V. Parker,Malcolm V. Parker
person,Malcolm A. Cameron,Malcom A. Cameron,Malcom A. Cameron,Malcom A. Cameron
person,Malcom A. Cannon,Malcom A. Cannon,Malcom A. Cannon,Malcom A. Cannon
person,unknown,Malnate,Malnate,"Conant, Knox, Kenworthy, Malnate"
organization,Mammoth Cave National Park,Mammoth Cave National Park,Mammoth Cave National Park,Philip Hastings - Mammoth Cave National Park
organization,Mammoth Cave National Park,Mammoth Cave National Park,Mammoth Cave National Park,Mammoth Cave National Park
person,Maude E. Hall,Mand E. Hall,Mand E. Hall,Mand E. Hall
person,Maude E. Hall,Mande E. Hall,Mande E. Hall,Mande E. Hall
person,Maud W. Morey,Mand W. Morey,Mand W. Morey,Mand W. Morey
person,Manly D. Barber,Manly D. Barber,Manly D. Barber,Manly D. Barber
person,Manly D. Barber,Manly D. Barber,Manly D. Barber Exchange,Manly D. Barber Exchange
person,Marc Gerke,Marc Gerke,Marc Gerke,Marc Gerke
person,Marc Miller,Marc Miller,Marc Miller,"Deb Lahey, President and Marc Miller, VP of External Affairs"
person,unknown,Marcy,Marcy,Marcy & Banister
person,unknown,Marcy,Marcy,"Marcy, Rice & Davis"
person,unknown,Marcy,Marcy,"Marcy, Rice, & Davis"
person,unknown,Marcy,Marcy,AMBIGUOUS
person,Margaret Nochre,Margaret Nochre,Margaret Nochre,Margaret Nochre
person,Rietje Marie Angkuw,Maria Angkuw,Maria Angkuw,"Maria Angkuw, 2010"
person,Maria Merris,Maria Merris,Maria Merris,Maria Merris
person,Marian L. Wyatt,Marian L. Wyatt,Marian L. Wyatt,Marian L. Wyatt
person,Rietje Marie Angkuw,Marie Angkuw,Marie Angkuw,"Marie Angkuw, 2010"
person,Rietje Marie Angkuw,Marie Angkuw,Marie Angkuw,"Marie Angkuw, Rebecca Beachy"
person,Rietje Marie Angkuw,Marie Angkuw,Marie Angkuw,AMBIGUOUS
person,Marilyn Fillis,Marilyn Fillis,Marilyn Fillis,Marilyn Fillis
organization,Marine Hospital Bureau,Marine Hospital Bureau,Marine Hospital Bureau,Marine Hospital Bureau
person,Marion Finney,Marion Finney,Marion Finney,Marion Finney
person,Marjorie Pullman,Marjorie Pullman,Marjorie Pullman,Marjorie Pullman
person,Mark Collor,Mark Collor,Mark Collor,Mark Collor
person,Mark Dimmitt,Mark Dimmitt,Mark Dimmitt,Mark Dimmitt
person,Mark Kennicott,Mark Kennicott,Mark Kennicott,Mark Kennicott
person,Mark Mason,Mark Mason,Mark Mason,Mark Mason
person,Marc Miller,Mark Miller,Mark Miller,Lincoln Park Board via Mr. Miller
person,unknown,Marlatt,Marlatt,Marlatt
person,unknown,Marloff,Marloff,Marloff
person,Marsha L. Hildreth,Marsha L. Hildreth,Marsha L. Hildreth,Marsha L. Hildreth
person,Marshall D. Ewell,Marshall D. Ewell,Marshall D. Ewell,Marshall D. Ewell
person,Martha E. Buhre,Martha E. Buhre,Martha E. Buhre,Martha E. Buhre
person,Martha G. Woollett,Martha G. Woollett,Martha G. Woollett,Martha G. Woollett
person,Martin Behner,Martin Behner,Martin Behner,Martin Behner
person,Martin Glen Loates,Martin Glen Loates,Martin Glen Loates,Martin Glen Loates
person,Martin Johnson,Martin Johnson,Martin Johnson,Martin Johnson
person,Martin Olson,Martin Olson,Martin Olson,Martin Olson
person,Martin Treder,Martin Treder,Martin Treder,Martin Treder
organization,Marty Stouffer Productions Limited,Marty Stouffer Productions Limited,Marty Stouffer Productions Ltd.,Marty Stouffer Productions Ltd.
person,Marvin L. Watts,Marvin L. Watts,Marvin L. Watts,Marvin L. Watts - AMAX Chemical Corporation
person,Marvin L. Watts,Marvin L. Watts,Marvin L. Watts,Marvin L. Watts
person,Mary A. Hennen,Mary A. Hennen,Mary A. Hennen,Mary A. Hennen
person,Mary Cockerton,Mary Cockerton,Mary Cockerton,Frank and Mary Cockerton
person,Mary Cooper,Mary Cooper,Mary Cooper,Mary Cooper
person,Mary Cooper Back,Mary Cooper Back,Mary Cooper Back,Mary Cooper Back
person,Mary E. P. Ames,Mary E. P. Ames,Mary E. P. Ames,Mary E. P. Ames
person,Mary Hannah,Mary Hannah,Mary Hannah,Mary Hannah
person,Mary Hardman,Mary Hardman,Mary Hardman,Mary Hardman
person,Mary A. Hennen,Mary Hennen,Mary Hennen,Mary Hennen
person,Mary Cockerton,Mary Howard Cockerton,Mary Howard Cockerton,Frank and Mary Howard Cockerton
person,Mary Jo Field,Mary Jo Field,Mary Jo Field,Mary Jo Field
person,Mary May Bain,Mary May Bain,Mary May Bain,Mary May Bain
person,Mary Phelan,Mary Phelan,Mary Phelan,Mary Phelan
person,Mary Pomeroy Green,Mary Pomeroy Green,Mary Pomeroy Green,Mary Pomeroy Green
person,Mary Purdy,Mary Purdy,Mary Purdy,Mary Purdy
person,Mary Stuart,Mary Stuart,Mary Stuart,Mary Stuart
person,Mary Talbot,Mary Talbot,Mary Talbot,Mary Talbot
person,unknown,Maslowski,Maslowski,Goodpaster & Maslowski
person,unknown,Mason,Mason,Mason
person,unknown,Master Blatchford,Master Blatchford,Master Blatchford
person,John Blatchford,Master John Blatchford,Master John Blatchford,Master John Blatchford
person,Neddy W. Blatchford,Master Neddy W. Blatchford,Master Neddy W. Blatchford,Master Neddy W. Blatchford
person,Master Steppan,Master Steppan,Master Steppan,Master Steppan
person,unknown,Matsushita. E. W. ,Matsushita. E.W.,Matsushita. E.W.
person,unknown,Mattes,Mattes,Mattes
person,Maude E. Hall,Maud E. Hall,Maud E.Hall,Maud E.Hall
person,Maude E. Hall,Maud E. Hall,Maud E. Hall,Maud E. Hall
person,Maude Biles,Maude Biles,Maude Biles,Maude Biles
person,Maude E. Farber,Maude E. Farber,Maude E. Farber,Maude E. Farber
person,Maude E. Hall,Maude E. Hall,Maude E. Hall,Maude E. Hall
person,Maud W. Morey,Maud W. Morey,Maud W. Morey,Maud W. Morey
person,Maurice E. Bristol,Maurice Bristol,Maurice Bristol,Maurice Bristol
person,Maurice E. Bristol,Maurice E. Bristol,Maurice E. Bristol,Maurice E. Bristol
person,Maurice E. Bristol,Maurice E. Bristoll,Maurice E. Bristoll,Maurice E. Bristoll
person,Max E. Britton,Max E. Britton,Max E. Britton,Max E. Britton
person,Max Georges,Max Georges,Max Georges,Max Georges
person,Max H. Jones,Max H. Jones,Max H. Jones,Max H. Jones
person,Max Kruger,Max Kruger,Max Kruger,Max Kruger
organization,Max-Lau Colortype & Lithographic Corporation,Max-Lau Colortype & Lithographic Corporation,Max-Lau Colortype & Lithographic Corp.,Max-Lau Colortype & Lithographic Corp.
person,Max M. Peet,Max M. Peet,Max M. Peet,Max M. Peet
person,Max W. Johns,Max W. Johns,Max W. Johns,Max W. Johns
person,May Dora Wilken,May Dora Wilken,May Dora Wilken,May Dora Wilken
person,unknown,Mayfair,Mayfair,Mayfair
person,unknown,Maynard,Maynard,Maynard/H.K. Coale/Pratt expedition
person,May Nesthorh,May Nesthorh,May Nesthorh,May Nesthorh
person,M. Baumgartner,M. Baumgarter,M Baumgarter,M Baumgarter
person,M. B. Bishop,M. B. Bishop,M B Bishop,M B Bishop
person,M. B. Mittleman,M. B. Mittleman,M B Mittleman,M B Mittleman
person,Max E. Britton,M. Britton,M Britton,M Britton
person,Melvin Burmeister,M. Burmeister,M Burmeister,M Burmeister
person,M. Burrill,M. Burrill,M Burrill,M Burrill
organization,McCormick Company,McCormick Company,McCormick Co.,McCormick Co.
person,McCormick Jewett,McCormick Jewett,McCormick Jewett,McCormick Jewett
organization,McCormick Y. W. C. A. ,McCormick Y. W. C. A. ,McCormick Y.W.C.A.,McCormick Y.W.C.A.
person,unknown,McCrone Associates,McCrone Associates,McCrone Associates
person,unknown,McDonnell,McDonnell,McDonnell
person,M. C. Egan,M. C. Egan,M C Egan,M C Egan
organization,"McGowan Film and Video, Incorporated","McGowan Film and Video, Incorporated","McGowan Film and Video, Inc.","McGowan Film and Video, Inc."
organization,McGraw Text Films,McGraw Text Films,Mcgraw Text Films,Mcgraw Text Films
person,unknown,McIlhemy,McIlhemy,McIlhemy
organization,"McLean-Thomas, Incorporated","McLean-Thomas, Incorporated","McLean-Thomas, Inc.","McLean-Thomas, Inc."
person,unknown,McMims,McMims,McMims
person,M. Cooper,M. Cooper,M Cooper,M Cooper
person,unknown,McQuinis,McQuinis,McQuinis
organization,"Meacham Road Digital Studios, L. L. C. ","Meacham Road Digital Studios, L. L. C. ","Meacham Road Digital Studios, L.L.C.","Meacham Road Digital Studios, L.L.C."
person,Max E. Britton,M. E. Britton,M E Britton,M E Britton
organization,Media Incorporated,Media Incorporated,Media Inc.,Media Inc.
person,M. E. Jewell,M. E. Jewell,M E Jewell,M E Jewell & class
person,M. E. Kern,M. E. Kern,M E Kern,M E Kern
person,Melaine Ristich,Melaine Ristich,Melaine Ristich,Melaine Ristich
person,unknown,Melander,Melander,Melander
person,unknown,Melander,Melander,Melander and Brues
