COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,ACCN,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DET_METH_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DET_METH_3,ATTRIBUTE_DETERMINER_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
167,ekrimmel,18428.1,[CHAS:Mamm]1100,,,,Dendrocoris humeralis,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Florida, Saint Lucie County",Fort Capron,"FROM SPECIMEN: Fort Capron [Historic fort, on the Indian River; near (or in? Port St. Lucie]",Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18428, 18428-a,b,c,d,e,f) has been split into six separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
168,ekrimmel,18428.2,[CHAS:Mamm]1100,,,,Dendrocoris humeralis,legacy,unknown,,,12-May,1800-05-12,2017-05-12,"North America, United States, Florida, Duval County",Jacksonville,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18428, 18428-a,b,c,d,e,f) has been split into six separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
172,ekrimmel,18428.3,[CHAS:Mamm]1100,,,,Dendrocoris humeralis,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18428, 18428-a,b,c,d,e,f) has been split into six separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
171,ekrimmel,18428.4,[CHAS:Mamm]1100,,,,Dendrocoris humeralis,legacy,unknown,,,5/21/1879,1879-05-21,1879-05-21,"North America, United States, California",Geysers,FROM SPECIMEN: Geysers,Michelle Hauer,2016-07-19,unverified,1750,1750,ft,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18428, 18428-a,b,c,d,e,f) has been split into six separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
170,ekrimmel,18428.5,[CHAS:Mamm]1100,,,,Dendrocoris humeralis,legacy,unknown,,,5/12/1879,1879-05-12,1879-05-12,"North America, United States, California, Mariposa County","Yosemite, Glacier Point","FROM SPECIMEN: Glacier Point [Viewpoint on the south wall of the Yosemite Valley, Yosemite National Park]",Michelle Hauer,2016-07-19,unverified,7705,7705,ft,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18428, 18428-a,b,c,d,e,f) has been split into six separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),Fair. Missing head.,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
169,ekrimmel,18428.6,[CHAS:Mamm]1100,,,,Dendrocoris humeralis,legacy,unknown,,,5/1/1879,1879-05-01,1879-05-01,"North America, United States, California, Los Angeles County",Santa Monica,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18428, 18428-a,b,c,d,e,f) has been split into six separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
174,ekrimmel,18429,[CHAS:Mamm]1100,183,original identifier,self,Podops {dubius},legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,5,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
177,ekrimmel,18430.1,[CHAS:Mamm]1100,,,,Brochymena {annulata},legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Florida, Saint Lucie County",Fort Capron,"FROM SPECIMEN: Fort Capron [Historic fort, on the Indian River; near (or in? Port St. Lucie]",Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,age class,nymph,2017-10-11,parsed from verbatim,Erica Krimmel,,accepted place of collection
175,ekrimmel,18430.2,[CHAS:Mamm]1100,,,,Brochymena {annulata},legacy,unknown,,,[no date recorded],1800,2017-10-11,no higher geography recorded,no specific locality recorded,[no locality recorded],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,age class,nymph,2017-10-11,parsed from verbatim,Erica Krimmel,,accepted place of collection
178,ekrimmel,18431,[CHAS:Mamm]1100,,,,Brochymena {obscura},legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
179,ekrimmel,18432,[CHAS:Mamm]1100,,,,Corimelaena sp.,legacy,unknown,,,[no date recorded],1800,2017-10-11,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-08-19). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
180,ekrimmel,18433,[CHAS:Mamm]1100,,,,Podisus mucronatus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,6,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
181,ekrimmel,18434,[CHAS:Mamm]1100,,,,Perillus {claudus},legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Montana",no specific locality recorded,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
182,ekrimmel,18435,[CHAS:Mamm]1100,,,,Neottiglossa trilineata,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,2,missing,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
183,ekrimmel,18436.1,[CHAS:Mamm]1100,,,,Mormidea lugens,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18436, 18436-a,b) has been split into two separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,3,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
185,ekrimmel,18436.2,[CHAS:Mamm]1100,,,,Mormidea lugens,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18436, 18436-a,b) has been split into two separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
186,ekrimmel,18437,[CHAS:Mamm]1100,,,,Oebalus pugnax,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Nebraska",no specific locality recorded,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
189,ekrimmel,18438.1,[CHAS:Mamm]1100,,,,Cosmopepla lintneriana,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Minnesota, Saint Louis County",Duluth,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18438, 18438-a,b,c,d,e) has been split into five separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
190,ekrimmel,18438.2,[CHAS:Mamm]1100,,,,Cosmopepla lintneriana,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18438, 18438-a,b,c,d,e) has been split into five separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
192,ekrimmel,18438.3,[CHAS:Mamm]1100,,,,Cosmopepla lintneriana,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Wisconsin",no specific locality recorded,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18438, 18438-a,b,c,d,e) has been split into five separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
187,ekrimmel,18438.4,[CHAS:Mamm]1100,,,,Cosmopepla lintneriana,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, New York, Erie County",Buffalo,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18438, 18438-a,b,c,d,e) has been split into five separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),Fair. Missing all legs.,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
188,ekrimmel,18438.5,[CHAS:Mamm]1100,,,,Cosmopepla lintneriana,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Washington, Spokane County",Spokane,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18438, 18438-a,b,c,d,e) has been split into five separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),Fair. Majority of abdomen missing.,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
193,ekrimmel,18439.1,[CHAS:Mamm]1100,,,,Euschistus {fissilis},legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18439, 18439-a,b) has been split into two separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
195,ekrimmel,18439.2,[CHAS:Mamm]1100,,,,Euschistus {fissilis},legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Wisconsin",no specific locality recorded,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18439, 18439-a,b) has been split into two separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
198,ekrimmel,18440.1,[CHAS:Mamm]1100,,,,Euschistus servus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18440, 18440-a,b,c,d) has been split into four separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
200,ekrimmel,18440.2,[CHAS:Mamm]1100,,,,Euschistus servus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18440, 18440-a,b,c,d) has been split into four separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),Fair. Missing both hind legs.,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
197,ekrimmel,18440.3,[CHAS:Mamm]1100,,,,Euschistus servus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18440, 18440-a,b,c,d) has been split into four separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
196,ekrimmel,18440.4,[CHAS:Mamm]1100,,,,Euschistus servus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Florida, Saint Lucie County",Fort Capron,"FROM SPECIMEN: Fort Capron [Historic fort, on the Indian River; near (or in? Port St. Lucie]",Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18440, 18440-a,b,c,d) has been split into four separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
201,ekrimmel,18441.1,[CHAS:Mamm]1100,,,,Euschistus tristigmus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Massachusetts",no specific locality recorded,[transcribed directly into formatted locality fields],Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18441, 18441-a,b) has been split into two separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
203,ekrimmel,18441.2,[CHAS:Mamm]1100,,,,Euschistus tristigmus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 18441, 18441-a,b) has been split into two separate records according to collecting location. Inventory specimen does not match original catalog book specimen (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-08). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,4,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
