guid,part_name,ATTRIBUTE_TYPE,ATTRIBUTE_VALUE,remark,determiner,DETERMINED_DATE
CHAS:Herp:1954.5355.1902,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 1902, 1916, 2968-69",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.1916,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 1902, 1916, 2968-69",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.2968,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 1902, 1916, 2968-69",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.2969,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 1902, 1916, 2968-69",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.1594,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 20-21, 31-32, 39-40, 716, 802, 1594-5, 1890, 2056, 2230",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.1595,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 20-21, 31-32, 39-40, 716, 802, 1594-5, 1890, 2056, 2230",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.1890,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 20-21, 31-32, 39-40, 716, 802, 1594-5, 1890, 2056, 2230",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.20,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 20-21, 31-32, 39-40, 716, 802, 1594-5, 1890, 2056, 2230",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.2056,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 20-21, 31-32, 39-40, 716, 802, 1594-5, 1890, 2056, 2230",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.21,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 20-21, 31-32, 39-40, 716, 802, 1594-5, 1890, 2056, 2230",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.2230,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 20-21, 31-32, 39-40, 716, 802, 1594-5, 1890, 2056, 2230",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.31,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 20-21, 31-32, 39-40, 716, 802, 1594-5, 1890, 2056, 2230",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.39,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 20-21, 31-32, 39-40, 716, 802, 1594-5, 1890, 2056, 2230",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.40,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 20-21, 31-32, 39-40, 716, 802, 1594-5, 1890, 2056, 2230",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.716,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 20-21, 31-32, 39-40, 716, 802, 1594-5, 1890, 2056, 2230",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.5355.802,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 20-21, 31-32, 39-40, 716, 802, 1594-5, 1890, 2056, 2230",Dawn R. Roberts,2015-03-21
CHAS:Herp:1954.1.13,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,"Stored in jar with NWU 46, 109, 206, 278, 300, 327-9, 535, 565, 1019-20, 1275, 1362",Dawn R. Roberts,2016-02-24
CHAS:Herp:121,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:122,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:123,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:339,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:340,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:341,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:342,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:343,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:344,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:1577,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:2173,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:3834,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2015-07-03
CHAS:Herp:3835,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2015-07-03
CHAS:Herp:3836,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2015-07-03
CHAS:Herp:3837,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2015-07-03
CHAS:Herp:3838,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2015-07-03
CHAS:Herp:3839,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2015-07-03
CHAS:Herp:3840,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2015-07-03
CHAS:Herp:3841,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2015-07-03
CHAS:Herp:3842,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2015-07-03
CHAS:Herp:3843,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2015-07-03
CHAS:Herp:4392,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:4393,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:4394,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:4395,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:4396,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:4397,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:4398,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:4399,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:4760,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:5186,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:5274,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:5275,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:5276,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:5277,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:5478,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:5843,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:5844,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:5845,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:5846,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:5847,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:5848,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:5849,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:5850,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6106,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6107,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6108,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6137,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6176,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6290,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6534,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6535,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6536,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6537,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6538,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6539,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6540,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6541,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6542,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6543,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6544,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6545,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6546,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6547,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6548,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6549,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6550,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6551,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6552,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6553,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6554,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6686,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6687,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6688,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6719,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6725,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6726,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6727,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6728,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6729,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6730,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6731,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6732,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6733,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6734,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6735,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6736,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6737,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6738,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6739,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6740,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6741,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6742,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6743,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6744,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6745,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6746,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6747,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6748,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6749,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6750,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6751,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
CHAS:Herp:6752,whole organism (70% ethanol),location,Reebie: Locker 302A: Unit 9: Shelf D,,Dawn R. Roberts,2014-09-17
